"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Iraq","Iraq2011",1,0.32051282051282,0.32051282051282,NA,0,0,0,1,3,0.275337353243096,0.23863236353675,0.106510475647484,0.18452380952381,-0.00112145788696448,0.000614134542705975,1.03169173709356,2,1,0.214285714285714,0.214285714285714,Inf,0,0,0,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",3,0.260199724683743,0.259575151212408,0.0175625992568483,0.0208333333333334,0.0140151513863059,0.0234246390746325,0.45459413504364,3,0.0646598486866609,0.0951158451065583,0.0794478824109785,0.123,-0.0169919577190101,-0.0139621212121212,1.21353347333404,1,1,0.0227631578947368,0.0227631578947368,NA,0,0,0,1,"2013","Middle East and North Africa","Israel","High income"
"Kenya","Kenya2013",3,0.0585967219776305,0.0494972242877967,0.0417382507584614,0.063265306122449,-0.0204157564935779,-0.0162609945386605,3.62420292769523,1,0.0316666666666667,0.0316666666666667,NA,0,0,0,1,3,1,0.06,0.06,Inf,0,0,0,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",2,0.196097094258402,0.196097094258402,0.270992578141631,0.383241379310345,-0.0305444726355644,-0.0362525629077353,1.3091733541212,3,0.0611729117527049,0.0706650420426504,0.0381032109706114,0.0363888888888889,-0.0204032175734139,-0.0212031285944329,1.27335770269358,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",7,0.170881744263395,0.116999856618362,0.117721334617346,0.137745974955277,-0.0407511483850312,-0.0314416367807141,1.05871219476528,1,0.08,0.08,NA,0,0,0,1,8,2,0.211434087333229,0.21143408733323,0.0378874594743264,0.0535809590324535,-0.00628419561237603,-0.00893015983874224,1.71976898814766,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.0991437141571722,0.100880893805886,0.0890048556075292,0.0849275362318841,-0.036694490640992,-0.0382616718181194,1.91242757787184,0,3,0.112170597395242,0.124499618951094,0.126463632133714,0.183989189189189,-0.0150084118727736,-0.00802309582309582,1.17462300110616,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,1,0.0333333333333333,0.0333333333333333,NA,0,0,0,1,0,5,0.150094559339607,0.0717534182237427,0.166953431987156,0.27,0.00208324595936078,0.00676612276612276,0.778994485347316,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",1,9.375,9.375,NA,0,0,0,1,1,0.58125,0.58125,NA,0,0,0,1,1,7,0.0832808907978204,0.0658801356623444,0.0915286279417804,0.13,-0.0540323537835869,-0.0585535429306858,5.6557573922455,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,0.120922966622067,0.104052026013007,0.0927031838162784,0.184722222222222,-0.00330580547233548,-0.00341292441092341,0.995548739232215,8,0.228804020351212,0.158595698033057,0.139622050890529,0.225,-0.102399507483335,-0.0607430980700373,2.57167301166274,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",20,0.202885680198412,0.118039206832156,0.215779444974662,0.244000847188393,0.115852164575489,0.115144514506764,0.427850227363795,55,0.132116913185943,0.0848468362138335,0.11897268330062,0.16392626940628,-0.00610048605335414,-0.00731006825065229,1.31055110380126,1,17,0.0944503998351262,0.0585081263319059,0.0977988699995281,0.118313609922949,-0.00613394123742459,-0.00592150581499971,0.226812841539662,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",44,0.312966656486942,0.253080368670631,0.224864931325857,0.356904761904762,0.0558217046415512,0.0708772706062252,1.21219006223495,3,0.297824310298716,0.298068303471652,0.00312804838995911,0.00476190476190497,0.000319340469959855,0.000507281950580912,NA,6,19,0.199366711196082,0.174921724236708,0.162081343011596,0.174210526315789,0.0850491865317519,0.0301357195338942,1.03762507216596,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.162901225908955,0.163688238602621,0.0972828814356035,0.1176299024775,-0.0342769479255454,-0.0318730418450636,11.9104548434561,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",3,0.414274789220765,0.395005067494426,0.181564343766406,0.263084577114428,-0.0728906986377036,-0.0508683901169259,1.90351350443057,8,0.223257731892125,0.196180864987243,0.132161183383907,0.17690303030303,0.0126568074149918,-0.0247408364862784,0.146855781830554,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",2,0.265393955681666,0.265393955681666,0.109563868087207,0.154946708194985,-0.0477083001399055,-0.0435787616798397,1.88142042332747,7,0.0889905251596887,0.0822610023802571,0.0456605831563412,0.00198479257519849,-0.021996495783192,-0.0238052795561783,1.0785877207716,1,3,0.251743774345318,0.176470588235294,0.184606505387765,0.345427401467326,0.0179826392025274,0.0179826392025274,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uganda","Uganda2013",2,0.0857746407735587,0.0857746407735586,0.234344615375638,0.0828533333333333,-0.0228023715721996,-0.0331413333333333,1.37348933742322,2,0.165583268152335,0.165583268152335,0.088902607125545,0.125727272727273,-0.0432950919070278,-0.0430863125638406,3.16308372429414,0,1,0.00799644602398934,0.00799644602398934,NA,0,0,0,1,"2013","Sub-Saharan Africa","Uganda","Low income"
"Vietnam","Vietnam2009",1,0.2,0.2,NA,0,0,0,1,11,0.160818185534794,0.179235220257927,0.0959874256758072,0.104385964912281,-0.0793677710593242,-0.00910238572909197,0.733320111654685,1,1,0.075,0.075,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",1,0.0181034482758621,0.0181034482758621,NA,0,0,0,NA,3,0.243115329579628,0.302448356535127,0.187274587730836,0.374714285714286,-0.120854506475528,-0.128362745098039,4.07621349467449,1,1,0.366666666666667,0.366666666666667,NA,0,0,0,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
