"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",1,0.103434285714286,0.103434285714286,NA,-1.38777878078145e-17,0,0,1,3,0.0946282551211272,0.106713424162337,0.0402714355671844,0.05792849864225,0.0140259687622376,0.00995007621707142,0.468307782045694,1,0.0415282392026578,0.0415282392026578,NA,0,0,0,1,2,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",3,0.104214559386973,0.12,0.0521678710145952,0.100689655172414,0.0203639846743295,0.0203639846743295,0.277777777777778,8,0.205139250652305,0.194375845051066,0.0843529625850036,0.172222222222222,-0.000551193614293112,0.00181121176491548,1.00238473970174,15,0.192399829340717,0.18,0.0905088358692238,0.073809523809524,0.0148459767591317,0.00854000213060616,0.210476947940348,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",4,0.0404524989417577,0.0371592049898024,0.0332339629988744,0.0308149037141226,0.00698585687748228,0.00698585687748228,0.766129032258065,2,0.184675354489784,0.184675354489784,0.0257391881594503,0.0364007089795676,0.00606678482992793,0.00606678482992793,0.75,1,0.0062108170512502,0.0062108170512502,NA,0,0,0,1,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",4,0.204263530312178,0.197517320314519,0.0250785552641611,0.0272508641725396,-0.00477605590084893,-0.0127369061332098,2.70173129484657,1,0.096,0.096,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",6,0.0825545515655576,0.0848656294200849,0.0340337869877751,0,-0.0383416351970838,-0.0329870250495157,0.142201617071626,8,0.543107413881425,0.62979065834687,0.343753371322019,0.504684838160136,-0.073020259663886,0.0914702223330439,0.976995692874216,1,0.133333333333333,0.133333333333333,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",3,0.15430545669889,0.128524351658594,0.0569657287857681,0.0293999166666667,-0.0202298341404555,-0.0258339769880174,4.88956625361843,1,0.0583333333333333,0.0583333333333333,Inf,0,0,0,1,3,0.148426132718486,0.1056,0.118923599358406,0.228047619047619,0.0237409908481411,0.0247072829131653,0.886363636363636,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",15,0.178904141499987,0.0890616792795952,0.221276503480844,0.140958605664488,-0.0559329627005086,-0.0206464597316088,1.01870197914206,84,0.251730912567661,0.284682376095728,0.142440156357476,0.159047619047619,0.0431902670826493,0.0101271861025088,0.856736225338475,11,0.197482511848718,0.199679805000418,0.0134790152992668,0,0.000247752577547569,0.00486862440320491,0.926311419216771,32,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.0792672055983416,0.0924617628170341,0.0601730968871154,0.123627167630058,0.0030090788530792,-0.0027821484281139,0.575530987088413,2,0.197988173750402,0.197988173750402,0.122834549417549,0.173714285714286,-0.0728702723901558,-0.0734945054945055,6.55502518192357,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,0.0369433447309736,0.0350529554195641,0.0145233807401434,0.01125,0.0012291549745929,0.00481890775856871,0.866537860347446,9,0.0914422795966446,0.102375499062318,0.0428333104564406,0.0456470588235294,-0.00231045895282984,-0.00152631164202667,0.99744975337849,4,0.112522441063245,0.0958526576820532,0.131002546468318,0.127003829004821,-0.00717682954708575,-0.00420468896479488,1.00327612460023,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",8,0.101772005535178,0.0644473440172911,0.0930499622805271,0.109151169975378,-0.0218221107570939,-0.0267180930688147,1.45194323045355,10,0.161955095961626,0.143010088800166,0.0760959283575038,0.142933343934415,0.0120976169969757,0.0134956008839326,0.747205827226075,9,0.199332948057788,0.177863577312592,0.149618181471976,0.230494973087713,-0.0244468877111143,-0.0236711282471516,6.89236970805131,0,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",9,0.245260035744539,0.265625291762446,0.148871523699322,0.257933333333333,-0.0252931097890407,0.042543587303749,0.407701352785919,6,0.152013309710196,0.105407527732905,0.127980245163633,0.209281164695177,-0.0523340032800657,-0.0731679887138343,2.83868294651124,3,0.141588339507702,0.141268260983089,0.00420565386456713,0.00553846153846155,-0.00259049975906615,-0.0013946053946054,2.3544480970152,5,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",40,0.106038850181484,0.0934395129078148,0.0848304797073335,0.126931216931217,-0.0175300946800733,0.00408648886696091,1.79491933926062,62,0.18064568479106,0.2,0.094524754410057,0.108333333333333,0.0102122419891392,-0.000555603123289783,0.824940998515263,47,0.193892106337768,0.167089353971921,0.148962858511371,0.16630081300813,-0.0165886006134452,-0.0227397706844974,0.79598791110772,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",3,0.0159604025110278,0.015607253885531,0.00957445601808145,0,0.000429909800960485,0.00128683574879227,0.902928758781537,124,0.170185703464815,0.15,0.132235250846131,0.169195046439629,-0.0102883268176639,-0.0198697726328636,0.630422115121405,7,0.141825740522721,0.0858450510933325,0.161519878467116,0.211047619047619,0.0899565024975525,0.0868251073448629,0.20329023265577,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",39,0.142032264546194,0.134176136734101,0.122542709385321,0.112614045152657,-0.0534472839258631,-0.0496399554233198,6.33267853217524,43,0.185922977646056,0.141699108797684,0.145092969593434,0.215912698412698,-0.0185098923851805,-0.00095857343705987,4.66784306264453,46,0.246209741464991,0.201341767680153,0.201487464130507,0.194941176470588,-0.0242946598259127,-0.000988404070769247,2.08333333333333,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",27,0.193514633710401,0.176431025396983,0.120711632684205,0.188709024686362,-0.0216173028910678,-0.0197387042377533,1.50451563450065,18,0.234277685548186,0.16207643055583,0.169485557522515,0.327450980392157,0.0635650083820368,0.0838142408767527,1.44909349991944,32,0.232072053867237,0.197166932452908,0.160625718326294,0.145833333333333,-0.108796753171817,-0.104105326218651,2.19273637404144,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.1,0.1,Inf,0,0,0,1,24,0.229795624289955,0.176600384961237,0.170849569389502,0.2495,0.0459855853022847,0.104494583860711,0.927171719080006,6,0.393554371906136,0.416721563287854,0.315705457576249,0.619785714285714,-0.162929137631707,-0.179111511359996,0.822951377627453,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,0.08645812064862,0.078864669378622,0.0273849897119892,0.0164347826086957,-0.00251165838696126,-0.00156542034943535,6.70801400287677,5,0.280034617932687,0.298937447136395,0.103047315757864,0.158,-0.00572888111810062,-0.00600357142857143,0.777001190403589,7,0.344216673837983,0.275529256648487,0.173968245048822,0.31,-0.062574487563363,-0.0646200785211812,0.580997940569525,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",2,0.0412332139199017,0.0412332139199017,0.0427630432883762,0.0604760757867694,-0.00151926754228415,-0.0015914756785992,NA,3,0.297170107364115,0.280027633500883,0.215172854721707,0.316666666666667,0.0110787068358076,0.0192063492063492,1,2,0.0686205055360206,0.0686205055360206,0.0792931192032854,0.112137404580153,0.0211499939264261,0.0215648854961832,0.734864466576609,0,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",4,0.157845212043138,0.0867099559185924,0.164153397413952,0.0912918181818182,0.0357482696677659,0.0357368506493507,0.657905331760883,3,0.202741545277782,0.259076665455408,0.127501847160291,0.233391818181818,-0.037754758956116,-0.0370660774229363,3.13217643443197,1,0.115384615384615,0.115384615384615,NA,0,0,0,1,0,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",3,0.169825210841434,0.191632717440288,0.0802218530158154,0.155306444344299,0.0380295804240825,0.0410676419833148,0.451428571428572,11,0.306557190802546,0.286095526285461,0.148453238916691,0.269816307651645,0.00558142888854842,0.00558142888854842,0.355555555555556,1,0.0834879406307978,0.0834879406307978,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",6,0.133211671203171,0.111193773109738,0.0623318403898241,0.095238095238095,-0.0122174710671244,-0.00953245702790344,1.41935483870968,12,0.190719467591303,0.14921493194814,0.140750995682397,0.189356365969993,0.028685487159909,0.0663512843161097,0.295200197093235,1,0.125230014489808,0.125230014489808,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",8,0.164597631495072,0.150877064606522,0.12497074727125,0.106192955178012,-0.0448350363178217,-0.0455465760243175,0.943350589723903,17,0.182296211298018,0.0810053881597824,0.180510664095075,0.346774193548387,-0.141625767374336,-0.148230697993885,1.19881581715553,10,0.170359359613887,0.183862148410977,0.104533825013907,0.144639684106614,0.00517206838906244,0.00832373597899273,1.42105086284609,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",12,0.093250877284729,0.0991488550738513,0.035455630084789,0.0570710362047441,0.0112303431305307,0.00610885073942434,3.4275659462027,7,0.102403370112254,0.0806147531716338,0.0565754461414647,0.0911949685534591,0.0459913453453336,0.00374161980737541,0.0820259316840914,1,0.2,0.2,NA,0,0,0,1,8,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",20,0.0689013478633154,0.0502598530384227,0.0373473027092442,0.0496794871794872,0.014544010180857,0.0182216900722603,0.819450702004459,122,0.191163092523358,0.145589308371294,0.144663613263397,0.23,-0.0501541418041813,-0.0712531970599777,1.34822637926409,57,0.108832963409379,0.0842903559078338,0.0938655450874525,0.155,-0.00816258683252416,0.00626064061930064,1.42711804438255,7,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",15,0.161493050524857,0.0895336713976496,0.137643324389964,0.177777777777777,-0.0681325000014188,-0.0282003357326964,NA,11,0.345466539167547,0.345707423975118,0.227356398670407,0.303992950508431,-0.139129766506975,-0.108517861617251,1.2218096491795,7,0.14282162913642,0.156561448701057,0.0577329605308277,0.0538181818181818,0.0286391479924663,0.0520893880549533,0.461484620945564,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",4,0.160984726448161,0.16523580868013,0.0363776048609037,0.0752579365079365,-0.0153642510404626,0.00722564940396717,0.846519816617414,3,0.117574954251682,0.0955965034711691,0.0869517708096704,0.169978482882651,-0.00518699081018588,-0.0070339590462304,0.949590121933834,5,0.250097810572019,0.247699989110902,0.15141157709938,0.318879872507583,-0.033034006871949,-0.0380499326653874,0.964667907653112,1,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",11,0.055366130313713,0.048014920414062,0.0325653164249297,0.0680913971012053,-0.014397109593859,-0.0141529493070181,7.24888888888889,29,0.118017433496246,0.0546514529328681,0.124292933149565,0.151299145405269,0.0138700602713368,-0.0234572484184456,0.461626928471248,3,0.034363455481256,0.0470588235294118,0.0257316656640112,0.0451312476604793,0.00940310435843423,0.00835461763370148,0.546,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",7,0.0745615000382576,0.077834633502897,0.029670412715128,0.0421199365506933,-0.000165580757784741,-0.0092587945772276,0.841452864002323,14,0.126614019669984,0.0689628052939669,0.129119825721324,0.223692722371968,-0.0294496961213599,-0.059273225889452,0.850835122035927,10,0.273826255961179,0.261557289898654,0.156757683576742,0.216666666666667,-0.0367929310546659,-0.0254139139501943,2.99398629920062,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",10,0.166388484779755,0.163668971547,0.151706122577246,0.210929254601307,0.0114004761393857,0.0396229427052418,0.897708975591369,13,0.124971671438625,0.0830835556090977,0.132365140415911,0.160344827586207,-0.0311902753788031,-0.0447039758142953,0.867074574207603,11,0.112014764332456,0.0984108981042933,0.0722045841881499,0.0574868126318695,0.00655911834420951,-0.00773286029085504,0.878167471701711,1,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",8,0.146752307875763,0.152455922225269,0.108485238711974,0.17875,0.0662549365448741,0.0577558324906459,0.163156946096518,23,0.17902886379194,0.10419689209003,0.173039923787567,0.32175519237317,-0.000663701294477746,-0.00556343624624284,0.742980799391347,11,0.255886610217139,0.2953738721705,0.200330263644815,0.392708333333333,0.0289684508248302,0.03008631498987,1.36392904720405,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",8,0.253982956937936,0.246157611130617,0.112050367460621,0.0695752173913043,0.00362937179883644,0.0117939777286573,0.415423773000537,NA,NA,NA,NA,NA,NA,NA,NA,2,0.200473292765382,0.200473292765382,0.0894043056672646,0.126436781609195,0.0126436781609195,0.0126436781609195,0.833333333333333,0,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",25,0.21168656336732,0.153991643161835,0.162718987300679,0.152727272727273,-0.0360064521794233,-0.0412724245326644,0.264797024925779,29,0.212721818192055,0.2,0.124484285038644,0.158333333333333,0.00198063373468822,0.0130064951262096,0.424426706947779,18,0.261680478005552,0.19594141978002,0.164522894863143,0.276444444444444,0.060017871191841,0.042413354505483,0.529163460815789,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",15,0.1068925924769,0.109293846737612,0.0737395499083956,0.056975591245897,0.0069782873392842,0.0121792717541231,0.37635670565787,4,0.0935199696677213,0.111048637638852,0.0499951167972491,0.0329722887396322,-0.00294265729641388,-0.00284286755386213,1.23044107557953,3,0.202264317899844,0.116666666666667,0.23631009250799,0.446666666666667,0.155740884253583,0.156314631463146,0.281486319418007,0,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",12,0.160738875317656,0.138245401443539,0.0546909851896197,0.056470588235294,-0.000116011598427263,-0.00132374225316077,0.402414486921529,18,0.122144351767781,0.138015115756972,0.0797225746538256,0.100732600732601,0.115337684094462,0.125214718047114,0.98763317247475,1,0.193333333333333,0.193333333333333,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",1,0.185384615384615,0.185384615384615,NA,0,0,0,1,2,0.152492171543901,0.152492171543901,0.0136042831252752,0.0192393617021276,-0.00881636220999623,-0.00764641298417894,4.02430358322806,3,0.17504801468066,0.166305542900268,0.129292346996054,0.254285714285714,-0.110785811174325,-0.103727041474654,1.44675017409521,3,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",13,0.0587384023493738,0.0467725036663745,0.0431678909631747,0.0533333333333333,0.0262556214045102,-0.00792544137698136,0.132819185889154,147,0.100713781624749,0.062733917945548,0.0854990559153548,0.115714285714286,0.0579998077741667,0.040948307522202,0.361866801284523,361,0.110853325877076,0.0832612606502609,0.100402589950766,0.117780429594272,0.0427045122005713,0.0531395113020751,0.8,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",5,0.556787212273307,0.619988578045394,0.360830353792195,0.206666666666667,-0.0947981394023862,-0.133542163887903,0.866451164725812,113,0.327656374284618,0.264315855303226,0.211243210661403,0.348717948717949,-0.0298473505647722,-0.095134771757924,1.2,2,0.139668732549706,0.139668732549706,0.00111553741561236,0,0.00011428185487692,0.000197201017811705,0.91600767228025,8,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",30,0.225202732010481,0.198653686538256,0.175213150758416,0.234285714285714,0.0642028270932951,0.0585226176511606,0.540737667188927,1,0.324607329842932,0.324607329842932,NA,0,0,0,1,131,0.251705307837919,0.200043309927702,0.176505524473163,0.238909090909091,0.041037188747928,0.0566660542589233,0.828305235954328,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",14,0.104955047671349,0.111314619259795,0.044812328658301,0.0711764705882353,-0.0265010041041709,-0.020957858203427,2.39291709240447,41,0.214342876316722,0.279902074738112,0.133100229769801,0.170588235294118,-0.0252377821477531,0.0137894606645311,0.922746237820675,33,0.17466903548144,0.163426815898089,0.0833371855953386,0.122222222222222,-0.00664781078919726,-0.00999267865658742,0.766022057015379,0,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",15,0.141662204369813,0.110256766724447,0.0802805276169805,0.123076923076923,-0.0307279896585387,-0.0248698196839162,1.07850832493131,12,0.203535454865845,0.207940377370669,0.0825011097037915,0.111111111111111,-0.0872349733182617,-0.0929232379335342,NA,9,0.207400464792267,0.199051683743368,0.106515549236302,0.25,-0.061199942307268,-0.0719896503432274,0.924060623179604,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",30,0.121537250344687,0.105096012666979,0.104564291254965,0.204490163495042,0.0854756203877208,0.0594017519680784,0.141005622922487,40,0.338479419282206,0.342514416503181,0.233616462634677,0.497142857142857,-0.103196276496472,-0.0604495655264463,2.66666666666667,11,0.22542043662794,0.240139034933988,0.114167478460159,0.213095238095238,0.0409348123268855,0.0265437935653535,0.0970728343323961,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",5,0.336572936049024,0.240738159214748,0.328903693507204,0.653963640076198,-0.194384405318869,-0.164125942715393,2.08332339555219,14,0.324376285248156,0.278346775115589,0.173059615391971,0.265625,-0.052241306422205,-0.0910322972651643,1.37745334658214,9,0.209538635082668,0.173387544755165,0.133394869399099,0.245353846153846,0.0525832168655786,0.0488257439567308,1.30018465845059,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",31,0.120924143370145,0.134713030363612,0.0806114169898862,0.144761904761904,-0.0185457747869713,-0.0240155879641945,0.597478692611958,63,0.110928798905185,0.0664505600390979,0.119256640398034,0.0994,0.0184702894104367,-0.00504388972764013,0.277227704731011,24,0.0694681812848297,0.0464879307512304,0.056318846431851,0.07,-0.00714054187185673,-0.0195606033037997,1.50413582237322,6,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",6,0.266886381701791,0.269480275264581,0.169779408791486,0.203225806451613,0.015995115792542,-0.00803011475724578,0.754506669988646,2,0.162984496124031,0.162984496124031,0.0655033025982887,0.0926356589147287,-0.0317867457060344,-0.0317867457060344,3.1875,1,0.25,0.25,NA,0,0,0,1,0,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",5,0.181165759888205,0.18986604728691,0.104602252824079,0.189401058797732,-0.0194093203735307,-0.0263538537245651,6.22876095956179,10,0.290221426492027,0.277912138660498,0.11635716829902,0.232277025482802,-0.0941809698801749,-0.0864423790983134,0.388901564218266,3,0.260283685627479,0.250730565327144,0.0596599197784471,0.0351920692300417,-0.0169234290843703,-0.0297244124025423,2.77530676509716,2,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",3,0.103636592724607,0.0715988450412324,0.0627503061153632,0.112625009399203,-0.00641700020821975,-0.00799310725117177,1.7,7,0.427456332087346,0.225727833452913,0.488162883624469,0.942652329749104,-0.164821228035547,-0.109154052693714,1.00065755225812,2,0.0788310880118965,0.0788310880118965,0.153059155344338,0.216458333333333,-0.0289781442430119,-0.0340148809523809,1.58371178641096,0,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",3,0.163415227571814,0.155667901184144,0.0376901278992005,0.0166666666666667,0.0282154888461824,0.00917282510047971,0.327602170949772,1,0.124667515895907,0.124667515895907,NA,0,0,0,1,3,0.0605150671530983,0.057575949705976,0.0470758768598405,0.0462492857142857,0.00462007776130317,0.0421639254385965,1.16837509615891,1,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",29,0.131788354374514,0.111111111111111,0.0940101039866967,0.095555555555556,0.000360304262754596,0.00493420273879491,1.01730490595461,26,0.157447124467125,0.16226916130611,0.0711398646190955,0.066666666666667,0.00164223152146338,-0.00737353307980529,1.59864493152252,12,0.149833397388069,0.111406318980462,0.10643207135342,0.169074074074074,-0.0891217404179034,-0.0844083634109306,1.5161459102476,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",4,0.0798696310415648,0.0593434419518982,0.0410732875896029,0.0746407171043016,-0.00444711695176646,-0.0103944106571766,0.961336026056229,3,0.158145030266009,0.17333409928152,0.0802242062025724,0.159040816326531,0.00654794058350211,0.00932440476190476,4.85840047406382,4,0.158554445860893,0.167966557608698,0.0530672619346984,0.0522222222222222,0.0384853099499922,0.0401481481481481,0.199575970227804,2,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",10,0.116692560507125,0.104557583077984,0.0769688080721556,0.0605263157894737,0.0207524417756658,0.0196649304817445,0.963765614664713,1,0.118918918918919,0.118918918918919,NA,0,0,0,1,46,0.234368703241342,0.186966458175856,0.159465923176227,0.164166666666667,-0.00875857119196601,-0.0390065994000329,1.28571428571429,3,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",NA,NA,NA,NA,NA,NA,NA,NA,8,0.426471412498471,0.411636419248064,0.232310813689772,0.47,0.0165624946860091,0.016801465441853,0.777777777777778,1,0.30625,0.30625,NA,0,0,0,1,0,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",1,0.132923352871465,0.132923352871465,NA,0,0,0,1,9,0.26313152421509,0.27257253767566,0.214395334656177,0.478845265588915,-0.145512358027224,-0.0906919288541289,0.964671233170007,9,0.127171850360854,0.161453679433847,0.0903879926804873,0.182450702240895,0.0112664066406811,0.0147844865953159,0.397916345371442,0,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",15,0.0525762405077634,0.0492287158761699,0.0318516287237841,0.0484694563820873,0.0103230387593928,0.00574675093402804,0.544320607154252,7,0.0482826499826685,0.034038817237849,0.0437767060214216,0.0595617775383871,0.0218235070878564,0.0210927087579574,0.137449445020569,3,0.177675217660397,0.174018573256864,0.127875046629613,0.261428571428571,0.0800152969021777,0.0792418449448125,0.238884106848678,1,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",20,0.191770495507977,0.0937618363374953,0.21591944811706,0.18,-0.0683073272119712,-0.0608175692988614,5.06836803128587,44,0.16357526103989,0.143472748166716,0.151505366266627,0.185,0.0154718646811277,0.0307035728271025,1.40173298017647,10,0.185304818123031,0.203390625,0.138636565227497,0.211702127659574,0.0196959925171147,0.0118247717401257,0.418931070263444,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
