"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Guatemala","Guatemala2010",2,47593.4833775323,47593.4833775323,34990.326932305,49483.7948995343,14091.9374287853,14669.9745941097,2.54734278198018,6,16223.2431628496,9510.15377538464,17660.4964350226,15366.7604107121,3888.43570010268,3612.20098766777,1.16666666666667,5,91043.9354515717,85924.1476530932,66058.9991903793,64054.0126412924,73214.3307885591,71328.2663244711,0.976134606630934,4,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",5,18073.4348638954,10350.2440091414,18683.3283186726,36547.9002753199,-766.973439544855,-994.160860190198,0.725608981899484,2,11907.8491249054,11907.8491249054,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",1,80729.3421037579,80729.3421037579,NA,0,0,0,1,4,189443.855392479,196312.023551509,124685.533139122,115467.952533881,-38639.0126596558,-50997.215545869,0.766166301110208,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",187,11109.3991576441,7491.14992419844,10732.4253695688,9386.08202442974,-690.792889919951,-407.44309980932,0.75,266,16085.5040730744,11991.0298990513,12896.4301766857,12257.4972301413,-141.184766033772,-1327.40544078918,0.780469856293239,48,22120.0773996786,6969.97389492712,27156.6395338981,36417.4267114453,5605.69274228937,8983.82936904617,NA,46,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",36,3363.74476674218,2386.07943381846,3347.78938298496,4578.57388024477,954.308900261301,256.137867358737,1.74833075175064,115,1501.63786524279,1001.33824991968,1247.54848103433,1584.72567791919,102.285787118309,175.577952645639,0.967472680109032,16,56131.6442932226,45282.5582605166,44772.8777414776,82333.1520782552,1891.26611509922,9932.61682262743,2.30769230769231,33,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",26,11437.61688235,9953.20887272229,6280.40202344464,4029.84814120863,41.8488599808378,-328.949192434702,1.06802177810957,89,24673.7407887888,18762.9096211055,18833.3103898277,14841.0597845097,-2586.63085100757,-4450.60785721078,0.644790700878462,1,16886.9826869695,16886.9826869695,NA,0,0,0,1,22,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",2,21582.4414768162,21582.4414768162,13359.5490672597,18893.2554781074,-1453.3273444698,-1453.3273444698,0.866666666666667,4,21679.1383870624,21099.9545465088,4318.60527573859,9043.5150449672,-98.1872623086587,38.1402358504417,0.992482163617521,2,334612.0695752,334612.0695752,3922.19783072107,5546.82536651607,308.156964806449,308.156964806449,1.125,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",3,62322.2983394002,61555.3033697776,5896.3434459649,9130.65300017667,-1233.0662615196,-1375.3962319461,0.325899173430635,8,69123.884194678,36729.927253175,75481.4664354147,133551.017882584,-3112.79630434191,-1489.81362395416,1.28874076851685,4,214184.190905042,206550.421828117,113781.596854958,168528.442452492,44657.5939619426,61362.8266268796,1.87915626856803,5,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",7,37211.8513686261,15916.76294375,48285.5957993701,35230.3795707028,-4124.93060816743,-4800.85972237229,0.718761138210664,8,18466.6260763552,14159.5337768698,12573.8937683106,10802.4124850349,2604.09371528664,2793.50577656597,1.32295453551158,9,26720.180238452,22212.5009262847,17662.1709608841,3135.70029079486,5553.01952553317,6768.44682824533,0.227166424435861,6,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",3,26909.4891830903,26828.9287857645,1383.49386159372,1961.89424683852,-243.701302012795,-353.782940470703,0.441841703499224,1,8748.59508590213,8748.59508590213,NA,0,0,0,1,3,219523.267387362,113866.443693641,233213.467631537,393686.778865596,-64827.9933234892,-50262.8734757543,0.595474701499643,5,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",4,79340.9129713406,90497.2140538771,46770.294039452,1446.80583603706,8369.90197745035,7220.25007698493,2.40441409444845,3,39784.2904319088,38082.4271430138,28085.2177038535,36329.2945428905,2096.74626663437,2626.98602514728,1.42857142857143,2,24668.0395044318,24668.0395044318,19662.9483046183,27807.6081686322,2780.76081686322,2780.76081686322,1.25,1,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",6,12671.8334994226,12731.0860330498,6694.53666200494,6432.63460712759,241.618720715559,150.343740221067,0.899452462203367,2,59096.0004862976,59096.0004862976,51737.4759168133,73167.8401245088,11764.254812991,18291.9600311272,2.45785403783316,3,14132.1866808605,11818.5573545778,7333.35446070121,12136.553941044,-1713.65398316355,-1507.11966548744,0.942156616451859,4,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",4,16179.3706553887,3721.24566487604,23385.0378789327,19564.4300450315,6756.28894835848,9436.31359216912,NA,7,4711.36208138984,4719.82284938453,1818.1574416991,1344.44410187626,323.676946578873,309.340366480231,0.980476251643914,NA,NA,NA,NA,NA,NA,NA,NA,1,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",4,37940.7522701023,41501.4087901317,23341.0779002003,42748.5721595889,3643.34058069578,4514.89373189307,0.946326403588108,1,54061.4261502997,54061.4261502997,NA,0,0,0,1,3,41229.835495607,49581.9620039423,23107.0380924367,45296.9222138117,5009.33961103772,5952.21762664916,1.97401103533536,4,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",1,10017.1786870759,10017.1786870759,NA,0,0,0,1,2,1834.89721367235,1834.89721367235,178.675693138454,0,8.47730280341939,18.048970607344,1.03957507445742,1,173643.543852612,173643.543852612,NA,0,0,0,1,5,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",7,18538.832402556,11185.3146188685,19369.9753446579,28190.5565335623,520.398425733967,1545.02873445813,0.964451453937624,11,4339.18996023289,3188.43919532814,5964.90877773313,0,97.8352257452164,294.122998820532,0.995841588211258,4,69436.5164691712,71531.9288402082,4273.10492966526,7400.02109006011,-3743.83678922296,-5954.73510638513,0.103990676891586,6,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",NA,NA,NA,NA,NA,NA,NA,NA,4,8013.38470771995,4920.07956125601,24184.7370212887,1649.11085305273,3347.21220632957,22398.9745405685,0.766518045971962,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",8,23600.3414892818,25436.8245872207,14458.5682704277,21269.7599949073,1535.9341545289,4853.67377296614,0.977806560888734,7,15734.5749444789,9875.43064103889,13649.1486495736,16826.4197219986,588.878865738189,-745.793506044523,0.836804271538234,1,31868.2191704519,31868.2191704519,NA,0,0,0,1,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",3,120818.033739754,110194.290898613,101942.16001019,183108.010513144,-49098.6033614811,-44503.1604946279,0.425081789339166,1,85706.6706989214,85706.6706989214,NA,0,0,0,1,1,29385.1442396302,29385.1442396302,NA,0,0,0,1,3,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Namibia","Namibia2014",NA,NA,NA,NA,NA,NA,NA,NA,7,5583.34164368687,3743.7679075412,7580.68146582353,2483.5976709727,-1117.53109171302,-1349.4214012285,0.706542540634815,1,85617.8677271025,85617.8677271025,NA,0,0,0,1,12,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",2,4296.64759553679,4296.64759553679,552.397936576898,781.208653733961,0,0,1,3,13157.1032388335,6200.06868042826,12528.7823875352,18079.4002721288,4460.95578393834,3279.9075971038,1.8,2,43471.7459202442,43471.7459202442,55431.2835463043,78391.6729709321,-12471.4025181028,-12471.4025181028,0.758620689655172,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",4,13967.2482326246,11189.8846533263,6813.42896364731,12178.5033273456,-755.115383278761,-941.925394414428,0.442026819574115,4,5631.3494968159,5401.85843410961,3206.27724124798,4506.8339130591,796.102069811039,1271.86364845161,1.37552521052953,NA,NA,NA,NA,NA,NA,NA,NA,7,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",40,1291.27097405468,526.358005181029,1516.98198854648,1968.80784915227,-109.025427442122,-53.1939976392489,0.9042810170469,80,1717.9506560678,1071.98434491209,1643.29930539581,1240.72262142603,199.558278944608,-35.5251510585342,0.875,8,18278.6841639643,7331.02042894119,22316.7794946151,47357.886170783,9204.36769544308,6485.06389263413,1.32280981719515,54,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",11,5081.31830254565,763.437920455092,8387.080902,9925.94080509486,-1027.97092759046,-1916.52163993585,0.701936241446955,28,5538.29510421254,5379.21558975625,5273.96965849219,6680.92169573691,825.894441670641,520.798981521712,0.919314944899909,1,458.120344850531,458.120344850531,NA,0,0,0,1,101,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",1,9259259.25925926,9259259.25925926,NA,0,0,0,1,3,8729.61332503888,10000,9577.03435502756,14349.6,0,0,1,1,156462.585034014,156462.585034014,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",5,12591.9589224838,12469.0628454904,2985.97525909166,503.484955030402,325.888240304083,90.4817354747251,1.48233759507465,3,48556.0324525075,49516.4366315926,31654.4958424757,36250.9167621889,5363.95966271046,7818.82518400153,0.803954615474486,1,11358.6205854859,11358.6205854859,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",4,18861.4115430206,16983.7425536117,13887.1358396366,0,3039.12822392417,4490.26037397481,1.12957834383646,5,222093.272386128,26598.6421252019,293077.70442955,451600.941942161,45953.3024170688,3176.76955555923,1.38142545414932,7,76431.5194238185,62822.070619935,64962.6202977252,45126.036807946,38493.6913209181,38493.6913209181,3.00925925925926,4,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",49,64353.3873126912,55079.4611640807,54786.9077070665,106697.425837832,19120.2201160246,6778.49648471174,1.23993839043516,23,16560.5169655388,6711.9061133649,20145.3690121149,19753.3528788298,-1777.22298328172,-1590.64387204067,1.08109429424019,15,12373.7221000054,13676.4837441042,8353.70977748938,8099.92218224822,-2297.9468222481,-2628.5258378433,0.482869970401211,22,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",2,70665.7766026177,70665.7766026177,57237.7542388764,80946.4083243971,9654.74657236966,9734.06176052876,1.32626395092195,2,112487.625819322,112487.625819322,33366.6899573214,47187.6254691421,-1035.5477808952,-1241.779617609,0.969308568945202,1,61253.1676762902,61253.1676762902,NA,0,0,0,1,1,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",1,71853.8168026935,71853.8168026935,NA,0,0,0,1,2,21142.4967145399,21142.4967145399,6130.60689283363,8669.9874134233,1808.5593342897,1806.24737779652,1.71207791469854,1,33477.2172890258,33477.2172890258,NA,0,0,0,1,5,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",24,41841.5706526418,37916.7372789562,32484.5409321168,27651.0654338647,1659.00144698677,4262.05095887171,0.741439967782793,27,50990.2756287096,47997.3218558781,48328.7546688799,54759.9531141241,-729.830826661387,-19.8678020037126,1.25,26,36546.3061912762,27373.3101171406,33888.0075236482,18144.882153987,-4172.70958024172,-6258.2549463503,1.3831564454126,28,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",1,335307.685863823,335307.685863823,NA,0,0,0,1,5,123892.380306915,140517.3423689,98682.2658719029,174607.066386058,3448.45939593885,-3231.75773791364,1.38284523731662,1,36042.9060671197,36042.9060671197,NA,0,0,0,1,5,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovenia","Slovenia2013",1,272348.125087265,272348.125087265,NA,0,0,0,1,3,210732.344976208,214605.012395261,121903.395365151,235728.1058685,14573.2554213689,13917.6950738345,1.12074972029623,2,197553.02275476,197553.022754761,166725.696989228,235785.741878273,-63763.5972775371,-69073.7966295382,0.673736451004589,2,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",1,3912.79794411998,3912.79794411998,NA,0,0,0,1,7,26644.0859060743,13205.6930614049,35411.4376254912,35103.387270105,-1905.75203220175,-1905.75203220175,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",5,1739.27625576924,1467.67044953697,1045.34588925561,1664.26480631093,125.803328742667,95.5544039561907,1.15434285841069,12,4260.01969135277,4249.71412916223,2690.60150215329,3203.70975214854,122.246341802212,58.3527095163477,0.384368991614445,1,6025.78636767751,6025.78636767751,Inf,0,0,0,1,13,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",3,119002.276508187,99290.780141844,107079.3412173,211419.75308642,17013.0491623114,17013.0491623114,1.875,3,30967.0781893004,13888.8888888889,30926.3776939806,54320.987654321,-371.264984791554,-371.264984791554,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Suriname","Suriname2010",4,36702.8994078174,36755.1392141556,7310.3386336684,11071.8819735213,274.790719139296,274.790719139296,1.36,5,32172.9950466691,31876.1384335155,1552.49571110517,1892.46090885435,143.827328323549,143.827328323549,1,1,122040.072859745,122040.072859745,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",3,729089.268540454,734353.907926236,192950.35539719,224329.07290389,21641.2005793514,14614.1797746108,0.990090305727366,3,232734.606908429,242612.841309782,40928.8286022157,79766.3226776717,-6874.74592018661,-6369.13405239742,0.894307147645639,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",3,1459.53353813248,1442.29009346792,240.175439267168,309.65833294616,-11.9386401683551,2.47825254340531,1.78182238693964,7,8303.46209720837,10497.5615131168,4644.30809621984,7106.04163964831,-2049.26629834327,-2012.06466718594,NA,1,7902.5643070743,7902.5643070743,NA,0,0,0,1,4,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",4,4356.78739864176,4395.33938526035,6749.1832399228,8008.45363846059,1271.95106050014,493.685859547959,1.1588895083101,4,1632.86699405502,1649.11795995803,278.79494425308,381.35493516479,-68.361942838664,-54.8197719299385,0.645453442127274,2,48012.0133250329,48012.0133250329,66553.5300000393,94120.9047498603,23017.1628872502,22019.1107442334,1.55847507010073,5,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",1,48118.9307492398,48118.9307492398,NA,0,0,0,1,2,173986.970916347,173986.970916347,171422.3101235,242427.75586998,64497.2645870612,60606.938967495,1.65276301161769,3,21516.8065053376,22190.1836036595,4173.21435533883,8264.53641003482,1738.33118544238,1738.33118544238,1,0,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",4,129764.995674414,28786.3685267383,198936.31173257,292201.161771247,15006.8219602222,6261.65562778599,1.08616926876982,NA,NA,NA,NA,NA,NA,NA,NA,5,46967.5478672605,30080.1859596318,29771.1871421567,31175.5027394828,10613.0944480224,10480.3931361009,0.981344496145946,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",43,60652.7184528738,69201.0095427387,38789.8447789941,43340.5936938288,-4526.00306610821,-2096.7107231137,0.716738611912277,20,52133.5510679963,43221.6302763172,31475.1775907227,36117.161411524,-2025.75746310757,-1513.55444086766,1,31,59213.9750130996,54301.6523548923,52878.0793021273,68822.1760678151,-1837.54942731029,4883.01947410484,0.347913314389831,51,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",4,6058.75209230932,3363.63424127987,7680.09758856784,14862.4840385728,2230.32193777756,1937.43773412149,1.45206939308977,3,24835.5131882113,22348.9345367016,9560.47586560281,15185.1688772136,-1456.91743232801,-1318.15702059146,0.976102285453015,2,4611.99144379951,4611.99144379951,661.369964026053,935.31837287185,61.364841653247,61.7663076424806,1.1580074857647,5,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",52,30306.380880993,19859.4932586899,30132.4329713073,51629.7536896117,-5285.47625558871,-950.668995071854,0.941503494659476,50,8273.96182760869,4735.07906621212,8952.75700569608,10586.2688237524,1930.60074917142,6.76233160860328,0.833333333333333,1,6560.01576291537,6560.01576291537,NA,0,0,0,1,50,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",3,54872.7304096409,53172.6730862823,10063.303165852,21944.2777816403,-1260.50120274833,-1733.19955527835,0.520590507138464,NA,NA,NA,NA,NA,NA,NA,NA,3,296826.601460989,323467.094608218,179862.897026487,98720.8272831631,10163.0310388995,13593.9175546751,1.0958904109589,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",7,15008.793979182,11842.2001451293,10693.6839079151,19895.2349250102,2321.39703470136,4411.37324883746,0.621209668859715,4,1539.47152788311,1533.4777804152,1038.23127162597,1407.304937458,22.9190349623466,-327.895357391604,1.02801631632671,1,22360.9590774217,22360.9590774217,NA,0,0,0,1,3,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
