"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",9,0.675764324077349,0.554875360467836,0.254920167224017,0.369841246463189,0.0844284819403763,0.0430602528934459,0.328682665202489,1,0.256959314775161,0.256959314775161,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,0.158823286788992,0.154052139957616,0.0900013420112723,0.107341481143398,-0.144516173331089,-0.117037783231347,3.67493260061884,2,0.641729973603836,0.641729973603836,0.00514076104247222,0.00181753349679592,-0.000650183192005049,-0.000771074816822488,1.13586332844536,9,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",5,1.08442257847822,0.966597297226101,0.397170885362942,0.794263388603011,0.179503178327108,0.202903218394882,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",7,0.579787139327003,0.59349526156529,0.212646182384794,0.229617166813769,-0.0985484136047561,-0.036260448410559,1.04688155442036,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",9,0.3253217868754,0.372549141725838,0.148161159365607,0.104046581034029,-0.145720249510303,-0.139653988854158,1.30111668351548,2,0.708871181759144,0.708871181759144,0.715068551101655,1.01125964299444,0.336798646653825,0.449891101017211,0.655756788095262,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,1.69947165153016,1.2146651224708,1.01293935638848,1.99072339874931,0.263675749285351,-0.139720154006972,0.194664006409415,3,0.120839543172467,0.120789677808964,0.0700947889984201,0.0947555088479,0.0206469599883145,0.0486968272848566,0.723145950918069,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",104,0.581989165755891,0.567325666008844,0.567149297319911,0.546832546832547,0.0669718316730611,-0.225576960906392,0.549742234588344,1,0.335570469798658,0.335570469798658,NA,0,0,0,1,26,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",9,1.418226380384,1.06657945438807,1.61359514427316,3.36604517200123,0.0591479964895646,0.0100249423720421,0.907267716739097,2,0.957399021177768,0.957399021177768,0.60584566100829,0.856795150502816,-0.281740342650462,-0.273787924032855,2.68651960418926,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",8,0.655438866311905,0.998530366646847,1.55560595903103,1.83320175916536,0.208868402060935,0.217594123442653,3.61310615989515,2,1.02079493286293,1.02079493286293,1.07574321366797,1.52133064240006,-0.0992172158086994,-0.0992172158086994,1.15,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",5,2.14415456756369,1.97902053798965,3.49806479000485,5.07979936160511,-3.1614184875856,-2.93430662232743,0.0699873264413172,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",13,0.617098279673377,0.3624421485831,0.675303342443978,1.29339723109691,-0.13001741684768,0.159637383096801,0.617036888502533,2,0.39989010327367,0.39989010327367,0.526991487562128,0.745278508965533,0.269360907860783,0.248426169655178,0.54155366407664,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.641535250072074,0.553675272715301,1.19084060357119,1.20241551128041,0.0137417296308354,-0.012681255014473,9.30724001086441,1,1.5180265654649,1.5180265654649,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.338218714768884,0.338218714768884,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",389,1.70105359008694,1.56515807808262,0.946392319579106,1.15487150271098,0.494324775912319,0.317167121614083,0.502515687385854,2,2.32531294890211,2.32531294890211,1.53269348990004,2.16755592037759,-0.673699813090333,-0.673699813090333,2.64285714285714,15,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",66,0.631994696759534,0.560161014897124,0.403382548098321,0.530030333670374,0.188820851414954,0.150244381028424,0.650499956621324,8,1.26873799976157,0.361213989124933,1.92834940227225,3.83642338431579,-1.22500161499859,-1.41965370270429,1.0094111560609,16,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",33,0.292004156496408,0.192502100074066,0.312089635781929,0.274596361034228,0.0587234854964544,0.0474327374782243,2.76232710863265,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,0.493395373313917,0.854787619437217,1.00652745013632,1.30205074730622,0.245774618556005,0.340023132202732,1.81797886992045,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",32,0.744159207389253,0.451399208274208,0.823833541946535,0.960979615902965,-0.410969786034238,-0.250112490634218,1.80935018951289,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",21,0.641198368940459,0.56196442707611,0.962793341842115,0.739693072596129,0.109602539973947,0.087886364992631,0.52118450562374,3,0.609598525309799,0.725676574854491,0.501005452430666,0.977874481055201,-0.436739691207848,-0.41889980514504,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,0.833333333333333,0.833333333333333,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",12,2.99689165077172,0.531253429260352,4.00700890376935,7.60861667595139,-0.607633472126081,0.33628061444431,0.998074358045791,1,-1.64255432815758,-1.64255432815758,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",118,0.981883627082269,0.735268509252424,0.919992664274403,1.08948895557112,0.0406025188541311,0.014748536598924,0.796204760973354,13,0.918683348742597,0.672204944017557,0.915175193678718,0.778745485009285,-0.544534117037547,-0.534911538491794,2.29725790108371,11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",7,1.4423767924096,1.01754543908551,1.58940147716983,2.40553952981111,0.309377483587422,0.285493735685989,0.792470008370524,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",10,2.37549219669655,1.45207558636279,1.70986487707651,2.59792626728111,-0.79959840349897,-0.716621507472403,0.848929237299831,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,2.50606123294579,1.77025751218208,2.44162759666161,5.46060975408891,-0.639531330974599,-0.450654020320317,1.23790569282336,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",11,0.411071181782288,0.545024356757499,0.482852207659612,0.422077922077922,-0.156284936934959,0.0676161073574309,1.07799933011459,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",21,0.623765620401866,0.131498206432152,1.18698386802298,1.16892491734877,-0.394500855904435,-0.424450633187031,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",10,0.447962905462995,0.410673320207611,0.17423104001585,0.303878436161507,-0.0354799077120624,-0.0390506615221352,0.995943502740439,1,2.77227722772277,2.77227722772277,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",73,1.24618624638111,0.823660038944587,1.0823380617414,1.38712515691798,-0.346087802076711,-0.305502468268533,1.83333333333333,7,1.07075967550235,1.0378736409409,0.76431220036912,1.00866267353336,-0.38542277895693,-0.425472895367303,2.06945436277548,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",81,1.59247079560418,1.07978624056075,1.59952757858841,1.88736464485252,-0.261691435762814,-0.305023109662458,0.933337458769008,1,0.00213675213675214,0.00213675213675214,NA,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",40,1.01159460816103,0.546462185848065,1.09323891906857,0.907709062261047,0.168898935317667,0.417185600756688,2.58456888038915,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",4,0.118030294984957,0.136604553523242,0.0647638374552133,0.0968653058497869,0.0241186993469019,0.0233486893076686,0.434905777768949,2,5.92854209445585,5.92854209445585,7.45496726349941,10.5429158110883,1.41296809839328,1.41296809839328,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",3,0.343856152289179,0.339664327698352,0.178889242631437,0.216975524683946,0.0502094812450453,0.372163821414316,0.874081379015355,1,1.43884892086331,1.43884892086331,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",1,1.53217568947906,1.53217568947906,NA,0,0,0,NA,1,0.462466487935657,0.462466487935657,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,1.34171222581359,1.29581856312734,0.778744485363049,0.538308567474535,-0.0940525412823395,-0.108201234742304,1.83833106226429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Trinidadandtobago","Trinidadandtobago2010",5,0.713902211737207,0.700977846779079,0.0443377793770233,0.0476379494353797,0.016154147551675,-0.000410086232849679,0.333514204661102,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",7,1.70641144686437,1.42506537274771,1.24263821695726,0.794974015887732,-0.353482184643367,-0.480873943276612,0.863361704586409,1,0.151405810031593,0.151405810031593,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",28,1.21526672323606,1.45266175126435,0.918970628425378,0.765669431185889,-0.344678783308079,-0.301145647816858,0.309725413829862,1,1.3265306122449,1.3265306122449,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",24,1.71578372333868,1.87789647817718,0.93702524707169,1.89481093079505,-0.443886549872573,0.00144092240610021,0.671449852323203,1,0.962617278329729,0.962617278329729,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",4,1.57785167546362,1.32660053918812,1.52725080636627,0.996066133000876,0.0547787077129434,-0.304561065731917,16.6176576364034,1,1.44317221509302,1.44317221509302,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",15,0.979795465301851,0.952190034980414,1.04217795852122,1.45162303731187,0.135869427687415,0.390873930126405,0.538550552776665,3,2.32039588298404,2.34302272871224,1.04323589097792,1.32174817898023,0.260889576652189,0.0922684999971517,0.6625,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",6,1.66921680664794,1.41716606345933,0.527756702986109,0.7623528552473,-0.0916097111884657,-0.394793615155106,0.908571616083063,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",11,0.287574145060342,0.220167726608971,0.187814117708656,0.321703526270854,0.138220935616572,0.13617036533053,0.432957203391263,4,0.397907632696904,0.217726716760693,0.313023538779757,0.566055990043695,-0.0625141795484098,-0.0497976562108966,1.16037735640306,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
