"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Croatia","Croatia2013",5,31731.1262510262,25792.5453580308,22701.5472996781,3527.6441490151,5054.91639176303,3084.36262042158,1.16666666666667,1,48465.3509737759,48465.3509737759,NA,0,0,0,1,4,41977.6833269382,51674.0701370379,23581.1587187005,41494.2338627145,-535.03957066196,-396.873645918245,0.957556975180699,4,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",3,93604.8384071782,98527.5925283798,48367.6482895395,86233.6234093739,-8959.93224179824,-6900.8114617425,0.864715949999428,1,36186.2551142948,36186.2551142948,NA,0,0,0,1,6,31430.9125876091,27601.8180713089,13854.9188485914,28047.64805183,-3302.72963082943,-1252.91435050894,0.928253698761504,10,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",9,4324.32672376472,3371.10808154503,2884.07335548701,4100.19694744715,-569.430232177947,-335.26161523009,0.980326899007872,12,24569.0469888429,4166.60628538683,44613.1051471762,59699.5120839757,1910.52839602204,14973.7349237487,1.01453104324165,12,6244.77515787365,2729.92189998105,9421.73202112168,4872.62853395087,732.835534609646,2396.30165647814,1.01413768449065,18,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",3,12940.9144962839,3673.48501642273,19147.447502985,34694.6915141009,97.2960694129335,519.775994692655,0.904214559386973,NA,NA,NA,NA,NA,NA,NA,NA,2,2017.37467739806,2017.37467739806,1196.99942485446,1692.81282078197,-49.7886123759402,-49.7886123759402,0.944444444444444,4,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",143,7121.26533549616,6001.78374129415,5039.51434897892,4551.26201501768,261.664055644734,314.113165169847,1.10278105760703,111,9628.509197857,7145.83611079317,8660.60837072595,9044.19729200789,-503.640198653464,255.700944103965,0.666666666666667,239,7666.77171529101,5873.31347073013,6477.36762557607,6526.45110672251,436.826945996204,476.658399070742,1.08564347822182,227,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,353.315888847557,353.315888847557,NA,0,0,0,1,4,8778.53673838326,8014.48645208024,10644.9242076875,16897.5320667014,36.9254814453049,-476.343011597856,1,1,4572.32326743897,4572.32326743897,NA,0,0,0,1,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,6737.90609210083,6737.90609210083,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,16169.2859227733,16169.2859227733,NA,0,0,0,1,4,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",1,48026.8095651436,48026.8095651436,NA,0,0,0,1,2,481669.002857029,481669.002857029,521050.048248586,736876.044908307,-149031.110206174,-149031.110206174,0.712,3,76788.5234153581,77063.6539634296,9231.48536525427,0,329.919170257077,76.2615542652077,1.27638223071833,3,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",3,97218.4288179695,90456.2658530879,73631.8259797955,112636.952830579,-26166.0599019897,-16880.8333942933,1,1,44489.9521741941,44489.9521741941,NA,0,0,0,1,5,18644.6500948267,15268.6016422861,7799.16822333225,11628.393854225,3397.90787846186,1417.17396629409,2.08508544795443,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",1,6009.22774524657,6009.22774524657,NA,0,0,0,1,1,7401.99020957421,7401.99020957421,Inf,0,0,0,1,5,11637.0367185778,8059.30225354477,7574.99321150107,14179.4324360197,-846.616615471629,-852.751016817086,0.774145658523458,16,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",3,11922.0724832993,10823.9672131815,5546.28832680693,9917.15742951905,1129.66180659792,1101.90638105767,1.61222470550536,5,56047.1171333162,39237.2924995557,38985.5158404713,13865.5618270795,7315.8860796789,6146.32260139758,1.2292047034522,9,16635.3176087959,14286.2576810102,13647.2768112477,13147.1030266828,3848.75861974894,2182.49120566762,0.850525316366803,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",3,15793.1218214573,15481.90584333,9649.14976988101,11601.6821656065,1810.33271883149,3008.35313687652,2.10395065760485,1,67022.6530698341,67022.6530698341,NA,0,0,0,1,1,30836.6236183854,30836.6236183854,NA,0,0,0,1,4,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",39,18820.1492912716,15531.3382266752,15817.3421084616,15806.4450483684,-141.173202409114,-368.808429952783,0.737859055810005,12,32889.3916180026,30905.3580390588,28968.5864576813,27090.2209690345,3362.57565832994,6481.34886758892,0.625066193029188,48,28425.3943120585,18250.0516923637,26082.0131775851,25254.912792828,-282.978785547005,-164.473843630642,1.18748345736014,11,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",22,6367.64015421925,3632.80997755058,5879.84387571997,6400.78935459878,-252.757488517928,76.3252031176495,0.879885666070783,NA,NA,NA,NA,NA,NA,NA,NA,1,3122.5844854101,3122.5844854101,NA,0,0,0,1,19,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",4,3470.01092581748,3744.76920579035,1536.60456188314,2755.31052158232,281.140516238305,106.987655729625,1.5461489833224,NA,NA,NA,NA,NA,NA,NA,NA,4,2697.59860642474,2692.73236672643,113.314445669885,120.582478593357,14.7498276005031,121.722698101615,0.986104872485157,2,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",3,6740.87360230825,7148.12066216855,3268.55200936188,2676.78461236937,-263.332641670918,-490.456470609118,0.917890743531545,NA,NA,NA,NA,NA,NA,NA,NA,2,6562557.86342062,6562557.86342062,7083841.17663421,10018064.2656931,2177380.0162844,2831192.07508718,2.70309562199782,16,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,3,28125.0228181034,15518.5037465248,35766.4469976395,63019.8382331687,-17698.0980063986,-15920.7646102937,0.568181818181818,5,4963653.15208723,1121605.48829171,6802366.19856341,12615188.9856696,-2341561.19623541,-1362322.1270144,0.952218507676198,27,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",8,13644.6012429588,10716.3510171052,8072.56300919103,6002.16023162997,-955.664152299754,-488.50842979248,0.627822057225304,6,41164.0104283126,38965.9924295594,23826.5483998221,19337.2563378843,-791.895056795445,-1438.2627043996,2.43732691646104,6,15837.5768939249,7269.32593249972,16266.62865801,11182.6122568702,-1313.56400780431,-679.484901899473,1.641017645329,5,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,2804.5212763593,2804.5212763593,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1425.30429096919,-1425.30429096919,NA,0,0,0,1,5,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",4,42165.5669171957,25374.4715022185,46407.0632814946,89511.2956976187,5194.89659434767,7965.63416092556,2.00801157517704,NA,NA,NA,NA,NA,NA,NA,NA,1,26807.2686771529,26807.2686771529,NA,0,0,0,1,14,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",4,99910.2350542483,39337.7853006753,136620.823323593,280945.42302585,-50856.8918751279,-47962.4256235741,1,4,5243.08715098287,9791.09291583393,14174.0501575429,25378.2849768908,121.919409712939,320.761853143096,0.98767823390647,2,18900.3560689357,18900.3560689357,8148.52970740159,11523.7612256074,2288.92792418858,2203.07199901318,1.48250283396154,9,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",2,8772.23894462505,8772.23894462505,889.435953543911,0,17.5240815136581,69.880688242447,1,13,72134.2887591984,19105.8934559048,95932.8648643111,126266.220289107,41165.6171583557,27329.9943827952,1.2114587060407,8,17612.0656010409,17756.4375432575,2303.21183158678,0,-403.114945044907,-504.797335085753,0.351488350333144,109,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovakia","Slovakia2013",1,83479.3098663035,83479.3098663035,NA,0,0,0,1,1,-2388.64166959952,-2388.64166959952,NA,0,0,0,1,4,59725.372339147,63128.3716644318,46538.6607997409,56180.3891151332,2531.34331884031,177.040794184392,1.14456272883507,9,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",8,76386.9671537496,76495.4092959075,12972.8792534107,19398.0492466668,-1045.5372949608,2442.26806115038,0.974618927045326,1,103950.177154792,103950.177154792,NA,0,0,0,1,3,154883.185849295,104680.800527023,96723.8989574037,173325.067178593,7320.56562044872,7134.87659378525,0.985933734522666,3,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",21,168865.196964818,172634.494003339,55308.8275277858,67860.9013824967,6669.38027849124,12459.3458426248,0.994463328199462,27,198814.730315355,189986.227686597,66666.152830416,82080.2891253781,-9486.09145086713,-4979.71526660484,0.471894890331253,35,150704.954168906,160459.077154917,26549.7384438682,23833.6717778765,-2719.46630083385,1736.86266993643,0.53779742407209,28,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",3,26882.3628658429,24702.4915935942,11035.3817266196,21610.7109226652,0,0,1,1,78211.3913923336,78211.3913923336,NA,0,0,0,1,3,50658.1530775893,50763.6435377519,2119.691477252,0,-155.914706554251,-228.116830295969,0.810256876899017,6,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",10,134220.576753229,66991.1512759635,170441.406214705,66565.6483462679,-33139.4874187715,-27974.9380045925,1.26130342476727,1,39488.0964765996,39488.0964765996,Inf,0,0,0,1,2,7591.6291439844,7591.6291439844,35292.9214369146,0,-3510.02444941187,-11564.9126205512,1,26,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",17,8029.74927368093,6345.12232158994,6652.27712530725,5466.67980242947,195.184984605401,-48.7447900046609,0.719249080056198,9,3671.38170113188,2916.54194372919,3678.57382463066,2736.51499301918,-400.658363542859,-337.930718015725,0.666666666666667,17,10384.1336840701,9090.67701208166,6699.80529031309,8058.29096802567,1146.1110085577,1578.6398561287,1,84,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",1,4628.78501521106,4628.78501521106,NA,0,0,0,1,1,3779.96113157558,3779.96113157558,NA,0,0,0,1,1,5708.83485209364,5708.83485209364,NA,0,0,0,1,7,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",5,6625.06710213882,5840.95658179701,2882.9165672902,3920.71607546417,233.036221110721,782.25223998893,1.07899828840655,2,6110.46174027673,6110.46174027673,42.689132730179,0,-1.32445800215602,-4.68587846631312,1,8,8076.40144782913,7582.20435013762,3853.60333716924,1611.13309692912,527.792939612768,278.976687816259,1.55483642489734,15,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",4,6502424.15566598,4992999.5918849,6674778.95605771,5414375.89265344,199258.044858028,350318.438979843,0.861458440040406,NA,NA,NA,NA,NA,NA,NA,NA,10,15992237.1170238,12087241.7767104,12744211.4682722,21681804.6360304,964667.06520684,521882.416852767,1.68230119346518,4,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
