"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",10,0.447653443760966,0.27742458625369,0.325702516956673,0.313030638612034,0.153272941406714,0.162163570095704,0.314890605951868,1,0.160599571734475,0.160599571734475,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",11,0.15469184628546,0.151049835713289,0.0996741268880601,0.0819886493846134,-0.0987967679388464,-0.0961426259897891,0.666666666666667,4,0.327020908032415,0.288525816279721,0.203716001416668,0.306365023854164,-0.112141413078074,-0.0493590791466141,1.13586332844536,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",5,0.592716751974967,0.597755505364201,0.267623114686896,0.333476272155517,0.215103564785287,0.228074491742053,0.0980392156862746,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",8,0.368909663411263,0.353422713470196,0.204062672456628,0.326010014937351,-0.0642399103667218,-0.0740722945510619,1.07728816019376,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",9,0.331783335423732,0.257352029948167,0.22301000265539,0.452790458969856,-0.0398736069524729,-0.0631456692054984,0.971377382358977,3,0.24279378216993,0.296549713983959,0.191899164478535,0.367078527274234,0.0741590338560033,0.0746710644561108,0.468488196633506,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,0.388431608384144,0.355946404162522,0.12108652752871,0.214772885061343,0.0212766840045543,-0.0449817631169893,0.265185556945437,3,0.101728307296708,0.117354965503496,0.0518335493416356,0.0815495104112327,-0.00349646492368835,0.00725571765500102,1.20252951536374,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",119,0.216540317990696,0.0775778708541898,0.239915654695751,0.338677468819772,0.00568292030248173,-0.0263920534017193,0.840478152052478,1,0.335570469798658,0.335570469798658,NA,0,0,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",9,0.649796870983643,0.746933340295302,0.258123241471223,0.462618877459338,-0.189651754864387,-0.165589934964735,0.840659771823985,2,0.330257976308782,0.330257976308782,0.0196960976266309,0.027854488389406,-0.00915940420365247,-0.00890087034999815,2.68651960418926,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",7,0.224591918289249,0.154374957760442,0.340318466602778,0.235668432459311,0.00388785009305317,0.00690188663837378,1.00589777195282,2,0.191247144765063,0.191247144765063,0.142399931395892,0.201383914261069,0.0131337335387654,0.0131337335387654,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",5,0.300332711967298,0.273090890318714,0.518398119972923,0.687133974306297,-0.4329834481212,-0.411152501282669,0.0706364938376155,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",12,0.202224912419927,0.119414068410685,0.225244533526596,0.309702278552119,-0.012439670483558,0.136011757808159,0.313178222977329,2,0.161828779609808,0.161828779609808,0.208485788550385,0.294843429730004,0.106563241732406,0.0982811432433347,0.54155366407664,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.267393758385258,0.234589291514695,0.220274346303078,0.276354620430792,0.0865726726623452,0.0800782126831429,10.9812256467567,1,1.01201771030993,1.01201771030993,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.338218714768884,0.338218714768884,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",399,0.378719413385022,0.345726516848971,0.295230747015326,0.40249433106576,0.0759830453769667,0.0689558260368668,1.16666666666667,2,0.581520623845681,0.581520623845681,0.463254340024226,0.655140570490458,-0.203624771909197,-0.203624771909197,2.64285714285714,5,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",74,0.470230759253809,0.511734539135931,0.491976029522397,0.52047485222498,-0.0682626761775906,-0.126433754793727,0.394350095114789,7,0.260716169771452,0.266811589117053,0.155539114027398,0.309288451062919,0.164269973020081,0.207279724533517,0.00198766460842294,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,0.306171966413584,0.313001223506909,0.13182449996664,0.205595047308961,0.0325607486521862,0.0423549898209392,0.800831269510454,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,0.182069422958738,0.283454555366444,0.59221695774091,0.344640915847625,0.636839440526449,0.586494430106905,1.81797886992045,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",34,0.204723380977123,0.178201047755513,0.255753495560579,0.358618919265819,0.04545282482832,-0.00772524266663381,0.927688521402469,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",20,0.144667075862282,0.150856317424997,0.14785101004778,0.124495428670002,0.0181138067119481,0.0114528275877272,0.450410352775449,3,0.118086574537078,0.0907715582450832,0.117737388822443,0.238026992533168,-0.0755851131296279,-0.0787165200641565,0.985294471528005,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,0.353260869565217,0.353260869565217,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",11,0.371307507967652,0.33919046048579,0.250190530145075,0.436261107313739,-0.0588489556885302,-0.0630300644483781,0.920196470477446,1,-0.348544643011012,-0.348544643011012,NA,-5.55111512312578e-17,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",122,0.388594998595944,0.340976637112313,0.248371216803359,0.347430347430347,-0.131322500440934,-0.11839592222193,1.6239113164131,14,0.223146556028343,0.17015027939694,0.133322192387805,0.248688734904909,0.0900514134486991,0.0457303250883049,2.5895362115416,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",8,0.231136990167472,0.185508878284563,0.107632731368177,0.13860172325004,-0.0733579286788893,-0.149318480216174,3.80720025290909,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,0.434535742694691,0.445366530083852,0.158498567975824,0.16263440860215,-0.152772426518224,-0.0586887029315585,0.669944603652752,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",6,0.593933293659182,0.747846974657146,0.385886372876926,0.816389139311662,0.0897670426338699,0.0460257678068993,1.12334516954303,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",10,1.03418592763567,1.22042306289674,0.825944376819494,0.883116883116884,-0.504938450470542,-0.0446900743101331,1.07548097719882,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",22,-0.124445965577598,0.0721318812925393,0.710104540264896,0.747484553875531,-0.0953084116054728,-0.0761202399211459,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",12,0.274075929274016,0.179905922862714,0.244957311698146,0.546167154682076,-0.0434645090532426,-0.0685882551302029,2.6077647045489,1,0.121858339680122,0.121858339680122,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",75,0.373329585696709,0.307799309459325,0.230052920408878,0.337893593919653,-0.0576759622278768,-0.0556739862581955,2.17403712268822,7,0.447312394010692,0.456020427103481,0.144077442849407,0.132869797545425,-0.0229236235544616,-0.019359169445388,1.80794093161818,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",80,0.195911153841365,0.110854040103116,0.185561310155707,0.199785804357438,-0.0231448876008461,-0.0356733165608557,1.00287522901449,1,0.0384615384615385,0.0384615384615385,NA,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",43,0.473314752182919,0.522600465553272,0.256837344922097,0.274271844660194,0.0371413944539701,0.112858219188218,2.49295724169716,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",4,0.0350512740585451,0.0278764935429271,0.0280774121696082,0.04887248358225,0.0161508901621688,0.015872662428702,0.434905777768949,2,0.064041067761807,0.064041067761807,0.0226854955836933,0.0320821355236139,-0.00429966764749465,-0.00429966764749465,1.36619718309859,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",2,0.207238590276412,0.207238590276412,0.00499774873744458,0.00706788404582714,0.000172632625670793,0.000185996948574399,0.962236924878775,1,0.863309352517986,0.863309352517986,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",1,0.255362614913177,0.255362614913177,NA,0,0,0,1,1,0.187667560321716,0.187667560321716,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,0.464911445844296,0.373144812646603,0.275233036383843,0.369079196665403,-0.11614910561702,-0.121967554646072,1.83833106226429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Trinidadandtobago","Trinidadandtobago2010",9,0.262361781521608,0.238894370771716,0.135491906633615,0.10964671341455,0.101914212934799,0.0837829016348067,0.461648249907169,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",8,0.45251944035032,0.223508754631952,0.556396972664609,1.1576706297872,0.417458449180383,0.354771822520561,0.164045672234174,1,0.0482761245783962,0.0482761245783962,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",29,0.483456415029697,0.666346735438445,0.38557912748656,0.635796159699573,-0.219988674258546,-0.105128379293953,1.06456689139254,1,0.510204081632653,0.510204081632653,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",15,0.301665261203844,0.311920665008894,0.0582581488825095,0.0507555309387756,0.00216503418242131,0.00975800035221046,0.806610347873741,1,0.370737735572936,0.370737735572936,NA,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",5,0.257151608293182,0.227502524072172,0.189239089996533,0.277627134199304,0.0564204801939432,-0.00643108601369342,0.0735029208763649,1,0.333178672922467,0.333178672922467,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",15,0.284498088616086,0.340320739261828,0.218747782297623,0.331714811967584,0.068919494741577,0.0810136202675799,0.279343772167022,3,0.300781587954274,0.285117878823077,0.242838968985534,0.364724245577524,-0.0879508557504529,-0.0692111155973433,2.03846153846154,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",6,0.398607260854481,0.3771851280319,0.248780759618641,0.498860504557982,0.0600088463761677,-0.165023544114139,0.447662908326236,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",10,0.216756581939936,0.210832656847717,0.144007630641811,0.145746026235525,0.0379231244251425,0.0381633579778078,0.97252338055871,4,0.159237139083927,0.148042927768616,0.167988176871757,0.217860012314519,0.0295989103994032,0.0242711597608737,0.807219030541257,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
