"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",2,37596.4141151512,37596.4141151512,33170.2793122587,46909.8588711,5863.7323588875,5863.7323588875,1.33333333333333,10,24466.9430941508,25781.9599607277,9167.36183710788,15398.5055400102,-3724.17933462477,-1933.27684701713,0.753709080506192,1,5378.3326461332,5378.3326461332,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",2,41720.3280131738,41720.3280131738,16932.7438588584,23946.5160133873,5616.77048980912,7215.67204376902,2.9585870482842,1,13416.9644550687,13416.9644550687,NA,0,0,0,1,4,12785.4019449954,12660.7426832199,10692.6519179338,11039.419171754,12452.2689470486,12977.2261435977,8.27941427206568,5,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",3,34275.8671628369,34004.5895750673,1619.0003992788,3227.2050181495,675.686288746373,681.97221518886,1.22436610009275,3,66350.5580840984,58454.1622520995,56946.7363084019,39876.8578609814,6983.24191051576,18174.3690886985,0.314768218668039,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,3045.90576899828,3045.90576899828,NA,0,0,0,1,1,15506.4293694458,15506.4293694458,NA,0,0,0,1,1,15290.4469603714,15290.4469603714,Inf,0,0,0,1,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",1,43312.5,43312.5,NA,0,0,0,1,6,23202.2419074126,19977.3958143923,6226.39872743606,9157.14884696017,5071.01157711596,4447.36902900464,1.19535963561859,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",40,10409.2803397327,8909.4079353283,8310.90914889332,14051.5616870896,20.0066387057746,-523.103848881152,0.103172463834311,19,23803.6165137074,33246.8391392057,16492.8762805653,20993.2350185409,-8651.19025615646,-6303.51188097367,0.70172853195551,26,7457.24473431363,9232.12312859606,5224.75584900903,6692.93938235342,2007.04715186032,1131.14015962458,1.68818831166921,36,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,6,12356.0767320694,10919.2380816547,10970.0028030765,16722.3076923077,3441.57505596827,3285.74059477957,0.854826484178618,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",6,887.289400543161,1126.30556447645,1051.04783363428,1207.74833211409,-300.949824475293,-317.558827742395,0.73,6,4468.41011561875,1515.78273849619,10681.2553107321,7138.31570625998,-3729.68533253568,-4384.61176925505,0.909915855469394,NA,NA,NA,NA,NA,NA,NA,NA,15,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",3,6142.34388831643,5898.13607383259,9135.70956727042,17398.8244298814,-1462.80606149099,-1351.64055943891,0.757904245709124,1,11172.3876011054,11172.3876011054,NA,0,0,0,1,1,4486.06375364896,4486.06375364896,NA,0,0,0,1,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",1,2796.18780415669,2796.18780415669,NA,0,0,0,1,15,17339.2508160867,10648.2536502678,18650.9539208639,17134.596355502,12527.7889655465,9167.24415529874,0.599787001648031,1,7046.17265994198,7046.17265994198,NA,0,0,0,1,8,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,40914.8200778809,40914.8200778809,NA,0,0,0,1,8,12601.4815126802,4829.28344734176,19722.2556816659,23096.0749177666,7546.66686823109,4313.73232947631,1.05576776080589,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",315,10236.3806196476,6502.28215602069,10928.2972089102,12592.4847320831,544.386174577406,1035.79546900139,1.2,27,11320.6417243231,9153.86705383457,8015.11310603927,9486.23698680499,5002.50698301836,10756.8725421208,0.72769652798031,134,7408.39231989379,5362.10452566132,6005.73164158839,6230.00620088485,-23.7456729990815,-438.388180457327,2.10779908508325,228,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,3147.63193253777,2721.54950183849,1149.25122644306,1636.68389686736,130.088831645091,722.656429180776,0.963592876068525,14,7091.21058550869,6349.54556202043,6211.76679633378,6484.48636452509,207.422471670259,-1108.90500643603,9.79824986179411,56,1455.8644004872,1163.77743375967,1322.24716792859,1515.10166452864,370.613399180562,1085.46381824157,1.16354194351739,62,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",20,22768.8843668318,15502.9909693995,23356.7111807004,29018.6379575736,-3276.21562792566,-4971.31514956324,0.990872024655267,7,16157.0688726853,13568.7436210004,8643.184566678,9381.92509566063,-1142.49119338606,-1331.41785310357,0.960375215004037,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,7,27042.2124087722,16969.5485002078,29092.5633480235,35976.8900735657,-4004.29009400926,2735.12030862305,0.967847956559017,1,32474.6891706283,32474.6891706283,NA,0,0,0,1,4,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",4,25994.0776576119,11213.7688584866,40599.3655638366,57149.2773399423,20418.2603193011,16400.3426803866,0.530585898275885,3,20076.1568878471,22779.6572444002,6646.43447791169,12714.4394948861,342.343610287115,329.201106149147,1.06632282930299,NA,NA,NA,NA,NA,NA,NA,NA,8,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,4,22812.2610239363,22409.0331335331,12277.0683958215,2427.24179450969,-2490.85239732565,-3227.19010362142,0.903072479316224,NA,NA,NA,NA,NA,NA,NA,NA,7,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,1,37764.1587254073,37764.1587254073,NA,0,0,0,1,2,11251.685900638,11251.685900638,9753.85616985704,13794.0356808483,3695.17944058194,3448.50892021208,1.7169068763975,9,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",3,1075.22887914201,441.838800467781,1296.24887776203,2368.72827131236,895.461731926202,859.40773840774,0.904309870141789,2,883.544602583398,883.544602583398,161.015302544986,227.710024608727,-8.25248498768091,-8.30701806512522,0.9235,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,5,6283.97659086199,4189.12957700166,8642.14127144527,19216.2068091581,-2127.94965046985,-1701.15499785453,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,5,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",39,16697.3475250063,15420.8293160933,10486.3330750423,10204.710402106,1516.49784807009,2070.87297617288,0.445623108957802,46,24694.7424560645,20793.6590854245,17187.2283555299,21997.4436450953,2073.53890132566,215.042421680598,1.15256204993271,47,17941.7799618931,11343.6214269152,14606.9667902317,27031.5444399017,-1937.40035326225,-42.1405908813839,1.67633343075675,19,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",3,5801.65299415668,5761.21608849189,2311.80196966494,4283.99787431705,-156.664538343149,-130.135241232011,0.960761062510711,1,8245.55426526366,8245.55426526366,NA,0,0,0,1,1,3555.89527689495,3555.89527689495,NA,0,0,0,1,4,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",NA,NA,NA,NA,NA,NA,NA,NA,4,679679.626876283,491040.528232316,705755.739267877,1030274.94154805,-314188.083526453,-204095.719863482,0.517136782490879,2,-36773.9714751472,-36773.9714751472,80208.8099606089,113432.386868099,-30068.900109154,-28358.0967170248,0.611539090691411,3,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",4,2229.81276275563,2285.72897959861,710.326820142243,622.03906512137,54.1954389132446,51.3153675021315,1.21185580518368,4,7251.31838324647,6941.84072803754,3289.7651839882,6035.41361248466,-931.00977446259,-1452.10771100764,0.565517398692945,11,5053.74710052146,4322.8015932397,2513.79132156121,3079.65922339949,-884.105847749452,128.121907971973,2.40560551528586,13,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,1636.76352516807,1660.72536096586,220.392069153441,431.720571800347,-50.8831798461986,1.23116405677648,1.00788943570298,8,18984.1531015253,12325.4537360587,20940.2157514103,19639.6314514841,-5628.27350492613,-5628.27350492613,1.8,7,3808.72258469229,1692.54635085791,3875.5413226181,6224.16037587221,-249.01413999754,-589.244088496757,1.04789292727144,3,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",2,1315.59511345016,1315.59511345016,2501.97528836617,3538.32738552977,-240.887679726972,-283.733799783048,0.906905872688296,2,340.386029327777,340.386029327777,406.967486488367,575.538938836738,-237.741353049015,-217.39789611082,0.511344432601685,6,7094.89120919259,2506.79047408692,9727.05269830963,20329.1095216981,-3307.00140777341,-1799.73407197876,0.45826727892276,16,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",1,-4418.26531252014,-4418.26531252014,NA,0,0,0,1,1,11933.75219302,11933.75219302,NA,0,0,0,1,7,83386.4480528725,46308.9223737596,94468.742379201,155489.394050762,-64671.1174619409,-18803.3544992122,1.66149088027312,31,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",3,8978.61796773648,8574.8679979044,4540.95997681967,4281.06064620136,-1295.18562313475,-1792.37737872756,0.725484003004008,4,12804.2994100024,14417.0232001438,3808.11171973836,7331.99965763023,1042.73259782154,882.350854117581,1.54687661484254,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",11,17923.5050104372,17514.8846903687,12358.3170350125,13035.9420512869,1252.69037292748,1875.99057305807,3.97071558129176,21,20668.8885784626,14885.1665407983,13493.9500424568,8545.75430167638,8404.35286681904,4785.71406879552,0.779478342365348,1,12870.6078705221,12870.6078705221,NA,0,0,0,1,9,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",18,5639.84633718777,2404.69183424059,6681.3262254143,9076.3091687099,-975.621642656692,-1500.41316503816,1.33333333333333,53,12038.4436546789,8206.20218591637,10010.6234824486,9609.40470892462,-1243.39931748691,-2038.13472348798,0.224497649544485,35,25757.001999763,6716.84671772447,33302.4067137506,73450.1334386745,-14485.2876664421,-2082.31813583795,0.885468956853257,62,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",2,167889.132608615,167889.132608615,196009.13681852,277198.779637794,-79259.2594652985,-76999.6610104984,0.622501075791999,1,3430.17738987225,3430.17738987225,Inf,0,0,0,1,1,63389.2970340181,63389.2970340181,NA,0,0,0,1,14,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",2,-183.285093418187,-183.285093418181,28550.3535917844,40376.297260049,14193.7773227857,15701.8933789079,4.90986606694931,2,25276.3360602304,25276.3360602304,19494.7108977137,27569.6845460892,-4479.27937861827,-4594.9474243482,0.76615464564573,1,-1169.53100380671,-1169.53100380671,NA,0,0,0,1,4,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",22,17084.9342191176,14886.1433293641,8873.95987423122,11321.5491559415,-781.754074652536,-1762.27569354053,2.82871876837977,8,21051.720519295,15669.1507434858,20036.6401327404,16659.241343428,-2998.33743301942,-2863.91108058803,0.881656540087649,16,5990.93137795853,4831.97894970333,4395.84160977161,6510.75387638959,-59.3312872936032,-20.987258713106,0.780538827613826,85,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovenia","Slovenia2013",NA,NA,NA,NA,NA,NA,NA,NA,8,118535.464205494,96687.8174283629,121666.31316969,255568.244826784,-27536.674427362,-16866.8606517994,1.11176811244862,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Slovenia","High income"
"SriLanka","SriLanka2011",2,33834.0821151385,33834.0821151385,22629.1319709306,32002.4253380206,1469.5754289126,1530.55077703577,1.12257492934232,3,6343.39557260603,6242.49966129154,3044.29662185551,3635.5275960187,-221.98623488415,-1310.65586250029,0.972263385341121,5,6788.25194919177,2586.0683768979,11937.1857022186,13069.6795570605,1963.07436510471,6445.44705062955,2.51833018619674,4,"2011","South Asia","Sri Lanka","Lower middle income"
"Sweden","Sweden2014",1,115059.105134576,115059.105134576,NA,0,0,0,1,4,167249.792538326,168287.517544468,13476.2469605536,13221.5239560892,-8770.65680786765,-4258.25700814463,0.190340207233335,1,99944.5226873521,99944.5226873521,Inf,0,0,0,1,6,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",NA,NA,NA,NA,NA,NA,NA,NA,7,6736.19800056911,6298.19571198501,3057.38891455196,5255.54770023976,-1218.1379974137,-1283.03344074985,NA,1,780724.124079426,780724.124079426,NA,0,0,0,1,9,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",1,25009.5786029904,25009.5786029904,NA,0,0,0,1,8,14853.5432773506,13402.3219101865,11414.5785562874,4996.84278376177,978.304654833908,2015.07602795485,1.05437005232463,NA,NA,NA,NA,NA,NA,NA,NA,6,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",2,21406.6711579564,21406.6711579564,24624.1614325846,34823.8230600256,-1068.4489932484,-1339.37781000098,0.958579914739655,3,33663.2409679215,33360.069655884,5602.374383626,6256.36176312342,3198.97382560002,2689.95917047495,4.10499018654346,3,31719.020559796,31940.481194092,23470.4206485822,26185.9739422524,-4440.8686839639,-3653.14577392498,0.650338805137385,31,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",1,3383.26738883691,3383.26738883691,NA,0,0,0,1,1,12654.3513945127,12654.3513945127,NA,0,0,0,1,1,11287.6814439053,11287.6814439053,NA,0,0,0,1,12,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",3,15370.7684274313,13729.907113729,7606.1130059581,13052.3839451022,-1024.94941526036,-1131.67765867498,0.932409376089949,7,40879.4017064135,40137.1221612028,24445.7513185002,29962.6086295075,11582.3374353213,17382.3701267404,0.151798174388918,1,9242.91714146665,9242.91714146665,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",3,10750.5508765084,10355.5178360302,7452.82184586471,14118.651478804,-337.730254636621,-312.824869501968,0.986187298068465,1,2160.09967376516,2160.09967376516,NA,0,0,0,1,2,37151.2332301259,37151.2332301259,43507.131580114,61528.375540548,22342.0193243613,23927.701599102,4.78697832178145,2,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",7,2613.33392905139,2060.97964424164,2326.14983933708,1531.19161317733,-402.626942983976,-471.608963342641,0.561697669840541,8,5201.16829794217,5425.33602259847,1791.36058815944,1329.23094279862,-331.52907229534,419.366235127118,0.224950261115202,5,5581.47947996408,5543.33105594925,4463.2701372399,6232.77783164537,-811.547873100002,-755.122841796048,0.968847685833395,9,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",5,10437.7708175953,8998.35895336597,6225.58057526568,13320.4278245508,3189.69214026748,2755.9039671451,2.18226439091152,4,22161.429250841,14026.5666093873,25900.291023983,26505.2669107104,8703.3472532148,5436.89017020615,1.17643289327288,3,19922.6694069867,11843.3236315559,14904.1329915173,26319.2939958203,-1509.80405128781,-1509.80405128781,0.523809523809524,3,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",2,4373157.2128541,4373157.2128541,361947.521756496,511871.094135367,22274.5493554842,22255.2649624073,1.09414598976694,9,9880750.19070649,9847523.12195114,9590684.27867353,8805023.85210461,2213081.92454029,1900373.55032541,9.69548425596839,3,7114994.81723723,7075734.74622888,4463325.70115791,5492369.17692972,753038.730314641,849153.537763539,1.29552891904476,9,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
