"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","yearOnly","region","countryDes","incomeLevel"
"Kenya","Kenya2013",94,36821.2344786309,17983.6637373692,85177.6129503457,36385.0759961852,11015.5651321929,27072.4447672154,0.327905150250972,94,36821.2344786309,17983.6637373692,85177.6129503457,36385.0759961852,11015.5651321929,27072.4447672154,0.327905150250972,-119,94,36821.2344786309,17983.6637373692,85177.6129503457,36385.0759961852,11015.5651321929,27072.4447672154,0.327905150250972,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",8,56427.672918956,41712.1002034512,71172.5210002665,11437.0001338729,-11799.8233668155,-28954.9098317786,0.524277703552538,8,56427.672918956,41712.1002034512,71172.5210002665,11437.0001338729,-11799.8233668155,-28954.9098317786,0.524277703552538,-10,8,56427.672918956,41712.1002034512,71172.5210002665,11437.0001338729,-11799.8233668155,-28954.9098317786,0.524277703552538,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",12,2820.93944887722,3437.54607355367,1155.0624705317,1432.47656524458,194.342143128532,3.16445966347692,0.572029024560507,12,2820.93944887722,3437.54607355367,1155.0624705317,1432.47656524458,194.342143128532,3.16445966347692,0.572029024560507,-8,12,2820.93944887722,3437.54607355367,1155.0624705317,1432.47656524458,194.342143128532,3.16445966347692,0.572029024560507,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",8,256586.94931549,926.120644966421,934651.699688662,4315.20196560836,-169716.994764953,-276452.158044103,2.35813383673505,8,256586.94931549,926.120644966421,934651.699688662,4315.20196560836,-169716.994764953,-276452.158044103,2.35813383673505,-12,8,256586.94931549,926.120644966421,934651.699688662,4315.20196560836,-169716.994764953,-276452.158044103,2.35813383673505,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",NA,NA,NA,NA,NA,NA,NA,NA,5,20747.3182324554,20403.3405709055,11269.6660433807,14563.5818930247,1803.77771862794,7112.14131612529,0.0527448729687093,10,5,20747.3182324554,20403.3405709055,11269.6660433807,14563.5818930247,1803.77771862794,7112.14131612529,0.0527448729687093,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",57,36375.034577233,28979.3317662024,32037.7301898553,33201.1781399184,-3877.21957653725,-6951.02849674997,0.804048047208537,57,36375.034577233,28979.3317662024,32037.7301898553,33201.1781399184,-3877.21957653725,-6951.02849674997,0.804048047208537,-82,57,36375.034577233,28979.3317662024,32037.7301898553,33201.1781399184,-3877.21957653725,-6951.02849674997,0.804048047208537,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",6,14132.4912760666,7545.78083505639,16877.2012665647,27659.1345274631,9839.19234308182,15861.8585096533,1.67566989229573,6,14132.4912760666,7545.78083505639,16877.2012665647,27659.1345274631,9839.19234308182,15861.8585096533,1.67566989229573,3,6,14132.4912760666,7545.78083505639,16877.2012665647,27659.1345274631,9839.19234308182,15861.8585096533,1.67566989229573,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",54,2247.20441004579,1350.56626800463,3791.56917107038,2524.79314553017,1528.85858915398,1457.07829760925,0.278017467429523,54,2247.20441004579,1350.56626800463,3791.56917107038,2524.79314553017,1528.85858915398,1457.07829760925,0.278017467429523,-92,54,2247.20441004579,1350.56626800463,3791.56917107038,2524.79314553017,1528.85858915398,1457.07829760925,0.278017467429523,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mali","Mali2010",NA,NA,NA,NA,NA,NA,NA,NA,8,5401.53837306357,1689.69326300502,7219.4202039099,4483.7025102066,-1616.53182856814,-2508.88207772463,0.461460950878331,32,8,5401.53837306357,1689.69326300502,7219.4202039099,4483.7025102066,-1616.53182856814,-2508.88207772463,0.461460950878331,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",22,53977.5381359638,20428.3552861189,74195.4458930313,48776.8326407338,-32242.9078265464,-26623.6266312413,1.36840252347974,22,53977.5381359638,20428.3552861189,74195.4458930313,48776.8326407338,-32242.9078265464,-26623.6266312413,1.36840252347974,-33,22,53977.5381359638,20428.3552861189,74195.4458930313,48776.8326407338,-32242.9078265464,-26623.6266312413,1.36840252347974,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",49,12511.1259524134,7450.32093202584,14876.4625048731,12149.7595427614,18639.3741353145,19756.6066212144,1.90269920328132,49,12511.1259524134,7450.32093202584,14876.4625048731,12149.7595427614,18639.3741353145,19756.6066212144,1.90269920328132,-68,49,12511.1259524134,7450.32093202584,14876.4625048731,12149.7595427614,18639.3741353145,19756.6066212144,1.90269920328132,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",150,13680.0833062159,6662.89863214003,21625.1495832739,15231.7100770404,26292.3911747185,24198.0238623096,0.730313021243081,150,13680.0833062159,6662.89863214003,21625.1495832739,15231.7100770404,26292.3911747185,24198.0238623096,0.730313021243081,-261,150,13680.0833062159,6662.89863214003,21625.1495832739,15231.7100770404,26292.3911747185,24198.0238623096,0.730313021243081,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",20,26343.9773003734,18160.0360701675,25860.3481897911,23712.8398078541,-1532.44521311128,3749.05160991493,3.62731687497882,20,26343.9773003734,18160.0360701675,25860.3481897911,23712.8398078541,-1532.44521311128,3749.05160991493,3.62731687497882,-24,20,26343.9773003734,18160.0360701675,25860.3481897911,23712.8398078541,-1532.44521311128,3749.05160991493,3.62731687497882,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",21,17239.2041685889,8834.883001483,24719.3387983221,4728.70196516916,20591.5280584173,25117.652183045,0.458351543262453,21,17239.2041685889,8834.883001483,24719.3387983221,4728.70196516916,20591.5280584173,25117.652183045,0.458351543262453,-30,21,17239.2041685889,8834.883001483,24719.3387983221,4728.70196516916,20591.5280584173,25117.652183045,0.458351543262453,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",NA,NA,NA,NA,NA,NA,NA,NA,5,32888.0677485376,11186.4970295073,85866.6047805374,6034.18197108409,66124.909077444,52463.718110802,1.13045263831629,4,5,32888.0677485376,11186.4970295073,85866.6047805374,6034.18197108409,66124.909077444,52463.718110802,1.13045263831629,"2013","Europe and Central Asia","Montenegro","Upper middle income"
