"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",70,0.388554958069302,0.358691236357356,0.226679049132675,0.245665988959309,-0.10842231515377,-0.054117929837377,2.29537165221692,70,0.388554958069302,0.358691236357356,0.226679049132675,0.245665988959309,-0.10842231515377,-0.054117929837377,2.29537165221692,70,0.388554958069302,0.358691236357356,0.226679049132675,0.245665988959309,-0.10842231515377,-0.054117929837377,2.29537165221692,-140,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",131,0.42157784476386,0.375,0.214514753710721,0.3,-0.0416151764891641,0.00744996197612299,0.297677236337172,131,0.42157784476386,0.375,0.214514753710721,0.3,-0.0416151764891641,0.00744996197612299,0.297677236337172,131,0.42157784476386,0.375,0.214514753710721,0.3,-0.0416151764891641,0.00744996197612299,0.297677236337172,-262,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",38,0.348255419944662,0.201223932937164,0.239760866082468,0.35,-0.123288082833382,-0.0911511782666974,3.65828976558232,38,0.348255419944662,0.201223932937164,0.239760866082468,0.35,-0.123288082833382,-0.0911511782666974,3.65828976558232,38,0.348255419944662,0.201223932937164,0.239760866082468,0.35,-0.123288082833382,-0.0911511782666974,3.65828976558232,-21,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,0.390929621547528,0.350624723999985,0.127307626268242,0.133333333333334,0.031461892564315,0.0259848445347863,0.316652386040018,13,0.390929621547528,0.350624723999985,0.127307626268242,0.133333333333334,0.031461892564315,0.0259848445347863,0.316652386040018,13,0.390929621547528,0.350624723999985,0.127307626268242,0.133333333333334,0.031461892564315,0.0259848445347863,0.316652386040018,-26,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",10,0.231932315800623,0.200456527782494,0.171322577779457,0.209615384615385,-0.136668549236273,-0.163973530129023,0.747703704345971,10,0.231932315800623,0.200456527782494,0.171322577779457,0.209615384615385,-0.136668549236273,-0.163973530129023,0.747703704345971,10,0.231932315800623,0.200456527782494,0.171322577779457,0.209615384615385,-0.136668549236273,-0.163973530129023,0.747703704345971,-14,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",5,0.482831191397655,0.456035745314633,0.0817912570341367,0.158333333333333,0.0431984054173455,0.0484733082343856,0.428571428571429,5,0.482831191397655,0.456035745314633,0.0817912570341367,0.158333333333333,0.0431984054173455,0.0484733082343856,0.428571428571429,5,0.482831191397655,0.456035745314633,0.0817912570341367,0.158333333333333,0.0431984054173455,0.0484733082343856,0.428571428571429,-10,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",11,0.380414882118513,0.376967880698834,0.117411881461223,0.107834572014352,0.00703698012809438,0.0387136867656647,0.206148981424494,11,0.380414882118513,0.376967880698834,0.117411881461223,0.107834572014352,0.00703698012809438,0.0387136867656647,0.206148981424494,11,0.380414882118513,0.376967880698834,0.117411881461223,0.107834572014352,0.00703698012809438,0.0387136867656647,0.206148981424494,-20,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",14,0.265068605752731,0.264529273969903,0.105813000153438,0.084324324324324,0.0104484492055943,0.00293723598338238,0.0768887503770272,14,0.265068605752731,0.264529273969903,0.105813000153438,0.084324324324324,0.0104484492055943,0.00293723598338238,0.0768887503770272,14,0.265068605752731,0.264529273969903,0.105813000153438,0.084324324324324,0.0104484492055943,0.00293723598338238,0.0768887503770272,-26,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",12,0.488968084032789,0.526270660110903,0.240989428131984,0.0454545454545454,-0.0283682577593761,-0.0908278152243063,0.487639640658602,12,0.488968084032789,0.526270660110903,0.240989428131984,0.0454545454545454,-0.0283682577593761,-0.0908278152243063,0.487639640658602,12,0.488968084032789,0.526270660110903,0.240989428131984,0.0454545454545454,-0.0283682577593761,-0.0908278152243063,0.487639640658602,-23,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",136,0.318661685284544,0.333333333333333,0.222153120346932,0.4,0.0690357420766561,0.0107181991328859,0.775552744790418,136,0.318661685284544,0.333333333333333,0.222153120346932,0.4,0.0690357420766561,0.0107181991328859,0.775552744790418,136,0.318661685284544,0.333333333333333,0.222153120346932,0.4,0.0690357420766561,0.0107181991328859,0.775552744790418,-268,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",8,0.401022492637157,0.500656340805769,0.324849759822881,0.66549012345679,0.0230504967436063,0.00842331066998418,1.0183116989796,8,0.401022492637157,0.500656340805769,0.324849759822881,0.66549012345679,0.0230504967436063,0.00842331066998418,1.0183116989796,8,0.401022492637157,0.500656340805769,0.324849759822881,0.66549012345679,0.0230504967436063,0.00842331066998418,1.0183116989796,-12,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",10,0.582206520732156,0.481558441558442,0.511477792036659,0.384363784691066,-0.077643106436898,-0.0820674687294905,0.679703330534565,10,0.582206520732156,0.481558441558442,0.511477792036659,0.384363784691066,-0.077643106436898,-0.0820674687294905,0.679703330534565,10,0.582206520732156,0.481558441558442,0.511477792036659,0.384363784691066,-0.077643106436898,-0.0820674687294905,0.679703330534565,-19,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",5,0.780589921371198,0.792532499483324,0.213585254265125,0.425850340136054,0.177436143505573,0.178896203642747,0.0706364938376155,5,0.780589921371198,0.792532499483324,0.213585254265125,0.425850340136054,0.177436143505573,0.178896203642747,0.0706364938376155,5,0.780589921371198,0.792532499483324,0.213585254265125,0.425850340136054,0.177436143505573,0.178896203642747,0.0706364938376155,-10,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",19,0.294929469942254,0.269678882292162,0.24601652570917,0.44,-0.0800359772034598,0.0254156631397141,0.234032933638911,19,0.294929469942254,0.269678882292162,0.24601652570917,0.44,-0.0800359772034598,0.0254156631397141,0.234032933638911,19,0.294929469942254,0.269678882292162,0.24601652570917,0.44,-0.0800359772034598,0.0254156631397141,0.234032933638911,-38,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",12,7.18018012859937,0.417005986283788,26.2737464354705,0.350000000821111,-6.18194673723741,-7.7556825572169,10.5094083504714,12,7.18018012859937,0.417005986283788,26.2737464354705,0.350000000821111,-6.18194673723741,-7.7556825572169,10.5094083504714,12,7.18018012859937,0.417005986283788,26.2737464354705,0.350000000821111,-6.18194673723741,-7.7556825572169,10.5094083504714,-24,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",6,0.266478946462952,0.250956826513202,0.0964738084958165,0,-0.0149763428736757,-0.0841143864953389,9.23813551861493,6,0.266478946462952,0.250956826513202,0.0964738084958165,0,-0.0149763428736757,-0.0841143864953389,9.23813551861493,6,0.266478946462952,0.250956826513202,0.0964738084958165,0,-0.0149763428736757,-0.0841143864953389,9.23813551861493,-7,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",517,0.562483020200016,0.6,0.161642776291697,0.192380952380953,0.067692314906485,0.0432285013375055,0.522342030077324,517,0.562483020200016,0.6,0.161642776291697,0.192380952380953,0.067692314906485,0.0432285013375055,0.522342030077324,517,0.562483020200016,0.6,0.161642776291697,0.192380952380953,0.067692314906485,0.0432285013375055,0.522342030077324,-1024,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",101,0.404935129507129,0.340939361689343,0.275181545306565,0.290625,-0.318066044917488,-0.131765508773178,0.668164621240287,101,0.404935129507129,0.340939361689343,0.275181545306565,0.290625,-0.318066044917488,-0.131765508773178,0.668164621240287,101,0.404935129507129,0.340939361689343,0.275181545306565,0.290625,-0.318066044917488,-0.131765508773178,0.668164621240287,-200,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",33,0.18364395543358,0.149008948690838,0.145873747210813,0.180190476190476,0.0401677090571428,0.0343868062946083,3.43538552657556,33,0.18364395543358,0.149008948690838,0.145873747210813,0.180190476190476,0.0401677090571428,0.0343868062946083,3.43538552657556,33,0.18364395543358,0.149008948690838,0.145873747210813,0.180190476190476,0.0401677090571428,0.0343868062946083,3.43538552657556,-65,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",9,4.51688610694592,0.483127162892139,10.0024245177234,0.222222222222222,-3.43312241038176,-2.41153213470749,1.08825945480444,9,4.51688610694592,0.483127162892139,10.0024245177234,0.222222222222222,-3.43312241038176,-2.41153213470749,1.08825945480444,9,4.51688610694592,0.483127162892139,10.0024245177234,0.222222222222222,-3.43312241038176,-2.41153213470749,1.08825945480444,-18,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",35,0.343331000557995,0.309888219309953,0.251677525643705,0.4,-0.14275483402306,-0.0653063562693449,1.29051947769669,35,0.343331000557995,0.309888219309953,0.251677525643705,0.4,-0.14275483402306,-0.0653063562693449,1.29051947769669,35,0.343331000557995,0.309888219309953,0.251677525643705,0.4,-0.14275483402306,-0.0653063562693449,1.29051947769669,-70,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",24,0.336993114674774,0.34692940950399,0.212571383615693,0.283333333333333,-0.130773193509524,-0.146118565494055,0.944959706850883,24,0.336993114674774,0.34692940950399,0.212571383615693,0.283333333333333,-0.130773193509524,-0.146118565494055,0.944959706850883,24,0.336993114674774,0.34692940950399,0.212571383615693,0.283333333333333,-0.130773193509524,-0.146118565494055,0.944959706850883,-47,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.397608077882447,0.414880651353859,0.175076494909766,0,-0.0464696530714108,-0.00554706163401811,1.15838844106647,4,0.397608077882447,0.414880651353859,0.175076494909766,0,-0.0464696530714108,-0.00554706163401811,1.15838844106647,-2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",14,0.754336164775734,0.56377080385251,0.822855891240129,0.553146853146853,0.644070248535286,0.274429909505834,0.0638109305603925,14,0.754336164775734,0.56377080385251,0.822855891240129,0.553146853146853,0.644070248535286,0.274429909505834,0.0638109305603925,14,0.754336164775734,0.56377080385251,0.822855891240129,0.553146853146853,0.644070248535286,0.274429909505834,0.0638109305603925,-28,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",133,0.394964364151163,0.429728130410418,0.225951497821571,0.348402948402949,-0.0620482857231007,-0.0420565483779887,0.735597664338529,133,0.394964364151163,0.429728130410418,0.225951497821571,0.348402948402949,-0.0620482857231007,-0.0420565483779887,0.735597664338529,133,0.394964364151163,0.429728130410418,0.225951497821571,0.348402948402949,-0.0620482857231007,-0.0420565483779887,0.735597664338529,-257,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,5,0.448155822676768,0.5,0.298422309612586,0.125,0.104660363960174,0.0958850931677019,0.817807181721088,5,0.448155822676768,0.5,0.298422309612586,0.125,0.104660363960174,0.0958850931677019,0.817807181721088,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,0.616845750089665,0.605337536319935,0.17359729704337,0.25,-0.100498273256165,-0.0957103555509755,0.889603262468628,9,0.616845750089665,0.605337536319935,0.17359729704337,0.25,-0.100498273256165,-0.0957103555509755,0.889603262468628,9,0.616845750089665,0.605337536319935,0.17359729704337,0.25,-0.100498273256165,-0.0957103555509755,0.889603262468628,-17,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,0.455639014478068,0.462829637269264,0.21119524939284,0.351501937984496,0.0065248445300551,0.0466774197670698,1.16925261775983,7,0.455639014478068,0.462829637269264,0.21119524939284,0.351501937984496,0.0065248445300551,0.0466774197670698,1.16925261775983,7,0.455639014478068,0.462829637269264,0.21119524939284,0.351501937984496,0.0065248445300551,0.0466774197670698,1.16925261775983,-12,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",9,0.18215580968316,0.192708708009199,0.0673501346898852,0,-0.022730962365626,0.00583663049201098,1.25346723149519,9,0.18215580968316,0.192708708009199,0.0673501346898852,0,-0.022730962365626,0.00583663049201098,1.25346723149519,9,0.18215580968316,0.192708708009199,0.0673501346898852,0,-0.022730962365626,0.00583663049201098,1.25346723149519,-13,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",28,729.156246195986,0.436868396336761,1959.63953860786,0.541666666666667,348.685581182459,81.6111722733187,0.271963135920077,28,729.156246195986,0.436868396336761,1959.63953860786,0.541666666666667,348.685581182459,81.6111722733187,0.271963135920077,28,729.156246195986,0.436868396336761,1959.63953860786,0.541666666666667,348.685581182459,81.6111722733187,0.271963135920077,-56,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",15,0.355987128426864,0.348978246324685,0.162213025355657,0.143540228957292,0.0710832668699781,0.0359041830264145,0.269932013696423,15,0.355987128426864,0.348978246324685,0.162213025355657,0.143540228957292,0.0710832668699781,0.0359041830264145,0.269932013696423,15,0.355987128426864,0.348978246324685,0.162213025355657,0.143540228957292,0.0710832668699781,0.0359041830264145,0.269932013696423,-30,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",89,0.462089333607189,0.453456341919041,0.212896968697509,0.342682047584715,-0.0282507429517171,-0.0221814188182555,2.24314647988335,89,0.462089333607189,0.453456341919041,0.212896968697509,0.342682047584715,-0.0282507429517171,-0.0221814188182555,2.24314647988335,89,0.462089333607189,0.453456341919041,0.212896968697509,0.342682047584715,-0.0282507429517171,-0.0221814188182555,2.24314647988335,-178,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",100,0.467331938892152,0.5,0.276802040504601,0.376093294460641,-0.170943373329192,-0.0865576984491059,0.561200085898229,100,0.467331938892152,0.5,0.276802040504601,0.376093294460641,-0.170943373329192,-0.0865576984491059,0.561200085898229,100,0.467331938892152,0.5,0.276802040504601,0.376093294460641,-0.170943373329192,-0.0865576984491059,0.561200085898229,-198,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",37,0.437334824966351,0.346931967464056,0.227887962046904,0.316050955414013,0.124534256591163,0.116857115797936,0.610544861572307,37,0.437334824966351,0.346931967464056,0.227887962046904,0.316050955414013,0.124534256591163,0.116857115797936,0.610544861572307,37,0.437334824966351,0.346931967464056,0.227887962046904,0.316050955414013,0.124534256591163,0.116857115797936,0.610544861572307,-51,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",8,0.329469319826032,0.320549090631949,0.293955442290568,0.262183020948181,0.159771347864948,0.170862967253922,0.414718593726737,8,0.329469319826032,0.320549090631949,0.293955442290568,0.262183020948181,0.159771347864948,0.170862967253922,0.414718593726737,8,0.329469319826032,0.320549090631949,0.293955442290568,0.262183020948181,0.159771347864948,0.170862967253922,0.414718593726737,-16,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.245440026634067,0.242657612172187,0.0979602647932385,0.119047619047619,0.0244073063870292,0.102914978047957,0.908615204341345,4,0.245440026634067,0.242657612172187,0.0979602647932385,0.119047619047619,0.0244073063870292,0.102914978047957,0.908615204341345,-3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",3,0.540369774363203,0.618409694278117,0.213586502207475,0.401282051282051,-0.126763628490678,-0.108031746031746,3.11985985849701,3,0.540369774363203,0.618409694278117,0.213586502207475,0.401282051282051,-0.126763628490678,-0.108031746031746,3.11985985849701,3,0.540369774363203,0.618409694278117,0.213586502207475,0.401282051282051,-0.126763628490678,-0.108031746031746,3.11985985849701,-3,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",NA,NA,NA,NA,NA,NA,NA,NA,8,0.494223914224527,0.515611061299849,0.117668898027406,0.0854160206718347,0.00852492728578576,0.00718041299764089,1.99152531745298,8,0.494223914224527,0.515611061299849,0.117668898027406,0.0854160206718347,0.00852492728578576,0.00718041299764089,1.99152531745298,-8,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Sweden","Sweden2014",6,0.377874794313241,0.363997532410205,0.292183353245047,0.385470085470085,0.210542820478658,0.203728496734481,0.233615825576669,6,0.377874794313241,0.363997532410205,0.292183353245047,0.385470085470085,0.210542820478658,0.203728496734481,0.233615825576669,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2014","Europe and Central Asia","Sweden","High income"
"Trinidadandtobago","Trinidadandtobago2010",11,0.377463250514748,0.4,0.0813213085800547,0.1165,0.0513888827479754,0.0623903534920612,0.409860778859992,11,0.377463250514748,0.4,0.0813213085800547,0.1165,0.0513888827479754,0.0623903534920612,0.409860778859992,11,0.377463250514748,0.4,0.0813213085800547,0.1165,0.0513888827479754,0.0623903534920612,0.409860778859992,-21,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",9,0.563286696865476,0.571588929552894,0.219469132775249,0.101960784313726,0.0613400441045037,0.118650563063525,0.103434547592288,9,0.563286696865476,0.571588929552894,0.219469132775249,0.101960784313726,0.0613400441045037,0.118650563063525,0.103434547592288,9,0.563286696865476,0.571588929552894,0.219469132775249,0.101960784313726,0.0613400441045037,0.118650563063525,0.103434547592288,-17,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",49,0.381429993487324,0.485229828101807,0.279167125816354,0.479689528071752,-0.160648031640813,-0.111623268522691,0.347355445708158,49,0.381429993487324,0.485229828101807,0.279167125816354,0.479689528071752,-0.160648031640813,-0.111623268522691,0.347355445708158,49,0.381429993487324,0.485229828101807,0.279167125816354,0.479689528071752,-0.160648031640813,-0.111623268522691,0.347355445708158,-97,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",28,0.616525904747449,0.651718696833216,0.229795379883146,0.266405214446419,-0.0422583295279069,0.005234197717635,0.245811484080772,28,0.616525904747449,0.651718696833216,0.229795379883146,0.266405214446419,-0.0422583295279069,0.005234197717635,0.245811484080772,28,0.616525904747449,0.651718696833216,0.229795379883146,0.266405214446419,-0.0422583295279069,0.005234197717635,0.245811484080772,-56,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",3,0.565782848040453,0.554698181853855,0.166154067521438,0.166666666666667,0.0382749027124597,-0.00589140778057649,17,3,0.565782848040453,0.554698181853855,0.166154067521438,0.166666666666667,0.0382749027124597,-0.00589140778057649,17,3,0.565782848040453,0.554698181853855,0.166154067521438,0.166666666666667,0.0382749027124597,-0.00589140778057649,17,-3,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",19,0.513227264041053,0.593996707226832,0.275852217404917,0.333333333333333,0.0373600745220229,0.0288657200485193,0.216162523687782,19,0.513227264041053,0.593996707226832,0.275852217404917,0.333333333333333,0.0373600745220229,0.0288657200485193,0.216162523687782,19,0.513227264041053,0.593996707226832,0.275852217404917,0.333333333333333,0.0373600745220229,0.0288657200485193,0.216162523687782,-38,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",6,0.558630008224688,0.535714285714286,0.0880729695876729,0.166666666666667,-0.0357127489878646,-0.165926492343369,0.727804840646711,6,0.558630008224688,0.535714285714286,0.0880729695876729,0.166666666666667,-0.0357127489878646,-0.165926492343369,0.727804840646711,6,0.558630008224688,0.535714285714286,0.0880729695876729,0.166666666666667,-0.0357127489878646,-0.165926492343369,0.727804840646711,-11,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",18,0.205613239838242,0.165061806043784,0.11507218279151,0.172826086956522,0.0521140039869479,0.0590228146347431,0.784376399748021,18,0.205613239838242,0.165061806043784,0.11507218279151,0.172826086956522,0.0521140039869479,0.0590228146347431,0.784376399748021,18,0.205613239838242,0.165061806043784,0.11507218279151,0.172826086956522,0.0521140039869479,0.0590228146347431,0.784376399748021,-36,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
