"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Trinidadandtobago","Trinidadandtobago2010",7,13791.617665478,12179.9452224531,8071.09435266602,11409.9150317067,3264.97913965334,7137.45307603982,2.6379288840121,3,2,17636.9071058934,17636.9071058934,7037.27101405788,9952.20411017571,382.777081160604,382.777081160604,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",13,14988.8209722227,11526.054425449,8578.62461061962,9608.10335246823,-2028.61841341024,-1705.27561753602,1.1304192319616,8,1,35446.0824633864,35446.0824633864,NA,0,0,0,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",44,49969.0262748594,35612.9856274364,40815.3754374965,48180.293322973,4174.0578856778,4175.88165807983,0.11128590356284,97,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",15,468.258742818684,190.257957874525,598.120728577602,938.823065833729,-217.635703355757,-260.570023751422,1.01538358811138,35,3,20514.3401881117,22048.4050530814,17401.7676396739,34782.8281423796,-15537.357254759,-15537.7693324607,0.0629558463428192,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",7,3084.58668204197,3300.83815432918,761.462400814293,1034.50239632126,228.52062160169,230.477186327871,0.986377950443152,22,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",8,24116.139322572,25154.2783371672,12625.6338234026,24666.2122372476,7776.8386724804,9453.35248452499,1.16041405871301,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Venezuela","Venezuela2010",6,29635.5475402588,31782.4950188469,12622.4698383312,22361.4816069404,7889.22078043464,6696.14869537086,4.4755220081945,8,1,138852.482100497,138852.482100497,NA,0,0,0,1,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",62,9034.93759515181,5526.77532094738,9632.10894713638,10173.7219334372,698.415075278675,-383.480649551631,4.04465561663331,25,7,7438.73840764561,6990.57139051293,9598.95523196316,4076.19782334136,7453.45914725831,6748.49851664981,0.879643545535686,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",5,6938.41176129574,6898.86256854298,2652.95001794436,3596.71865026852,1070.98503594864,524.782196556032,3.22873327930392,12,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",13,5875.3349038051,6092.34058883651,3286.49425975367,4238.35298887313,1027.01952161461,2747.71647334828,0.695456862560692,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",16,9717041.53353035,5102534.4870392,10682012.9140257,8654637.6747343,3351788.64840904,3399172.40483038,2.3741988867796,14,4,8680827.44183169,3291038.03184381,11493623.8355926,23251155.820583,-2896727.16993093,-2910518.41004051,0.480984107020897,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
