"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Ethiopia","Ethiopia2011",11,10126.445340122,5727.56217557809,11212.1259004289,11452.1000381159,6609.99385182281,6609.99385182281,0.411764705882353,4,4062.80808076672,3540.74832411006,2622.63982939412,2541.39171948855,640.164816127643,640.164816127643,2.46428571428571,5,4,7292.48464899096,6198.18182659971,5261.27200929312,5942.13376297785,-1385.94845387244,-1385.94845387244,0.585714285714286,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",4,59231.2915531368,61413.271543752,27191.9745542124,53568.4569233498,-4632.96703218351,-2650.2663153028,1,3,199418.146833674,184094.885087444,184585.09615381,266022.064439638,86403.1000334496,151814.718322204,9.55614226235058,2,1,8824.2613148929,8824.2613148929,NA,0,0,0,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,7351.53986426096,7351.53986426096,Inf,0,0,0,1,6,5077.09244473405,3632.62779613924,6150.42913553309,7351.53986426096,1014.30342489729,-2318.12923689148,0.999035227367464,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Hungary","Hungary2013",3,420734.605463723,421998.870639399,140352.082610342,190561.036250411,-29463.0907792284,-22561.6625375173,0.76576503534747,1,82293.5649124583,82293.5649124583,NA,0,0,0,1,1,1,706078.786948892,706078.786948892,NA,0,0,0,1,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",222,30233.0226626009,16967.5098899843,32608.0144567481,32375.7807274384,5782.9037586029,8022.07677312929,0.776185875712103,246,32393.5731076554,23051.4455878516,28438.0890487538,31560.3906943029,2385.61678079394,5330.60896592909,1.17694000444359,107,99,24554.8895902103,15988.0398654017,25123.9688193483,20184.9003300696,11551.4350313881,8744.11431032069,1.13953869501331,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",3,3476.70181692278,2554.84150628115,2158.08122539564,4156.65751585361,90.8431087668631,110.214403829452,1,7,11848.1407315024,9683.04141404827,16701.6443502662,14035.3169850787,6980.62519734199,4488.53433924825,1.00980788643955,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,10362.5665002005,10362.5665002005,1127.29862196743,1594.24100003085,-318.848200006169,-318.848200006169,0.714285714285714,4,149459.294775446,140581.446920864,135459.76235484,123176.027317339,-8743.54989096119,16396.468134062,0.451018117684784,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",2,582627.025678776,582627.025678776,590027.452444937,834424.825420077,188418.508965824,188418.508965824,1.82352941176471,7,94765.804494888,14930.9920273404,127638.240292687,138727.722076448,7591.05757001531,-16614.5271210041,0.392082189080709,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,12086.7011137648,12086.7011137648,NA,0,0,0,1,1,3700.01054503005,3700.01054503005,NA,0,0,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,20861.3909518944,15357.238635636,21556.174612446,40163.3699871638,8097.58854620326,4594.68381939274,1.61973035511192,1,7632.60737878623,7632.60737878623,NA,0,0,0,1,5,3,5255.11110846373,5607.13142059168,1325.1813735885,2544.20245959541,121.057769201045,106.008435816475,1.06148573229331,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",2,42663.3552084405,42663.3552084405,45542.0846924085,64406.2338307483,12299.0299086817,11927.0803390275,1.51865112132709,1,72082.0905435797,72082.0905435797,NA,0,0,0,1,1,3,6963.72543560107,4202.44905382238,9641.18153011068,18598.1034896095,-799.919355729092,-1406.21685184377,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",1,4017.64450491751,4017.64450491751,Inf,0,0,0,1,11,53551.3963725858,15159.1487957434,73010.790954471,109886.851299393,23615.1771308087,5277.28784942135,2.34678535154298,7,1,3571.23955992668,3571.23955992668,NA,0,0,0,1,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",10,888.122721975293,264.687492570886,1489.26410772559,330.859365713609,800.871211415595,1428.09918768126,1.08460029146259,7,1551.51679405394,553.442587938942,1819.07551493522,3086.01553838329,-921.93277856082,-575.994634458065,0.122705950466094,22,3,87.8388126269161,79.0834089031354,145.31299599416,142.931245988279,-36.3870060216128,-61.5398420227311,0.81802188693036,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,4715.6782479295,1701.40226526318,6905.47020674699,4581.20344850532,-1632.10094214936,-1176.87357144101,0.704033795268427,10,8011.54815389401,3427.07769420071,12522.737236802,8216.22370111019,-3475.13543303072,-8844.50793662997,0.852527396555919,27,1,91.6240689701063,91.6240689701063,NA,0,0,0,1,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",2,20382.2398433805,20382.2398433805,15569.837507225,22019.0753666629,-10620.321378955,-8650.35103690328,0.37858743229545,3,90767.9111191433,81193.3930133945,100368.179339739,155622.622463942,-41315.8890429061,-36598.2516881433,7.96148501057714,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",3,67726.838565657,45273.7109185411,56750.0485923752,106728.058782386,43600.3506565547,40265.7755317021,2.20727545087919,5,38914.4042847926,37422.3498216287,11204.1221556254,0,12900.2467068505,9836.60795913695,2.14949695365555,4,1,24904.4637100457,24904.4637100457,NA,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,17266.7800222759,17093.227371292,11547.7813828724,0,753.112484932786,4313.59639924096,8.01518980725297,3,426275.284959742,27369.4445450794,811518.608616137,1340015.56804572,140333.924409271,269868.614518714,1.06375719956167,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",2,85813.0639978959,85813.0639978959,5750.66349274078,8132.66630407785,-192.515529979872,-193.634912001854,0.949849825725578,8,1319182.25673148,851225.808575212,1311970.63445011,2075870.46744887,-373928.755269199,-166737.100756924,0.583790205393715,7,1,92944.7577608896,92944.7577608896,NA,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",1,89053.3587804889,89053.3587804889,NA,0,0,0,1,2,11670.2332831379,11670.233283138,12625.6282580741,0,10532.3544415981,7924.55866611183,3.15478492157253,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",1,28746.3742138316,28746.3742138316,NA,0,0,0,1,2,23935.6780117098,23935.6780117098,186.328597960323,0,6.23501402037458,11.9776559224296,1.1669163184296,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,34547.9824053192,35559.9053377704,11481.4723043835,15929.021666002,4824.12101422488,3258.97760393015,2.29030528578901,7,232873.382280058,287310.638199654,188003.834904013,305723.988037052,-65814.7734120342,-17270.8580943338,0.934293434500919,2,1,91312.8630535147,91312.8630535147,NA,0,0,0,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",1,170735.672127204,170735.672127204,NA,0,0,0,1,3,143292.768200898,50673.0334325284,196244.298331222,299961.360252263,-137056.636837325,-110578.516697865,0.440377438805135,3,2,47315.9028601548,47315.9028601547,64512.2053209687,91234.0357035117,15902.8616907713,16027.6008668331,1.34142866700079,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Vietnam","Vietnam2009",16,45720.4293109233,17292.4877485714,60267.4091968441,53581.4023453711,-2826.02635994342,-2157.18000836403,1.30791878589739,4,27419.8581221694,23203.8489426492,24130.7816872214,19629.34066691,6296.6270137948,7162.77413568145,0.518162872031,5,1,20608.2316712966,20608.2316712966,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",1,16624884.2799442,16624884.2799442,NA,0,0,0,1,3,2746596.80189639,2364942.98328316,1778328.47852122,3245810.74037006,-25248.9585591395,29156.7512069174,0.937513312805211,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
