"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Israel","Israel2013",6,0.336067706530006,0.374566705508531,0.180378760241325,0.325,-0.126864522268193,-0.0969081303557031,0.832065343503009,6,0.336067706530006,0.374566705508531,0.180378760241325,0.325,-0.126864522268193,-0.0969081303557031,0.832065343503009,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Kenya","Kenya2013",4,0.0701426908187353,0.0673206135264517,0.0456836259493314,0,-0.00594996353035,-0.0120295449455502,1.23606331440492,4,0.0701426908187353,0.0673206135264517,0.0456836259493314,0,-0.00594996353035,-0.0120295449455502,1.23606331440492,-5,4,0.0701426908187353,0.0673206135264517,0.0456836259493314,0,-0.00594996353035,-0.0120295449455502,1.23606331440492,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",12,0.625095265789981,0.685413330520168,0.227088307361778,0,0.0671681262153235,0.142438139615056,1.08122884191382,12,0.625095265789981,0.685413330520168,0.227088307361778,0,0.0671681262153235,0.142438139615056,1.08122884191382,-18,12,0.625095265789981,0.685413330520168,0.227088307361778,0,0.0671681262153235,0.142438139615056,1.08122884191382,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.572145042064054,0.434156104797586,0.256456815974423,0.367567567567567,0.0143722252647991,0.0679506227630877,NA,-8,8,0.572145042064054,0.434156104797586,0.256456815974423,0.367567567567567,0.0143722252647991,0.0679506227630877,NA,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,7,3.57857399805988,2.1257575669568,3.81741701321369,6.4952380952381,1.3188393062093,0.91725836929754,0.928875663060288,-6,7,3.57857399805988,2.1257575669568,3.81741701321369,6.4952380952381,1.3188393062093,0.91725836929754,0.928875663060288,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,0.463879120749375,0.463660846720974,0.265481142038199,0.469405420746417,0.0611519166625903,0.0681661582330921,0.914190435602924,11,0.463879120749375,0.463660846720974,0.265481142038199,0.469405420746417,0.0611519166625903,0.0681661582330921,0.914190435602924,-11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",81,0.492805274310417,0.551086140338534,0.31010145407953,0.509615384615385,-0.104842222614211,-0.109796720063793,4.17316471263036,81,0.492805274310417,0.551086140338534,0.31010145407953,0.509615384615385,-0.104842222614211,-0.109796720063793,4.17316471263036,-158,81,0.492805274310417,0.551086140338534,0.31010145407953,0.509615384615385,-0.104842222614211,-0.109796720063793,4.17316471263036,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",60,0.442949047090448,0.47241421579299,0.233254836660043,0.321761658031088,-0.037037369172919,0.0062977800433645,0.929482517296963,60,0.442949047090448,0.47241421579299,0.233254836660043,0.321761658031088,-0.037037369172919,0.0062977800433645,0.929482517296963,-120,60,0.442949047090448,0.47241421579299,0.233254836660043,0.321761658031088,-0.037037369172919,0.0062977800433645,0.929482517296963,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.304883414233962,0.251796173023446,0.160529279517983,0.211633259714313,-0.0387289129856005,0.100242650062302,4.45403123139787,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",11,0.415907839914156,0.453723450006439,0.188499249197752,0.308695454545455,-0.00148140371729169,0.00370345223272321,0.898101038972778,11,0.415907839914156,0.453723450006439,0.188499249197752,0.308695454545455,-0.00148140371729169,0.00370345223272321,0.898101038972778,-11,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",9,0.570717500804385,0.616656967450738,0.251721811983265,0.315217391304348,0.063343688912334,0.0813280348014931,1.60093341486382,9,0.570717500804385,0.616656967450738,0.251721811983265,0.315217391304348,0.063343688912334,0.0813280348014931,1.60093341486382,-16,9,0.570717500804385,0.616656967450738,0.251721811983265,0.315217391304348,0.063343688912334,0.0813280348014931,1.60093341486382,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",6,0.661122510502711,0.677402970599612,0.150257056594832,0,0.00260747965821127,0.129695166874935,0.403444808766413,6,0.661122510502711,0.677402970599612,0.150257056594832,0,0.00260747965821127,0.129695166874935,0.403444808766413,-6,6,0.661122510502711,0.677402970599612,0.150257056594832,0,0.00260747965821127,0.129695166874935,0.403444808766413,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,0.169027178489503,0.139625791328213,0.125688010769005,0.0993103448275862,0.0590886196924426,0.100842618179876,0.447297428159247,5,0.169027178489503,0.139625791328213,0.125688010769005,0.0993103448275862,0.0590886196924426,0.100842618179876,0.447297428159247,-9,5,0.169027178489503,0.139625791328213,0.125688010769005,0.0993103448275862,0.0590886196924426,0.100842618179876,0.447297428159247,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
