"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Laos","Laos2012",6,7.41156486055333,-0.00130160007439323,13.5622309695629,17.0107033639144,-1.62542571670345,-1.59452358349172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",14,0.326450875264951,0.261694775234424,0.171393023678397,0.324476188989518,0.0677068827045965,0.0482480185963617,0.283697838288282,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",6,0.70910116474531,0.705480343147655,0.0916080849612567,0,-0.00185607257461389,-0.00945039832167667,14.9409446011268,4,1,0.0712550607287449,0.0712550607287449,NA,0,0,0,1,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",1,0.123839009287926,0.123839009287926,Inf,0,0,0,1,7,1,1.01111111111111,1.01111111111111,NA,0,0,0,1,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",110,0.614667645026224,0.826264174341285,0.314635449110581,0.502100281572281,-0.187763766140947,-0.0532953815589137,0.987349613449472,3,2,0.347449886586354,0.347449886586354,0.293831568672941,0.415540589470635,-0.139968795777554,-0.194365759591103,19.7096774193548,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",14,0.430545164611761,0.449605684410636,0.204584103584066,0.11686840379226,-0.00198769239940932,-0.0367525028939953,1.41451152862529,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",7,0.0513888871536154,0.024185264306474,0.691053358016694,0.424712943684865,0.196799528600411,0.195246493960802,2.4146675168631,1,1,0.178272980501393,0.178272980501393,NA,0,0,0,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",26,0.384277266043145,0.367120357806662,0.180775452281956,0.28986864189311,-0.059681092548461,-0.038797879668425,0.960510253130995,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",10,0.339066617344503,0.293326914419866,0.179629981658833,0.155875479157822,-0.0298432024608919,-0.0335793908279877,0.37309838101966,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",68,0.395051699356714,0.386663045297146,0.393732021380201,0.741549120735723,-0.061186934552221,-0.0354265215248679,0.746912816912542,3,14,0.145790120721155,0.0993810369210032,0.168645309783925,0.195421546701857,0.028279620187916,0.0337625357134221,0.360827724518958,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",9,0.234468409485903,0.230532140086425,0.172488701947878,0.25174512260605,0.0205260524063478,0.00505031392385596,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",10,0.329273260257765,0.353530286930546,0.181132062909704,0.233608862828667,0.0139133263800476,0.0234997990182185,1.28025811221872,0,1,0.954545454545454,0.954545454545454,NA,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",26,0.468267547095161,0.474239474342563,0.206871846413801,0.266471571906354,-0.0488190506444933,-0.0288118286044844,0.810928788584945,0,3,-0.174200667544458,-0.160407778484952,0.352004494887368,0.51428169502701,0.131691555450364,0.115897883156528,1.9011618740652,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",6,0.498720830271067,0.340633076915655,0.544954450333932,0.656462208044873,0.0616056881812458,-0.0872189065705312,0.086121912821741,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",35,0.427725871589494,0.345465999535701,0.253888026322646,0.272919922502942,0.362847473405102,0.391664024888037,0.0674048668982889,1,3,0.604071699643545,0.480053555039306,0.552429488026384,0.902968124422544,0.145922099610078,0.144850919407048,0.69659682776509,"2012","Europe and Central Asia","Russian Federation","High income"
"Southsudan","Southsudan2014",17,0.312844180736335,0.319829424307036,0.235195188748953,0.356372549019608,0.00266743049471469,0.00266743049471469,0.894736842105263,0,6,-4.30499200485775,0.104063924308078,7.29482758996296,14.3684210526316,0.582081715206356,0.608957842434757,1.06939531624549,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",8,0.53680649668964,0.481758534164916,0.22499425723929,0.348329453218398,0.0436345012431414,0.0567626612666947,0.8715347106659,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.447847961837468,0.366397566653018,0.230536257757652,0.450919886956258,-0.0492124663511643,-0.0464696625426751,1.26515150461534,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",5,0.543548328457058,0.630252100840336,0.236056658905322,0.304476199797723,-0.0891506122817007,-0.0951171310579896,0.966640504167724,0,1,0.254545454545455,0.254545454545455,NA,0,0,0,1,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",11,0.692935085589447,0.639056460519186,0.261383150673369,0.19,-0.0904918169304945,-0.0899156286207553,1.53812810600466,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",9,0.846446780593797,0.726143029116228,0.625765096818685,1.1725458792929,-0.223481024198863,-0.105093621423698,2.87101253529641,0,1,0.638686131386861,0.638686131386861,NA,0,0,0,1,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",19,0.278308558779513,0.279938134596852,0.178987722540549,0.218667774546462,0.086145712610402,0.0802652660224216,0.319298893045707,0,1,0.324050886507062,0.324050886507062,NA,0,0,0,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",7,0.558436724260368,0.643180065610897,0.241881191067917,0.41050155550497,0.171950646780921,0.148649193727437,0.0422467371161631,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",8,0.264831631770922,0.253419297322586,0.248484673824683,0.298971034679002,0.118932859764129,0.21581171485287,0.363485607822878,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",16,0.144052131146021,0.0414833251784627,0.211928678257559,0.179366480337354,0.123266176336788,0.0520292012388017,0.184825525940734,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",11,0.32790811104684,0.028731557406598,0.638752089742063,0.813947582283625,-0.251950834965114,-0.315825419349777,5.14740332964517,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uzbekistan","Uzbekistan2013",7,0.422355070361589,0.312279053565838,0.30764754185152,0.36828968589202,0.103860373016611,0.0920475582555281,0.517613239665648,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",1,0.131352619233776,0.131352619233776,NA,0,0,0,1,3,1,0.853658536585367,0.853658536585367,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,0.35584282301381,0.38078001947222,0.139202660473508,0,-0.0205811230145054,0.00753214276479782,0.948452889424395,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",23,0.305815595575494,0.290846792505566,0.170104876743458,0.215411450500585,0.0631434208586736,0.0326457179973229,0.270615017277083,0,6,0.161692221855801,0.195810418615004,0.115106573012539,0.213562753036437,0.00611738864150482,0.00484939677142669,0.24541760348674,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
