"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Malawi","Malawi2014",9,0.124895013791032,0.0972675893126415,0.10939276621271,0.109533333333333,-0.0549887992567629,-0.0642297804601487,0.390221296850501,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",7,0.106196530123616,0.0772444214056607,0.105116999039696,0.117625842254902,0.00502664042600266,0.00764636518586806,1.00033862635203,7,0.106196530123616,0.0772444214056607,0.105116999039696,0.117625842254902,0.00502664042600266,0.00764636518586806,1.00033862635203,-7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",6,0.195793935685675,0.119606523158892,0.212109632647709,0.226086956521739,0.00527803933771634,0.0118614284386016,0.670941374554002,6,0.195793935685675,0.119606523158892,0.212109632647709,0.226086956521739,0.00527803933771634,0.0118614284386016,0.670941374554002,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",135,0.193418950534722,0.171428571428571,0.140233624764839,0.17,-0.0280216178758598,-0.0437960469869585,3.97793868422842,135,0.193418950534722,0.171428571428571,0.140233624764839,0.17,-0.0280216178758598,-0.0437960469869585,3.97793868422842,-130,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",6,0.218234908355038,0.119140620282424,0.245231169288464,0.0714285714285714,0.0701082920065928,-0.0182303853021392,0.506758822330192,6,0.218234908355038,0.119140620282424,0.245231169288464,0.0714285714285714,0.0701082920065928,-0.0182303853021392,0.506758822330192,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",13,0.276013513188972,0.209195260034733,0.273090584555725,0.473666666666667,-0.122118531466255,-0.113699723271203,2.71084966206304,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",10,0.151150803210118,0.180183792941683,0.111164887907331,0.158333333333333,-0.0242356631935364,-0.0111385928585093,0.675514878507746,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",10,0.2441258473272,0.157652506703913,0.18938290410097,0.365588235294118,0.0878340282729605,0.0892196405767923,0.32717208544447,10,0.2441258473272,0.157652506703913,0.18938290410097,0.365588235294118,0.0878340282729605,0.0892196405767923,0.32717208544447,-10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",9,0.441823287233699,0.444596979832052,0.0528585906727665,0,-0.0270510577406353,-0.00444070841891899,0.210410833727432,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",39,0.182503873871337,0.110698259545685,0.216220930480989,0.25,-0.0484574080053935,-0.0487284641266867,0.212675919757449,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",21,0.158351491645062,0.114721204820435,0.148149213532088,0.189697467948718,-0.0527991973466342,-0.0451077757931502,5.99322059616646,21,0.158351491645062,0.114721204820435,0.148149213532088,0.189697467948718,-0.0527991973466342,-0.0451077757931502,5.99322059616646,-21,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",90,0.185376339638556,0.15156914446457,0.135317920118294,0.160714285714286,-0.0451783333548199,-0.0385391200424125,2.54514088511561,90,0.185376339638556,0.15156914446457,0.135317920118294,0.160714285714286,-0.0451783333548199,-0.0385391200424125,2.54514088511561,-90,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",107,0.103677075521952,0.053010744338359,0.110576849134595,0.095133555429471,-0.0298984513589253,-0.0164824246643404,0.937773429490603,107,0.103677075521952,0.053010744338359,0.110576849134595,0.095133555429471,-0.0298984513589253,-0.0164824246643404,0.937773429490603,-103,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",74,0.237172438459938,0.216842497642755,0.176557518347334,0.238234758871701,0.00677929522474698,-0.00554737412478424,0.990272005944333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",9,0.0950546085662673,0.0490996862722318,0.113376700140338,0.0934619625137817,-0.00690912833548043,-0.0067539953629685,0.58261399589328,9,0.0950546085662673,0.0490996862722318,0.113376700140338,0.0934619625137817,-0.00690912833548043,-0.0067539953629685,0.58261399589328,-9,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",4,0.153297358325253,0.147299968432148,0.0290658042350263,0.0238095238095238,0.00302435995676936,0.051492673992674,1.01406015661414,4,0.153297358325253,0.147299968432148,0.0290658042350263,0.0238095238095238,0.00302435995676936,0.051492673992674,1.01406015661414,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",6,0.13841348567571,0.14366040505009,0.0464894161606197,0.058974358974359,-0.0227710439629926,-0.0284401709401709,1.77744586002976,6,0.13841348567571,0.14366040505009,0.0464894161606197,0.058974358974359,-0.0227710439629926,-0.0284401709401709,1.77744586002976,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,0.183884311306813,0.179329918250847,0.0853282235251891,0.0631578947368421,-0.0347197780012007,-0.0355661597226907,1.40578257702564,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Sweden","Sweden2014",4,0.414115246738821,0.424845294402034,0.237927122240168,0.269017094017094,-0.142243356572409,-0.118284673797199,1.09072781922629,4,0.414115246738821,0.424845294402034,0.237927122240168,0.269017094017094,-0.142243356572409,-0.118284673797199,1.09072781922629,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Trinidadandtobago","Trinidadandtobago2010",10,0.145063632102841,0.141993880634161,0.0545888322700029,0.0524166666666667,0.0281697865358078,0.0328983775675156,0.274053228206058,10,0.145063632102841,0.141993880634161,0.0545888322700029,0.0524166666666667,0.0281697865358078,0.0328983775675156,0.274053228206058,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",11,0.0614717680294394,0.0494093388937845,0.0433422257342,0.0572092656001577,0.0293164301000843,0.0243189872918379,0.865999688042254,11,0.0614717680294394,0.0494093388937845,0.0433422257342,0.0572092656001577,0.0293164301000843,0.0243189872918379,0.865999688042254,-10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",67,0.188494064016633,0.217288492738363,0.134130489954935,0.219586874142685,-0.0217363185640716,0.0560016552538019,1.24061062124499,67,0.188494064016633,0.217288492738363,0.134130489954935,0.219586874142685,-0.0217363185640716,0.0560016552538019,1.24061062124499,-67,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",5,0.0443812771558314,0.0295473811498796,0.06234379131888,0.0533333333333333,0.0190981794917682,0.0029422334739803,1.99415109602125,5,0.0443812771558314,0.0295473811498796,0.06234379131888,0.0533333333333333,0.0190981794917682,0.0029422334739803,1.99415109602125,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",9,0.295947269202143,0.202705950437017,0.189812445185872,0.133333333333333,-0.0168008597919771,-0.092898001478584,0.892089862026519,9,0.295947269202143,0.202705950437017,0.189812445185872,0.133333333333333,-0.0168008597919771,-0.092898001478584,0.892089862026519,-9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",29,0.11814517421638,0.0921135383594748,0.0767321508539545,0.0689159778986083,0.019973005441927,-0.00313613280567655,0.956615678205414,29,0.11814517421638,0.0921135383594748,0.0767321508539545,0.0689159778986083,0.019973005441927,-0.00313613280567655,0.956615678205414,-27,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",6,0.131332225596459,0.101436718508065,0.114308628314,0.200484552122694,-0.0122849032312771,-0.0286831026546339,2.89100669432159,6,0.131332225596459,0.101436718508065,0.114308628314,0.200484552122694,-0.0122849032312771,-0.0286831026546339,2.89100669432159,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",20,0.0938543047942167,0.0406268423947341,0.0957792655597125,0.137254901960784,-0.00249713577509816,-0.0020216834822201,0.521187185290637,20,0.0938543047942167,0.0406268423947341,0.0957792655597125,0.137254901960784,-0.00249713577509816,-0.0020216834822201,0.521187185290637,-20,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,0.128654122061473,0.108174401808074,0.0730369719146793,0.167619047619048,0.0247057954833014,-0.0496668051106698,0.359505498788071,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",19,0.148120656331851,0.106632777345233,0.124333761696357,0.108434782608696,0.0999893878588445,0.113853942331219,0.175587595364109,19,0.148120656331851,0.106632777345233,0.124333761696357,0.108434782608696,0.0999893878588445,0.113853942331219,0.175587595364109,-19,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
