"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Ethiopia","Ethiopia2011",12,0.477163703822816,0.407733940323992,0.267199374565315,0.380863464635191,0.0762817731804982,0.0762817731804982,1.1,-10,12,0.477163703822816,0.407733940323992,0.267199374565315,0.380863464635191,0.0762817731804982,0.0762817731804982,1.1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",8,0.344804402153683,0.304513130885136,0.166449229159855,0.15,-0.0426475528864669,-0.0510194234396482,3.4,-8,8,0.344804402153683,0.304513130885136,0.166449229159855,0.15,-0.0426475528864669,-0.0510194234396482,3.4,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,0.218288711884275,0.201731589215734,0.127186885153664,0.0666666666666667,0.398316676601237,0.308343411996067,1.05957296002882,-7,8,0.218288711884275,0.201731589215734,0.127186885153664,0.0666666666666667,0.398316676601237,0.308343411996067,1.05957296002882,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",630,0.583531216658451,0.6,0.184737302853762,0.2,0.0436867575540399,0.0140101702629364,0.777777777777778,-620,630,0.583531216658451,0.6,0.184737302853762,0.2,0.0436867575540399,0.0140101702629364,0.777777777777778,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",7,0.409702640785871,0.515993646675598,0.269372431608847,0.416666666666667,0.145421888748592,0.16650002142681,0.375260173479423,-6,7,0.409702640785871,0.515993646675598,0.269372431608847,0.416666666666667,0.145421888748592,0.16650002142681,0.375260173479423,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",8,0.11073208860023,0.0726975527055015,0.109979331907711,0.1985,-0.0019802395134492,-0.00248218215052611,1.22950819672131,-8,8,0.11073208860023,0.0726975527055015,0.109979331907711,0.1985,-0.0019802395134492,-0.00248218215052611,1.22950819672131,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",2,0.501411958066477,0.501411958066477,0.0496168130633407,0,0.0664250046211755,0.0350348890198374,1,8,2,0.501411958066477,0.501411958066477,0.0496168130633407,0,0.0664250046211755,0.0350348890198374,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",3,0.271864254803186,0.277777777777778,0.0670322213447627,0,0.00591352297459203,0.0185185185185185,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",14,0.548109760625891,0.547779172298514,0.224558484697599,0.034722222222223,0.0617813817285398,0.0712049059235491,1.31717043111036,-9,14,0.548109760625891,0.547779172298514,0.224558484697599,0.034722222222223,0.0617813817285398,0.0712049059235491,1.31717043111036,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",8,0.127223640297258,0.128232412043167,0.095715853382253,0,0.0451708829267852,0.111529758468111,0.6358940218128,-2,8,0.127223640297258,0.128232412043167,0.095715853382253,0,0.0451708829267852,0.111529758468111,0.6358940218128,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",9,0.390836329126454,0.296925608282062,0.267234956092796,0.455555555555555,0.042799109940182,0.107025210953068,1,-7,9,0.390836329126454,0.296925608282062,0.267234956092796,0.455555555555555,0.042799109940182,0.107025210953068,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,0.486461726600039,0.42737222237519,0.15092027337959,0.112280701754386,0.141389842811772,0.0305974705709193,0.0535082011017446,-10,11,0.486461726600039,0.42737222237519,0.15092027337959,0.112280701754386,0.141389842811772,0.0305974705709193,0.0535082011017446,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,0.585855551334138,0.585855551334138,0.407992390121764,0.576988371455214,-0.0390083324506205,-0.0412134551039438,1.11523406901676,2,2,0.585855551334138,0.585855551334138,0.407992390121764,0.576988371455214,-0.0390083324506205,-0.0412134551039438,1.11523406901676,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",5,0.39026113144026,0.40484601255308,0.0713124728386487,0.012087912087912,-0.00432362992718942,-0.0240068265068265,2.34791486097281,-4,5,0.39026113144026,0.40484601255308,0.0713124728386487,0.012087912087912,-0.00432362992718942,-0.0240068265068265,2.34791486097281,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",11,0.240121256970892,0.169169969951859,0.254744784609926,0.269624639389553,0.0899978799232484,0.0652297485216641,0.651113201922062,-11,11,0.240121256970892,0.169169969951859,0.254744784609926,0.269624639389553,0.0899978799232484,0.0652297485216641,0.651113201922062,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",21,0.595644737545273,0.676575413150228,0.250931541577631,0.274373040752351,-0.00739241456348648,-0.0739703263741941,0.370022694630928,-20,21,0.595644737545273,0.676575413150228,0.250931541577631,0.274373040752351,-0.00739241456348648,-0.0739703263741941,0.370022694630928,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,0.244947300902245,0.191419504833537,0.130036734156006,0.2125,-0.0168693026812736,-0.0163598290598291,1.12132019573411,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
