"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",74,78725.4548568274,61519.5861569049,61723.4900544516,74095.6259121113,49491.796344879,42337.6808773877,2.91666666666667,74,78725.4548568274,61519.5861569049,61723.4900544516,74095.6259121113,49491.796344879,42337.6808773877,2.91666666666667,74,78725.4548568274,61519.5861569049,61723.4900544516,74095.6259121113,49491.796344879,42337.6808773877,2.91666666666667,-137,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",143,48293.653078502,34303.9976987646,39682.3299772674,52429.2826000344,-6080.20492210682,900.971928328177,0.597911978834462,143,48293.653078502,34303.9976987646,39682.3299772674,52429.2826000344,-6080.20492210682,900.971928328177,0.597911978834462,143,48293.653078502,34303.9976987646,39682.3299772674,52429.2826000344,-6080.20492210682,900.971928328177,0.597911978834462,-283,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",52,46647.1271845835,35402.9102868482,36771.5600059939,39969.1881505888,34305.2497128037,32656.0217257346,1.9235449350311,52,46647.1271845835,35402.9102868482,36771.5600059939,39969.1881505888,34305.2497128037,32656.0217257346,1.9235449350311,52,46647.1271845835,35402.9102868482,36771.5600059939,39969.1881505888,34305.2497128037,32656.0217257346,1.9235449350311,-100,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,19455.4844768986,5065.88139762965,36400.9281575289,24278.1436160806,22724.8128691027,6030.31069265464,2.80728308752525,13,19455.4844768986,5065.88139762965,36400.9281575289,24278.1436160806,22724.8128691027,6030.31069265464,2.80728308752525,13,19455.4844768986,5065.88139762965,36400.9281575289,24278.1436160806,22724.8128691027,6030.31069265464,2.80728308752525,-22,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",9,23822.790237752,18638.2657086797,21891.6021655573,11220.197565786,4718.72930508847,-3391.72673156197,0.862690381584871,9,23822.790237752,18638.2657086797,21891.6021655573,11220.197565786,4718.72930508847,-3391.72673156197,0.862690381584871,9,23822.790237752,18638.2657086797,21891.6021655573,11220.197565786,4718.72930508847,-3391.72673156197,0.862690381584871,-15,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",8,72352.85248108,66171.6015423692,41085.9324054067,20265.8442742674,35130.3421987598,59377.8910334402,1.47710698555863,8,72352.85248108,66171.6015423692,41085.9324054067,20265.8442742674,35130.3421987598,59377.8910334402,1.47710698555863,8,72352.85248108,66171.6015423692,41085.9324054067,20265.8442742674,35130.3421987598,59377.8910334402,1.47710698555863,-16,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",4,75186.7382611737,61163.3056908151,49775.8143768947,26884.876320275,-16955.4907381784,-19708.2158364826,3.60174819666354,4,75186.7382611737,61163.3056908151,49775.8143768947,26884.876320275,-16955.4907381784,-19708.2158364826,3.60174819666354,4,75186.7382611737,61163.3056908151,49775.8143768947,26884.876320275,-16955.4907381784,-19708.2158364826,3.60174819666354,-5,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",5,37557.0719701254,31735.0570023453,17295.9440429628,6153.34498787532,5166.41162345844,-175.76144267179,0.812501430880593,5,37557.0719701254,31735.0570023453,17295.9440429628,6153.34498787532,5166.41162345844,-175.76144267179,0.812501430880593,5,37557.0719701254,31735.0570023453,17295.9440429628,6153.34498787532,5166.41162345844,-175.76144267179,0.812501430880593,-10,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",4,70290.4388293154,69720.7265060357,22166.1638692212,30339.6226415094,20516.3712926977,28956.6584179055,8.90708195090784,4,70290.4388293154,69720.7265060357,22166.1638692212,30339.6226415094,20516.3712926977,28956.6584179055,8.90708195090784,4,70290.4388293154,69720.7265060357,22166.1638692212,30339.6226415094,20516.3712926977,28956.6584179055,8.90708195090784,-2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",97,27316.6733970162,15391.2335532642,26639.6004547488,28900.0177786275,73.4226751800048,5253.21542196656,1.17647058823529,97,27316.6733970162,15391.2335532642,26639.6004547488,28900.0177786275,73.4226751800048,5253.21542196656,1.17647058823529,97,27316.6733970162,15391.2335532642,26639.6004547488,28900.0177786275,73.4226751800048,5253.21542196656,1.17647058823529,-170,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",7,86245.1703041037,41444.4581503818,83735.7690140284,155359.285714286,-48480.2988322383,-12726.5623121064,0.0834796579014,7,86245.1703041037,41444.4581503818,83735.7690140284,155359.285714286,-48480.2988322383,-12726.5623121064,0.0834796579014,7,86245.1703041037,41444.4581503818,83735.7690140284,155359.285714286,-48480.2988322383,-12726.5623121064,0.0834796579014,-14,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",20,8311.51312016724,4482.0795194328,9483.85753450482,6899.0755525853,-2910.86235375799,-2960.55448688487,0.678842315369262,20,8311.51312016724,4482.0795194328,9483.85753450482,6899.0755525853,-2910.86235375799,-2960.55448688487,0.678842315369262,20,8311.51312016724,4482.0795194328,9483.85753450482,6899.0755525853,-2910.86235375799,-2960.55448688487,0.678842315369262,-33,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",6,33175.7274742505,39186.4067501048,25788.8010031406,48640.3235031653,-5361.42593405078,-2091.23839792683,0.903992718877331,NA,NA,NA,NA,NA,NA,NA,NA,6,33175.7274742505,39186.4067501048,25788.8010031406,48640.3235031653,-5361.42593405078,-2091.23839792683,0.903992718877331,-6,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",19,22773.6101043918,17762.1303477447,22817.693466493,38457.4736326772,15967.971193927,12227.9669318858,0.545149371792391,19,22773.6101043918,17762.1303477447,22817.693466493,38457.4736326772,15967.971193927,12227.9669318858,0.545149371792391,19,22773.6101043918,17762.1303477447,22817.693466493,38457.4736326772,15967.971193927,12227.9669318858,0.545149371792391,-32,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,58611.7168582015,42563.5524059131,49967.1245948343,87794.5267498392,20692.9734484497,11769.7514000299,1.08788423490501,8,58611.7168582015,42563.5524059131,49967.1245948343,87794.5267498392,20692.9734484497,11769.7514000299,1.08788423490501,8,58611.7168582015,42563.5524059131,49967.1245948343,87794.5267498392,20692.9734484497,11769.7514000299,1.08788423490501,-9,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",642,26924.7069214755,17052.5728765824,27136.1212042954,26832.1016871524,2622.22335807484,4054.51856783183,0.888322186271873,642,26924.7069214755,17052.5728765824,27136.1212042954,26832.1016871524,2622.22335807484,4054.51856783183,0.888322186271873,642,26924.7069214755,17052.5728765824,27136.1212042954,26832.1016871524,2622.22335807484,4054.51856783183,0.888322186271873,-1222,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",107,4386.99840182769,3019.16900484135,5618.66885256041,3675.67286044769,6717.33778537294,6143.06568008828,0.83740960795537,107,4386.99840182769,3019.16900484135,5618.66885256041,3675.67286044769,6717.33778537294,6143.06568008828,0.83740960795537,107,4386.99840182769,3019.16900484135,5618.66885256041,3675.67286044769,6717.33778537294,6143.06568008828,0.83740960795537,-183,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",27,29146.4677989,17785.2846828748,29997.2465522212,31334.7345413768,-5932.42271870575,-8214.55436362371,0.804947280102843,NA,NA,NA,NA,NA,NA,NA,NA,27,29146.4677989,17785.2846828748,29997.2465522212,31334.7345413768,-5932.42271870575,-8214.55436362371,0.804947280102843,-27,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",3,112177.278670258,105405.267254983,45230.075107465,0,5010.16412719102,-12329.1572738323,0.995866900287135,3,112177.278670258,105405.267254983,45230.075107465,0,5010.16412719102,-12329.1572738323,0.995866900287135,3,112177.278670258,105405.267254983,45230.075107465,0,5010.16412719102,-12329.1572738323,0.995866900287135,-3,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",9,57853.9653839323,45553.7805083606,29514.4133303234,20727.9055934445,2313.28283122953,2188.56296786919,0.991360659889295,NA,NA,NA,NA,NA,NA,NA,NA,9,57853.9653839323,45553.7805083606,29514.4133303234,20727.9055934445,2313.28283122953,2188.56296786919,0.991360659889295,-6,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",14,47389.2950799339,39991.3353521385,46101.5496534082,21454.7914633333,29916.1834917669,39919.5320816734,0.445912161096336,14,47389.2950799339,39991.3353521385,46101.5496534082,21454.7914633333,29916.1834917669,39919.5320816734,0.445912161096336,14,47389.2950799339,39991.3353521385,46101.5496534082,21454.7914633333,29916.1834917669,39919.5320816734,0.445912161096336,-27,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",8,63132.6510116331,44400.7630609712,75055.0912442369,66305.1417036793,-30679.6616621313,-35322.9987218501,0.487371167613003,8,63132.6510116331,44400.7630609712,75055.0912442369,66305.1417036793,-30679.6616621313,-35322.9987218501,0.487371167613003,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Laos","Laos2012",4,7279.77406353085,7319.54862138798,3623.99369064635,6508.96385873886,-1067.80416421114,-792.474699434097,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4,7279.77406353085,7319.54862138798,3623.99369064635,6508.96385873886,-1067.80416421114,-792.474699434097,1.33333333333333,-3,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",6,44634.7027943059,49087.9306028416,31614.1037070214,35233.4490387212,6907.70561761351,6493.81921287953,0.869185062067319,NA,NA,NA,NA,NA,NA,NA,NA,6,44634.7027943059,49087.9306028416,31614.1037070214,35233.4490387212,6907.70561761351,6493.81921287953,0.869185062067319,-6,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",5,172138.416603656,167677.687803315,142311.280287125,204982.907486553,35173.9316463363,85227.0912842438,1.45956830262428,5,172138.416603656,167677.687803315,142311.280287125,204982.907486553,35173.9316463363,85227.0912842438,1.45956830262428,5,172138.416603656,167677.687803315,142311.280287125,204982.907486553,35173.9316463363,85227.0912842438,1.45956830262428,-3,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",6,683.282431595156,380.013556096119,1057.4903447755,77.6002599140892,179.471756992661,-67.1698422586988,0.013638059451308,6,683.282431595156,380.013556096119,1057.4903447755,77.6002599140892,179.471756992661,-67.1698422586988,0.013638059451308,6,683.282431595156,380.013556096119,1057.4903447755,77.6002599140892,179.471756992661,-67.1698422586988,0.013638059451308,-8,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",9,18590.7728914351,23480.6341970134,10518.6186916943,18590.991199545,-3476.84177627334,-3073.89613568068,0.417214971627287,NA,NA,NA,NA,NA,NA,NA,NA,9,18590.7728914351,23480.6341970134,10518.6186916943,18590.991199545,-3476.84177627334,-3073.89613568068,0.417214971627287,-8,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",129,34696.879128725,33683.0173596276,26143.4762723395,28366.7475118971,12943.2063043587,11632.183658635,1.8280842960884,129,34696.879128725,33683.0173596276,26143.4762723395,28366.7475118971,12943.2063043587,11632.183658635,1.8280842960884,129,34696.879128725,33683.0173596276,26143.4762723395,28366.7475118971,12943.2063043587,11632.183658635,1.8280842960884,-236,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",8,15417.7589146116,11723.4984312879,13245.9770536519,27908.2563471085,-1177.04719779743,-1173.51336814576,1.33717741146878,NA,NA,NA,NA,NA,NA,NA,NA,8,15417.7589146116,11723.4984312879,13245.9770536519,27908.2563471085,-1177.04719779743,-1173.51336814576,1.33717741146878,-7,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",5,849672.532918788,81822.5369765897,1511244.85875658,3089468.00151459,255112.541025178,55256.2331759445,2.57430252038678,5,849672.532918788,81822.5369765897,1511244.85875658,3089468.00151459,255112.541025178,55256.2331759445,2.57430252038678,5,849672.532918788,81822.5369765897,1511244.85875658,3089468.00151459,255112.541025178,55256.2331759445,2.57430252038678,-6,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",24,9635.8236407212,6705.27409723699,8799.89883821779,8014.23774772556,-2555.8363164996,-3043.52177812268,0.319243134049554,24,9635.8236407212,6705.27409723699,8799.89883821779,8014.23774772556,-2555.8363164996,-3043.52177812268,0.319243134049554,24,9635.8236407212,6705.27409723699,8799.89883821779,8014.23774772556,-2555.8363164996,-3043.52177812268,0.319243134049554,-40,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",12,7356.78408440008,6364.55729418521,3296.55431323542,4279.44590122793,1573.87185702819,4894.40351941745,1.96430720309493,12,7356.78408440008,6364.55729418521,3296.55431323542,4279.44590122793,1573.87185702819,4894.40351941745,1.96430720309493,12,7356.78408440008,6364.55729418521,3296.55431323542,4279.44590122793,1573.87185702819,4894.40351941745,1.96430720309493,-9,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",9,224784.181820996,49279.1572910859,519793.643075056,34942.5954038478,-82428.3379781689,-93964.2840406519,0.0766654229492312,9,224784.181820996,49279.1572910859,519793.643075056,34942.5954038478,-82428.3379781689,-93964.2840406519,0.0766654229492312,9,224784.181820996,49279.1572910859,519793.643075056,34942.5954038478,-82428.3379781689,-93964.2840406519,0.0766654229492312,-18,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",14,2699529.50862539,851.838642906656,5241621.54547869,69051.1190648154,-296160.525820234,-135623.069037577,0.423855370542689,14,2699529.50862539,851.838642906656,5241621.54547869,69051.1190648154,-296160.525820234,-135623.069037577,0.423855370542689,14,2699529.50862539,851.838642906656,5241621.54547869,69051.1190648154,-296160.525820234,-135623.069037577,0.423855370542689,-16,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",20,1434411.56824775,20378.4182181403,4247955.3845465,122165.425293475,-32666.6021733362,595506.362037855,2.07530133229484,20,1434411.56824775,20378.4182181403,4247955.3845465,122165.425293475,-32666.6021733362,595506.362037855,2.07530133229484,20,1434411.56824775,20378.4182181403,4247955.3845465,122165.425293475,-32666.6021733362,595506.362037855,2.07530133229484,-20,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",8,39966.3052277087,21235.1284466076,48801.5764419032,33086.1541877121,-6000.07667996318,-7972.37006202835,0.861355551018473,NA,NA,NA,NA,NA,NA,NA,NA,8,39966.3052277087,21235.1284466076,48801.5764419032,33086.1541877121,-6000.07667996318,-7972.37006202835,0.861355551018473,-6,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",36,60615.76069638,47344.2710007985,60585.7606976368,30834.0979267232,21157.3706548555,15629.3016277613,2.62051963963226,36,60615.76069638,47344.2710007985,60585.7606976368,30834.0979267232,21157.3706548555,15629.3016277613,2.62051963963226,36,60615.76069638,47344.2710007985,60585.7606976368,30834.0979267232,21157.3706548555,15629.3016277613,2.62051963963226,-66,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",139,37991.3090703576,17808.9907585415,58357.2073804626,28257.1526423259,-12233.0214175684,-2886.39234314598,1.36027970704684,139,37991.3090703576,17808.9907585415,58357.2073804626,28257.1526423259,-12233.0214175684,-2886.39234314598,1.36027970704684,139,37991.3090703576,17808.9907585415,58357.2073804626,28257.1526423259,-12233.0214175684,-2886.39234314598,1.36027970704684,-249,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",10,130440.605420699,50313.4211007928,151628.457941235,217734.632607922,-58984.5186372583,-56775.6914589115,0.512346600167016,10,130440.605420699,50313.4211007928,151628.457941235,217734.632607922,-58984.5186372583,-56775.6914589115,0.512346600167016,10,130440.605420699,50313.4211007928,151628.457941235,217734.632607922,-58984.5186372583,-56775.6914589115,0.512346600167016,-12,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",7,38744.1545695217,23809.8236537384,31269.1427868392,51386.0231437869,-14434.0459833577,-5405.37074435061,0.0985714101964306,7,38744.1545695217,23809.8236537384,31269.1427868392,51386.0231437869,-14434.0459833577,-5405.37074435061,0.0985714101964306,7,38744.1545695217,23809.8236537384,31269.1427868392,51386.0231437869,-14434.0459833577,-5405.37074435061,0.0985714101964306,-12,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",93,32334.7022727144,28868.2271673297,24950.2267926245,30361.9542018907,690.727610685787,-288.034699960034,0.269744704467745,93,32334.7022727144,28868.2271673297,24950.2267926245,30361.9542018907,690.727610685787,-288.034699960034,0.269744704467745,93,32334.7022727144,28868.2271673297,24950.2267926245,30361.9542018907,690.727610685787,-288.034699960034,0.269744704467745,-148,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",7,125795.825483385,138511.263130574,57943.1825526232,27654.86399024,10265.0539236607,13900.6613115952,1.20370308818622,7,125795.825483385,138511.263130574,57943.1825526232,27654.86399024,10265.0539236607,13900.6613115952,1.20370308818622,7,125795.825483385,138511.263130574,57943.1825526232,27654.86399024,10265.0539236607,13900.6613115952,1.20370308818622,-13,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovenia","Slovenia2013",10,90786.8237529433,96586.6509541717,49856.024682849,64797.8645355649,2028.47751748395,-8671.66443931259,1.12014947980249,10,90786.8237529433,96586.6509541717,49856.024682849,64797.8645355649,2028.47751748395,-8671.66443931259,1.12014947980249,10,90786.8237529433,96586.6509541717,49856.024682849,64797.8645355649,2028.47751748395,-8671.66443931259,1.12014947980249,-18,"2013","Europe and Central Asia","Slovenia","High income"
"SriLanka","SriLanka2011",12,14706.2972273144,11751.3997804558,17509.0509295775,21443.3967943932,-2307.43471661373,-9948.95561955541,0.431534628918873,12,14706.2972273144,11751.3997804558,17509.0509295775,21443.3967943932,-2307.43471661373,-9948.95561955541,0.431534628918873,12,14706.2972273144,11751.3997804558,17509.0509295775,21443.3967943932,-2307.43471661373,-9948.95561955541,0.431534628918873,-22,"2011","South Asia","Sri Lanka","Lower middle income"
"Sudan","Sudan2014",5,12079.8105783959,12393.7876806579,10802.112741806,15010.4012946163,-7957.78084645462,-7629.62834248482,0.198602238293393,5,12079.8105783959,12393.7876806579,10802.112741806,15010.4012946163,-7957.78084645462,-7629.62834248482,0.198602238293393,5,12079.8105783959,12393.7876806579,10802.112741806,15010.4012946163,-7957.78084645462,-7629.62834248482,0.198602238293393,-8,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Sweden","Sweden2014",11,270311.585784119,233868.968299054,198249.40945309,48797.3883383246,129249.902058092,96561.9721664185,0.78433123148047,11,270311.585784119,233868.968299054,198249.40945309,48797.3883383246,129249.902058092,96561.9721664185,0.78433123148047,11,270311.585784119,233868.968299054,198249.40945309,48797.3883383246,129249.902058092,96561.9721664185,0.78433123148047,-21,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",9,17345.9368143038,14448.2304061713,17036.845221384,22490.0323737387,-1606.67710621479,-2553.20200226719,3.5519624356274,9,17345.9368143038,14448.2304061713,17036.845221384,22490.0323737387,-1606.67710621479,-2553.20200226719,3.5519624356274,NA,NA,NA,NA,NA,NA,NA,NA,-1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",5,29154.06458645,25247.3869765822,19176.5400514631,35761.8583969691,-839.322496824302,-2164.98222134668,1.63214219726557,5,29154.06458645,25247.3869765822,19176.5400514631,35761.8583969691,-839.322496824302,-2164.98222134668,1.63214219726557,5,29154.06458645,25247.3869765822,19176.5400514631,35761.8583969691,-839.322496824302,-2164.98222134668,1.63214219726557,-10,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",13,81575.3588727416,85456.5569509076,39790.1861689132,48700.1936285412,20565.7011341491,21045.1565173416,2.10744880313865,13,81575.3588727416,85456.5569509076,39790.1861689132,48700.1936285412,20565.7011341491,21045.1565173416,2.10744880313865,13,81575.3588727416,85456.5569509076,39790.1861689132,48700.1936285412,20565.7011341491,21045.1565173416,2.10744880313865,-24,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",22,52771.0471042335,57787.4582584384,43013.0832319434,60539.2419850307,13331.292759648,131068.985068709,NA,22,52771.0471042335,57787.4582584384,43013.0832319434,60539.2419850307,13331.292759648,131068.985068709,NA,22,52771.0471042335,57787.4582584384,43013.0832319434,60539.2419850307,13331.292759648,131068.985068709,NA,-27,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",9,9604.82795392739,6811.78722612621,8284.84610641314,3374.49370520338,6616.06457045265,4455.13611563051,1.09236198523007,9,9604.82795392739,6811.78722612621,8284.84610641314,3374.49370520338,6616.06457045265,4455.13611563051,1.09236198523007,9,9604.82795392739,6811.78722612621,8284.84610641314,3374.49370520338,6616.06457045265,4455.13611563051,1.09236198523007,-12,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",15,82412.4818933754,50103.3636992732,102960.399789894,45703.0346237479,142152.67578526,116398.800371334,0.817290362945489,15,82412.4818933754,50103.3636992732,102960.399789894,45703.0346237479,142152.67578526,116398.800371334,0.817290362945489,15,82412.4818933754,50103.3636992732,102960.399789894,45703.0346237479,142152.67578526,116398.800371334,0.817290362945489,-30,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",8,31305.5450804512,24070.6398493392,27141.9279288795,16504.5115698619,2133.87598361173,24313.0341301796,0.292195994304394,NA,NA,NA,NA,NA,NA,NA,NA,8,31305.5450804512,24070.6398493392,27141.9279288795,16504.5115698619,2133.87598361173,24313.0341301796,0.292195994304394,-8,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",6,92303.6023827009,89840.0579129719,49194.7331430302,77653.5734616778,22710.1962332141,22520.2177577942,1.79169211727908,6,92303.6023827009,89840.0579129719,49194.7331430302,77653.5734616778,22710.1962332141,22520.2177577942,1.79169211727908,6,92303.6023827009,89840.0579129719,49194.7331430302,77653.5734616778,22710.1962332141,22520.2177577942,1.79169211727908,-11,"2010","Latin America and Caribbean","Venezuela, RB","High income"
