"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",1,0.210846444741366,0.210846444741366,NA,0,0,0,1,2,0.179970730439507,0.179970730439507,0.0612195650108923,0.0865775391209853,0.00264095941615738,0.00264095941615738,0.9425,1,0.514642218096127,0.514642218096127,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",3,0.188043565921533,0.146380549923789,0.0869219247692294,0.155094720496894,0.00236094919037534,0.00234534518455059,1,2,0.260702631578947,0.260702631578947,0.0263006506455017,0.0371947368421053,-0.00865422094841063,-0.00865422094841063,1.87037037037037,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",2,0.230351504937433,0.230351504937433,0.174009818432844,0.246087045213808,-0.034093155472147,-0.0335573243473375,1.34434626631263,2,0.186976948450787,0.186976948450787,0.00936640932519287,0.0132461030984256,-0.00356289571789335,-0.00356289571789335,2.16428571428571,5,0.335786073772271,0.353694126623059,0.201696465318628,0.229329458523786,0.0144133966772735,0.0472144470385237,0.837373318968021,1,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",2,0.275130003004781,0.275130003004781,0.0337136036602312,0.0476782355327702,-0.00471810270271322,-0.00476782355327702,1.26081079466674,1,0.120481927710843,0.120481927710843,NA,0,0,0,1,4,0.0777392327131911,0.0587490149875619,0.045848651693768,0.0674971510402485,0.0102117901751605,-0.00136277327347659,0.708479841783574,3,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",53,0.208078427868412,0.19478092014319,0.128399316717198,0.128888888888889,-0.00595960501973272,-0.0134240471954905,1.32485242128675,58,0.153331024152858,0.145896491712252,0.118866806179372,0.122846441947566,0.0212674703414313,0.0319375495160414,0.862135317107582,63,0.176197188574406,0.138781774128264,0.100238457617009,0.163931888544892,-0.00125957827717321,-0.0100135856592368,0.781104132355892,10,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.210678652909729,0.210678652909729,NA,0,0,0,1,1,0.0875862068965517,0.0875862068965517,Inf,0,0,0,1,5,0.354631815307821,0.368240964967258,0.152936661982063,0.152777777777778,-0.0148335027370436,-0.0132764600615637,1.42022873644465,1,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,0.7,0.7,NA,0,0,0,1,1,0.12,0.12,NA,0,0,0,1,3,0.289799251475859,0.187144066355172,0.335827931478022,0.561917629519195,0.0205522104648365,0.0393973578995519,1.02660435364541,0,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",5,0.177142857142857,0.2,0.0736528675474294,0.075,0.0155212355212355,0.0155212355212355,0.636363636363636,4,0.216151794085213,0.209227645104377,0.130161650632372,0.164047308677478,0.0130024833049729,0.0221733808631536,0.674422222222222,3,0.0987619047619048,0.032,0.131275169274418,0.235714285714286,-0.0123464796961729,-0.0123464796961729,1,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.308333333333333,0.308333333333333,NA,0,0,0,1,2,0.31551535553034,0.31551535553034,0.104880780913687,0.148323822800418,-0.0476912560659817,-0.0443380864403394,2.25633802816901,2,0.267857142857143,0.267857142857143,0.0252538136138053,0.0357142857142857,-0.0033068783068783,-0.0033068783068783,1.22727272727273,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",17,0.264843879836354,0.28021256992504,0.144639221522953,0.121428571428571,-0.0235937262511736,-0.0225407543724027,2.42043366632519,11,0.229552778901903,0.235189666018621,0.0911502343305292,0.125,-0.00825373653977922,-0.002496391900932,1.06618329476634,13,0.25444199982344,0.221767489790327,0.151765421426988,0.259615384615385,-0.0026708499491812,0.000172965644383255,0.728998686342554,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.03625,0.03625,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.29,0.29,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",110,0.153184850866754,0.134946476910229,0.101649974826156,0.147272727272727,-0.00638557599185166,-0.00291376089778897,1.03188130871416,168,0.118093375836,0.1,0.0805844674399018,0.103894736842105,0.005384368068551,0.02654474084061,1.03472859542357,239,0.133821913965019,0.108735959574573,0.104283569456968,0.152,-0.00421589553989904,-0.00289734740030171,0.997690260562982,2,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",94,0.359064730318325,0.344443257349817,0.201313960524909,0.229565217391304,-0.0165184547984231,-0.0115973552743293,1.0228148886101,25,0.106656631444286,0.0837793054168218,0.064667648395797,0.042661111111111,-0.0225351587414968,-0.0201035051455502,2.04114246958151,33,0.274684274409574,0.27488023448427,0.154175638953639,0.145833333333333,-0.00559743050108885,-0.00715326442027993,0.983833404153176,4,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,0.306440677966102,0.306440677966102,0.386551707048646,0.546666666666667,0.0349250276484658,0.0356521739130435,0.859191655801825,4,0.129384867675206,0.130017921984032,0.0379030929155494,0.088995983935743,-0.000196773707667079,-0.000394192025329847,0.97790404040404,2,0.157118644067797,0.157118644067797,0.0777817459305202,0.11,-0.0156157538943862,-0.0154,1,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",8,0.186795393716606,0.120585912172633,0.187185588384752,0.358095238095238,-0.00314121424424246,0.00982264290687417,1.97269399960836,13,0.127479674319595,0.128910584434042,0.0937505848121834,0.16736140252716,-0.0754742966577224,-0.0484676484490621,0.43598895887494,11,0.132069910443238,0.0874566790196713,0.123954112658543,0.148829431438127,-0.0203339857693924,-0.0277144891090918,1.22739469927871,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",10,0.347998072169936,0.323935863650429,0.152708014525115,0.0223913043478262,-0.0230540470965335,-0.0426585995317878,1,21,0.391297077435609,0.271863887871094,0.269670833396803,0.399949315946108,-0.000942324004111469,0.0144631655526633,0.786392383290726,11,0.28663085767702,0.303232098164149,0.226074285149539,0.345925925925926,-0.0437161589500453,-0.000340348845062023,0.931134289526047,6,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",20,0.272442620128167,0.241425288440433,0.169612454028449,0.238227513227513,-0.020553915808861,-0.00155713241436927,0.577337699988822,6,0.181639293822077,0.130871676387559,0.217328080902827,0.398020618556701,-0.0067900265469832,-0.0507991499905816,1.01815785985826,10,0.166125090727012,0.130406831305622,0.128419272176039,0.135833333333333,0.0154192691448254,0.00971992186319341,0.728036246254957,2,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",8,0.277567688519301,0.298778563723648,0.153265918354776,0.22,0.0249656813562628,0.0151461844706144,0.792422735102049,10,0.15870800528824,0.130036838798648,0.0950183980913568,0.13940543597845,0.0354678574552458,-0.000100463301081612,0.402248043776196,1,0.24,0.24,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",2,0.253395889580684,0.253395889580684,0.0783550757531039,0.110810810810811,0.0195759989656581,0.0213097713097713,0.76634795589232,2,0.310116525423729,0.310116525423729,0.040823431752825,0.0577330508474576,0.0114123472605439,0.0114123472605439,0.716666666666667,4,0.124697654096433,0.106230242453762,0.0477428125690651,0.0876923076923077,0.000577879239995119,-0.000750044826967907,0.98391719419707,1,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",1,0.333333333333333,0.333333333333333,NA,5.55111512312578e-17,0,0,1,3,0.252854568811578,0.140701568682684,0.36686946406121,0.607222222222222,0,0,1,2,0.114440656790946,0.114440656790946,0.0187599758273982,0.026530612244898,-0.00557753929160904,-0.00541822362747916,1.62929768132111,3,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",5,0.197435753399758,0.106935992945229,0.228862024304666,0.468,0.0063026004179847,0.00363809523809524,1.00955943439268,1,0.228571428571429,0.228571428571429,NA,0,0,0,1,1,0.5,0.5,NA,0,0,0,1,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",3,0.0744415916524215,0.0734961217185226,0.02525886686265,0.0289634146341463,0.00183947513667748,-0.00147502903600465,0.756037228212066,1,0.017741935483871,0.017741935483871,NA,0,0,0,1,2,0.15,0.15,0,0,0,0,1,11,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",16,0.199375794492989,0.207406652157777,0.159228897550474,0.23,-0.0145108660456652,-0.00320368795666415,1.00268501737022,6,0.231574518346783,0.186446663702167,0.22701755697479,0.214285714285714,0.261989311655715,0.249753969502632,0.0530035335689046,4,0.146159654051882,0.120286462440129,0.178859459328493,0.203846153846154,0.0205269525535098,-0.00283316065405183,0.464399295536709,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",17,0.485242859858369,0.625688447946212,0.369205542205366,0.602941176470588,-0.0508734185061719,-0.0112522082430122,NA,20,0.252820322357807,0.04126817071924,0.402531616598378,0.332461433963159,-0.20938477646855,-0.134559922219422,2.61811377366272,14,0.309234101906917,0.0942953922518717,0.348168602300958,0.4,-0.0933117890123802,-0.0427239049800906,1.45374794644836,2,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",1,0.425454545454545,0.425454545454545,NA,0,0,0,1,1,0.260869565217391,0.260869565217391,NA,0,0,0,1,3,0.338952532719558,0.315605325541958,0.190992076550969,0.379492866969697,-0.00382035083566609,-0.00260053024876848,1.0245783233695,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",11,0.254993963219711,0.214285714285714,0.176091873856583,0.342723776223776,-0.00323355127249637,-0.0162698957127529,1.20411070727622,17,0.270246532259528,0.244305902358587,0.125207909002421,0.161077705827937,-0.027093853113871,-0.0292812794334433,1.13251428502365,15,0.230486384383723,0.198422871037222,0.158436954219495,0.17598,0.0277667360101586,0.0282317989051981,0.924308012126953,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,0.328864396372347,0.240020871319209,0.306753053490566,0.513648648648649,-0.00119474376149494,0.0178183540683541,1.09733292544998,3,0.325171460984641,0.285339025211059,0.218569832113436,0.382961283454648,0.0042095339258902,0.0037817059701943,0.965528421251003,9,0.244289298072475,0.224492530907295,0.207023408661932,0.329397372942152,-0.0214109732251836,0.00322483698551212,0.921438242891022,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",1,0.285714285714286,0.285714285714286,NA,0,0,0,1,4,0.141400039958846,0.0582787724762181,0.1969209562838,0.376190542686659,0.0135265232772402,0.0139016677870696,0.989407638849673,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",1,0.36,0.36,NA,0,0,0,1,2,0.165756337025109,0.165756337025109,0.00684779218346776,0.00968424057817258,-0.00302928744144049,-0.00340859783508048,NA,1,0.048,0.048,NA,0,0,0,1,4,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",10,0.3961417582323,0.305147834903576,0.264198785009024,0.381333333333333,0.0468206452144564,0.0296954247880803,0.411077844126795,1,0.566666666666667,0.566666666666667,NA,0,0,0,1,1,0.375,0.375,NA,0,0,0,1,1,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",2,0.520934679641789,0.520934679641789,0.369871239389886,0.523076923076923,0.0887709485853521,0.0871794871794872,0.73324638495171,2,0.24678580588334,0.24678580588334,0.571095384766517,0.807650838545489,0.0301836722115331,0.0347180224714124,0.889111831858245,4,0.169344603939707,0.0971802425413895,0.208557064989057,0.437666624667211,-0.0384811975627266,-0.0350686768303897,1.36095697668576,1,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",8,0.276173963835678,0.2,0.15560378536763,0.2,-0.0486583292273984,0.00162979271165831,2.65975333586532,3,0.250448431706352,0.266666666666667,0.0615547998026925,0.120454545454546,0.00844078654148887,0.00853509651219575,0.936123348017621,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",5,0.167523142097619,0.169689467785245,0.0775610160407857,0.0943147597601827,-0.00473685783176456,-0.000698570737803162,2.13615114562617,4,0.408958625881551,0.454538501497961,0.251884687905752,0.438610438990667,-0.0186549843183043,-0.0366211735033028,1.33154807881482,6,0.152459059905248,0.135108141211139,0.0644573953904828,0.044085123309467,0.00657715528401913,0.0116524543249829,0.679913005167825,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",18,0.37307466076911,0.426535504543852,0.223656751758744,0.36,0.00356033472021158,-0.0123824480544103,1.02334267351778,26,0.158505123147326,0.141060547165471,0.155385929908413,0.159432205164292,-0.0289742203278589,-0.0518615843318813,1.21108960809535,35,0.286832465674729,0.239763774360395,0.192622639406354,0.2,0.00155724404430532,0.00630364394178783,1.42578934611398,2,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",11,0.0321629930728019,0.0233856591989642,0.0475415653513235,0,-0.00171692462288828,-0.00363163970143362,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0515734876733624,0.0187731010806604,0.0832244117470655,0.0174584894684692,-0.0201482480438904,-0.0222386684287498,1.54407410004059,9,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",5,0.297702355164111,0.231502604671462,0.207463527520866,0.347028571428571,-0.0587036191232375,-0.0370603113553113,1.39043277325246,3,0.119043764369349,0.13171417323343,0.0979810812665118,0.174285714285714,0.00502578492818904,0.00608344787158887,0.714285714285714,1,0.75,0.75,NA,0,0,0,1,2,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",14,0.366166745346845,0.258315575102321,0.293621884490225,0.356,-0.00332238165937825,-0.0314267554258545,0.904683927436058,5,0.224911064377253,0.19765974503876,0.133284653880151,0.186162210470085,0.0365612615649219,0.0385205953662201,0.7807675024235,12,0.288361300298327,0.22752580843377,0.188118294624578,0.200040644444444,-0.00323726539084718,-0.0133775609986036,0.992677212376043,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,0.285714285714286,0.285714285714286,NA,0,0,0,1,10,0.0974943306493335,0.0830058729188864,0.0706737465098434,0.0890002521594684,0.00458659479690782,0.000648858818688659,1.04572255297337,11,0.179181292325528,0.0235233175166159,0.287301978045459,0.417589054503154,-0.0121356032745854,-0.0332023561530204,0.946128364785086,1,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",14,0.0905884922635615,0.0933394180941222,0.0568247870250997,0.0825,0.00321986122238475,0.000178088677375687,1.05525254802186,30,0.176223827271748,0.118797080654958,0.204135193136453,0.182222222222222,0.0185539113103234,0.00749452082384076,0.89253836689151,40,0.164618288428078,0.144108455285669,0.108816465400261,0.150925925925926,-0.00626463290747591,-0.00870255893892664,1.11754064671271,5,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",4,0.300801830192198,0.251237281514305,0.126225475410408,0.268235294117647,-0.0294054875863156,-0.0289395250078641,1.64571895378624,NA,NA,NA,NA,NA,NA,NA,NA,1,0.143408118811881,0.143408118811881,NA,0,0,0,1,0,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",3,0.356111111111111,0.36,0.0211037999035806,0.0416666666666666,0.00175925925925925,0.00175925925925925,0.722222222222222,NA,NA,NA,NA,NA,NA,NA,NA,2,0.10699627522697,0.10699627522697,0.0867885327891122,0.122737520128824,-0.0128107226404425,-0.0126969848409129,NA,0,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",3,0.146395608997413,0.128660040872862,0.0786126702252239,0.0447695035460993,-0.0195225104747001,-0.0240309861533266,2.25290047317647,2,0.0790559610562478,0.0790559610562478,0.0698283701920405,0.0987522281639929,0.00120294262582469,0.00120429546541455,0.976749522221553,2,0.0183652207304025,0.0183652207304025,0.00857423394422495,0.0121257979308827,0.00119335552394694,0.00173225684726895,0.88176949018052,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
