"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Croatia","Croatia2013",3,34693.3522894075,38138.2902984369,7688.672904356,14117.4756751772,-692.944191557643,-703.890848506642,0.902388896768193,NA,NA,NA,NA,NA,NA,NA,NA,2,7,35626.5984704219,30489.2125322551,23362.0608504375,37933.8184151182,-8466.10946136297,-8624.70010378337,1.26479167607674,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",6,3250.68146982877,2424.70823231111,2588.37539163521,3679.00021906426,-161.065784399333,-146.463606850627,0.451938427253617,3,2014.27757467221,880.087379680236,2216.99727864549,3989.78695108053,-900.731700114269,-1055.91150722645,0.0798167261573137,3,1,266179.13140292,266179.13140292,NA,0,0,0,1,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",26,3380.93721265296,2933.92407083918,1909.96041580333,1016.57946283693,355.036336415604,-63.1502821926161,0.86032077665782,18,2179.39770713163,2399.90623236693,1085.67121395393,1455.99448712993,-42.2801495026395,84.5812477965803,0.410385209263176,28,6,5812.35522639067,3365.74966240846,5382.66260156451,9476.72472019955,1133.71354989675,371.350365722294,3.45605425401099,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",1,27257.4660367025,27257.4660367025,NA,0,0,0,1,4,15929.7888383786,13564.3687673216,6935.17224998362,13529.5517725761,916.59132587285,-12.2510163135057,1.0106009430351,3,2,33777.2505242061,33777.2505242061,33333.2611605529,47140.3500113782,16688.4533156829,15607.2780443077,2.73017127799737,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",5,2720.89736261271,2390.86921215648,1919.038819678,1197.21868450829,-383.737382406644,-383.737382406644,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,5470.80945566947,5470.80945566947,NA,0,0,0,1,3,9700.65563990209,6039.46070875823,7886.34422653725,14494.4107591825,474.236288213881,483.147025306082,1.11111111111111,3,1,8996.77350389572,8996.77350389572,NA,0,0,0,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",4,12722.7085664331,12050.4112320195,10958.4786542161,11981.2511035623,-5402.62629266101,-6245.30660204336,2.13222629146704,2,4094.65844518193,4094.65844518193,2030.20871218764,2871.14869522378,-1235.26935115175,-1322.23953069516,0.554417041674838,15,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",2,10184.3332252895,10184.3332252895,10115.9379010945,14306.0965758518,2384.34942930864,2384.34942930864,1.5,3,4548.73562644298,4520.08771823058,3351.83977291958,4774.41672295614,1238.42998559438,696.337590304501,2.34074184389863,6,3,25840.5777788558,22735.3177283626,12443.2394251435,24298.3314164207,1127.21379123734,1127.21379123734,2.07547169811321,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",4,8761.78609463248,5290.71035320674,10042.0342751355,6924.89989376481,-874.770560247466,-838.562385933371,0.666666666666667,1,3814.11566015636,3814.11566015636,NA,0,0,0,1,2,4,29691.0276051195,20866.2253820381,30251.3053943628,18146.3321620223,-7759.16872745276,-7903.40537968503,2.23885566742122,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",1,22968.9178675953,22968.9178675953,NA,0,0,0,1,1,12952.9147264433,12952.9147264433,NA,0,0,0,1,14,3,-157605.051464552,7707.19347164859,304137.872197444,523845.743174863,132187.002235372,132257.004233861,5.26371865788568,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",13,5482.290488149,4060.77313831069,3675.04783420017,4606.55398621886,2911.19952347926,5383.3895740604,0.403405964374709,84,4933.72978074539,3703.77927752532,3799.27810201253,2764.47743854491,-884.879686517379,-733.81278016059,1.99393803873619,38,9,8327.90452272179,6646.83360181046,15780.7003826725,22969.4839399604,-452.850216443465,-1265.55944883904,1.02734970103067,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",21,1884.84863555313,1774.56348961913,2188.47073768472,3277.60758440089,1253.29689331402,272.840027692853,1,NA,NA,NA,NA,NA,NA,NA,NA,26,1,1919.35516445217,1919.35516445217,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,7,16699.0672113863,15713.4323383704,13785.0530136229,11027.8028011156,-1060.92679227151,-1403.37623043517,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",2,8005.9594539549,8005.9594539549,1983.82011493829,2805.54531185428,311.727256872698,323.716766752417,NA,1,5468.2466301058,5468.2466301058,NA,0,0,0,1,1,3,66539.8575958075,64538.6888391097,26039.694959412,37861.7744407326,-16886.628508142,-10220.5464547509,0.177736185383244,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Laos","Laos2012",6,-2517.16900115096,-239.315167446208,6540.16771556166,10949.5236468118,2288.09363573458,320.39634324799,1.10369978457976,1,8967.9057609291,8967.9057609291,NA,0,0,0,1,9,1,7095.9759697029,7095.9759697029,Inf,0,0,0,1,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lithuania","Lithuania2013",3,14928.608545198,14648.6385866795,2313.84795313754,0,-139.315660984407,-209.54955104644,2.82964560782383,1,17733.8433079282,17733.8433079282,NA,0,0,0,1,16,2,15446.9257647843,15446.9257647843,3766.13839549348,5326.12399668092,2511.40132427572,2102.41736711089,3.60709383828987,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,20,1013.1889557745,1011.78032950219,1158.28018976181,963.67063866731,164.578312563019,134.322745296831,1,11,5,4053.90491260537,2012.64149679454,4121.3935492848,8402.44558066049,-383.740315785086,40.9352283775884,0.779833365650867,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",1,5488.34897512791,5488.34897512791,NA,0,0,0,1,1,8904.692045039,8904.692045039,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",6,5514.50236334025,4967.70161806879,3386.94758715482,6724.19424496534,-462.637148115729,-387.068372570416,1.83286574871751,1,11417.3206548006,11417.3206548006,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",7,4032.6511390165,4157.04879097686,1333.58631921812,894.824273955925,361.434860527999,310.475176137372,5.59118461658811,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",8,3313.38811100217,2449.1958516108,1870.46191952038,2228.30468374592,339.500009123536,-279.961001230398,0.888633530771981,1,2367.59956009954,2367.59956009954,NA,0,0,0,1,2,2,7364.78461318132,7364.78461318132,7591.73920944196,10736.3405519924,-508.968577415028,-523.723929365484,0.922400955553534,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",13,199.592825310348,266.935463988475,330.256937067783,180.661124616796,91.2939249229358,75.6402737633856,2.19268285466456,1,264.273918363744,264.273918363744,NA,0,0,0,1,40,3,692.780478239501,24.377309943112,1181.72445513025,1924.93978972177,-299.648630644553,-410.288230717108,1.40727570271782,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Paraguay","Paraguay2010",2,11292.041444066,11292.041444066,13453.5433160764,19026.1834195691,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,42912.1708455137,17777.2191419802,57932.3696741464,32753.3746079111,-7392.09888085476,-10004.6601782786,0.731967832213694,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Philippines","Philippines2009",4,19819.3484754453,10362.3750966733,25608.5533450446,46090.3097520903,-14082.1174046537,-11101.3313492895,0.148726847241106,1,262.254738707027,262.254738707027,NA,0,0,0,1,6,2,18354.1725180479,18354.1725180479,9717.44591460452,13742.5438040607,-1104.72066519084,-1118.57914684215,0.829523767309768,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",6,12361.804784544,9660.53552421832,9533.69837934624,14395.5130085485,7390.00260585164,6483.52096209227,2.04406465749342,1,-10396.234850429,-10396.234850429,NA,0,0,0,1,6,1,4725.13448390279,4725.13448390279,NA,0,0,0,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",23,10355.750701407,8846.6195250658,12955.3038816264,10614.7560600824,7300.43738161878,3684.87330278907,0.833128409449593,12,21186.9263067842,24522.3457140649,14595.0657735601,21183.0313678828,-751.990493728658,-2546.07930278015,3.45145521667696,43,1,4197.50518920147,4197.50518920147,NA,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",15,1773.051347718,1347.77411624312,1627.76947382875,1874.20963956712,133.359981426414,87.2205834953568,0.4,NA,NA,NA,NA,NA,NA,NA,NA,7,1,10829.062530915,10829.062530915,NA,0,0,0,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"SriLanka","SriLanka2011",17,2247.81426915329,2236.79607802183,1119.6828237572,1880.28637817009,29.4289696205164,-209.147265890415,1.09931904544779,1,2594.14346640043,2594.14346640043,NA,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Suriname","Suriname2010",7,14108.0139823837,14853.1024276189,11438.1388001024,14822.0429641195,-2058.27630473382,-1979.12318871358,0.722008990481603,1,3645.22908785204,3645.22908785204,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,31891.3824014313,31891.3824014313,NA,0,0,0,1,5,172919.900454992,184834.885841725,111430.907535589,185125.306032152,52932.4569426221,96156.5273843699,1.96818918090424,1,6,111622.312763942,107383.830640017,34886.9199668139,32820.8530331262,27278.2221880758,22384.783707238,1.57094124534381,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",4,4527.98671821368,1065.14394782982,6210.33942934154,11391.0242440054,-510.617273590354,-86.5971802929982,0.479328324786096,2,195.522180607416,195.522180607416,38.6711808276799,54.6893083994873,15.9510482831838,15.9510482831838,2.4,11,1,8561.49644095264,8561.49644095264,NA,0,0,0,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Uganda","Uganda2013",4,1444.2028792868,1646.8143836489,1082.73942523783,1685.73452119067,-10.5764706500843,-9.18115195656529,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Vietnam","Vietnam2009",10,6245.05959075828,5432.49526729511,3942.31553437462,2775.92880612365,-942.514896685438,-1684.82673791249,0.115275929356373,13,7473.66551017899,4358.97135747576,10251.0056249907,16048.7979100734,2771.96748459599,1263.16437428799,1.95178099252074,7,7,9584.89869639625,5769.93155307747,8194.85006024974,15164.2238047957,-2178.46807278735,-428.28683010989,0.759291353085733,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",2,6868.36543428562,6868.36543428562,2092.32836202425,2958.99914651257,-567.606622245523,-554.812339971107,0.642993502341265,3,15451.292333713,15159.2250107743,19053.9502026638,27469.375410125,5997.93778453169,6880.89539420653,1.7282191763437,3,1,144682.729101354,144682.729101354,NA,0,0,0,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",6,3217242.46748553,3411896.25052489,1238423.43120717,1659409.74572036,8740.86526664235,52891.2070390533,1,3,14995963.7510113,13447684.1731104,5219152.80157068,10087948.9942474,-387069.894475227,-387069.894475227,1,9,1,30360733.113907,30360733.113907,NA,0,0,0,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
