"countryOnly","country","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Drc","Drc2013",3,0.135905919770186,0.0972222222222222,0.0743358745902036,0.132717759310557,0,0,1,34,0.230718427365446,0.249144794062631,0.149396720300382,0.243333333333333,-0.00158672380704239,-0.000476012294664829,0.857142857142857,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,9,0.32000677967564,0.217511530194875,0.225722444560244,0.338850595113802,-0.13549673289573,-0.111948359686814,5.2425573953303,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",16,0.238145910859045,0.250045125203742,0.179814581832981,0.26,0.0880209698249043,0.020387517601306,0.143766700698998,155,0.190098678466184,0.148059196124781,0.144592921459789,0.15,0.000827977877501042,-0.0141479136538724,0.487156901363612,5,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",4,0.180332151452118,0.146598684394217,0.111764380141904,0.0939393939393939,0.0985583617430115,0.094552473446942,0.160005293383196,10,0.139656263342834,0.133124541266799,0.105393876095513,0,0.0117046769448576,0.0306308113460881,0.379516483619786,4,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,0.0435961618690029,0.0435961618690029,NA,0,0,0,1,6,0.610907624135533,0.533166645388964,0.204602920431949,0.380105554045483,0.0300424637309581,0.00973045464369399,3.62031812854657,0,"2013","Europe and Central Asia","Estonia","High income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,12,0.48707817194487,0.379490519132853,0.272747950354627,0.499125818537374,0.0156025866566078,0.015873541974072,0.642129229382759,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,17,0.192383296368168,0.161253309245981,0.165830590240861,0.348062015503876,-0.0581493044664882,-0.0631935022808314,0.81157951694284,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,0.2,0.2,NA,0,0,0,1,21,0.268697697738591,0.208267484851267,0.182376898688781,0.164684769038702,0.115655561522512,0.124978305529474,0.20535509503814,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.325,0.325,NA,0,0,0,1,8,0.152058798284692,0.164801318694258,0.108504217788652,0.142857142857143,-0.124458208665788,-0.0969635664183764,0.672301435751122,0,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,235,0.148622763590031,0.113365997462444,0.117034259853194,0.147,-0.0315155738751335,-0.0117602440051996,1.65057097242546,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",12,0.250251010784731,0.230766529873914,0.0899540813816859,0.0898268398268399,0.0535312702113674,0.0813813835605905,1.08885590051695,111,0.293431626555126,0.266666666666667,0.191077822478014,0.234,-0.00898520311783155,0.0149449889458462,0.639098208026305,2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,8,0.273745236952699,0.287477143687006,0.0666253657960302,0.0814285714285715,-0.0507590524979197,-0.0595916131722206,1.07914250612084,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",18,0.156193337565244,0.0881014111556446,0.139743008533571,0.221111111111111,-0.00795588906577551,-0.0121406702421485,0.844346262120738,39,0.279732583810273,0.355971589860299,0.158650798172388,0.22,-0.0831382905606911,-0.0240104487382449,2.11348024387498,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.388113612965639,0.395735117119925,0.0872036843426712,0.138458386070024,-0.0146922513042328,-0.0116257535023775,1.06382296634942,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,6,0.19548050725522,0.231970418101468,0.0899879362546931,0.155555555555556,0.0121856872967204,0.0122438355990988,4.59934262447706,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Laos","Laos2012",3,1.83648085585586,0.27,2.79863326158614,4.89569256756757,0.132895982122018,0.132895982122019,1,18,0.48105153092346,0.548527735352199,0.258405859035537,0.275,-0.0893314081575663,-0.0887505647831159,0.894281059693903,3,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,12,0.22875382091517,0.253454419802664,0.0936897638104232,0.2,0.0176575948280382,-0.0222355652341465,0.319100499361472,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mali","Mali2010",2,0.192333758008748,0.192333758008748,0.302643426648061,0.428002438528754,0.157382464494222,0.147690982309218,0.549237542611429,8,0.176350348288343,0.218667397131663,0.132978771680555,0.258333333333333,0.0526678561503064,0.0529704968944099,0.431070977868828,0,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",2,0.705676257889927,0.705676257889927,0.203444722472815,0.287714285714286,-0.0872025957529789,-0.0799206349206349,1.83697392598127,13,0.485806927419551,0.475270503030463,0.235511913498787,0.247058823529412,-0.0722963119455851,-0.0786169244634465,0.947566189697081,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,0.0972222222222222,0.0972222222222222,NA,0,0,0,1,112,0.284376654275784,0.264337497249002,0.170259527558663,0.194260675445345,-0.0256727350003777,0.003206681186459,1.13835748533995,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",1,0.388430905824639,0.388430905824639,NA,0,0,0,1,7,0.44312968769369,0.448813455592883,0.25981737933868,0.299520547945205,0.0452192711248895,0.102488914604859,0.853208394128977,0,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",4,0.220900119755372,0.289608441565491,0.143135287702122,0.261538461538461,0.0260758573361215,0.038833193873726,1.09158033500425,32,0.313078175709863,0.306812419857681,0.182661318410701,0.187714494341,0.0436203823159335,0.0370815772716231,0.37556771237325,0,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",13,0.557164049215096,0.6,0.20060733229497,0.305,-0.0661388340560876,-0.0661388340560876,0.883333333333333,41,0.343619310618932,0.36,0.210242555989579,0.168888888888889,0.0327390133494527,3.45343904329402e-05,0.0811808727412469,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,19,0.304239033754661,0.331994496827567,0.150842864707316,0.142857142857143,-0.0185379446925171,-0.139006901474358,0.390470523080118,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.266394083792504,0.266712539696749,0.0637796810296541,0.068308899297424,0.0408780324485592,0.067592407256114,0.425328803691602,0,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",12,0.405449613190917,0.358227955683001,0.28541261913236,0.266666666666667,-0.0164218823171518,-0.0019249877920517,0.662394589193308,82,0.269275679674467,0.25,0.254257447730896,0.3,0.0263187751672401,-0.00312330072106594,1.38982144483934,8,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",1,0.05,0.05,NA,0,0,0,1,48,0.251951736376344,0.2,0.262373345318137,0.162,-0.0654493632274296,-0.0220374010879295,5,2,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",1,0.0932862050204632,0.0932862050204632,NA,0,0,0,1,5,0.218988373026075,0.203446301148167,0.154092283321443,0.217948717948718,0.0842966285721791,0.0821588578591893,0.448951884739683,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,92,0.21962085327545,0.217060322059596,0.129844802138417,0.161333333333333,-0.00273100611571579,0.0170307868857609,0.962878486100846,2,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,0.226375368078695,0.228556630578811,0.121010246907398,0.0716560833984175,-0.0365679934881629,-0.0367876076151873,1.28877872822775,83,0.223152698417302,0.24276210123666,0.14266047290407,0.127551020408163,0.0326070959585215,0.0760226453362106,0.71556396045706,6,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",1,0.256505279005879,0.256505279005879,NA,0,0,0,1,24,0.388000961344657,0.300493711214545,0.315522783530838,0.633898777971182,0.0942736493746637,0.0564564798696693,1.57481227082641,0,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,27,0.380199712119035,0.393428464146372,0.181540934508312,0.252727272727273,-0.0287450894159589,0.00242574231061032,1.82663279064919,0,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,14,0.275928893161888,0.241516794614612,0.167401384314772,0.172637362637363,0.0042575498125082,0.00135970240252491,2.17885038353612,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,12,0.505271390566634,0.569252024717022,0.201741385858312,0.204545454545455,0.0246972228166912,-0.0383821072429172,0.515665589354504,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,103,0.306160603876046,0.32,0.210340438861502,0.256,0.148136635348522,0.114576000508576,0.15,0,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",1,0.384615384615385,0.384615384615385,NA,0,0,0,1,6,0.284289324856745,0.286278152532623,0.0952805235571981,0.16375,-0.00865959317167247,-0.00550372703305065,1.71874995653828,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Tajikistan","Tajikistan2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.271390020780177,0.278856618376131,0.176896654530778,0.241932426238403,-0.0216572446678733,-0.044879736343352,0.95805900158815,0,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",1,0.128571428571429,0.128571428571429,NA,0,0,0,1,21,0.203262579271964,0.182253113254402,0.132021867700879,0.2,0.0310325395603214,0.0587353133329388,0.647456939157658,0,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,8,0.248531660258553,0.252339550353245,0.139353766834733,0.272415584415584,0.0469951149624904,0.0388504302011199,0.204340847976543,0,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",17,0.349686215158717,0.301554800774651,0.243664679821646,0.360553278688525,-0.051978126325687,-0.0572692657189986,0.613986808992075,67,0.392858190272862,0.335416167087388,0.294409679693429,0.406343042071198,-0.0749221436972177,-0.060098170510141,1.12871154499747,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,82,0.28866012794428,0.219243701443279,0.208959518494595,0.302941176470588,0.0948615082465874,0.023893079504774,1.60562259079016,0,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",1,0.222222222222222,0.222222222222222,NA,0,0,0,1,7,0.157444862034344,0.119989944064606,0.115841691333742,0.205373134328358,-0.0240448102097746,-0.0280689756790958,1.2,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",4,0.195645044148888,0.251682545835506,0.145276953296052,0.206302521008403,-0.0222697935223493,-0.0391206482593037,3.33333333333333,106,0.293488561035049,0.29387737089135,0.147435012462815,0.133333333333333,-0.00881316859484641,0.0298111029878812,2,14,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,38,0.294797806412272,0.241538502946428,0.20502630593309,0.235,-0.0367083503975548,-0.0532127637361429,1.73784621300042,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,2e-05,2e-05,NA,0,0,0,1,4,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",22,0.312676851205286,0.243377504451963,0.219151296937954,0.232611832611833,-0.0106141389470963,-0.0238535386928695,0.983100906806205,89,0.371808954445771,0.303729277920098,0.227889108516499,0.4,-0.0368298075271285,-0.0318888023420179,0.664402061600639,0,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,10,0.278261719794626,0.252829724549941,0.147323805576269,0.233333333333333,0.0140821400789615,-0.00976204253853441,0.761938268076922,0,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.27096510483889,0.26377572448551,0.125847644542406,0.19,0.0190634889716351,0.0264201904761905,0.8125,1,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",3,0.230289410963568,0.223595505617978,0.0938156430006378,0.187272727272727,-0.00683009874021111,-0.00683009874021111,1.25,17,0.202319523229501,0.189845612007052,0.113861180216445,0.110099337748344,-0.0292285986644732,-0.0252937715517223,0.973471736945887,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
