"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Pakistan","Pakistan2013",15,14105.0006477386,12734.8938873815,10043.5037389873,16543.2346751581,5333.65466615249,8399.79918261381,0.970906623376138,NA,NA,NA,NA,NA,NA,NA,NA,8,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",6,69482.8862372223,63229.1670628186,21196.7050251559,30584.4291175999,-4683.17713809418,-2631.80524533695,9.72004182445006,1,175253.633515136,175253.633515136,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",10,147825.056840442,52827.4273367572,248501.00741191,180302.835060756,19865.5575896622,47816.5709602136,0.977850298982546,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",15,54600.4301517077,33214.8102231639,53712.2138550944,63037.2001524967,-5916.44913418523,-7526.92128735968,0.832315626336045,NA,NA,NA,NA,NA,NA,NA,NA,2,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",1,129225.564956008,129225.564956008,Inf,-1.45519152283669e-11,0,0,1,1,65994.0533623319,65994.0533623319,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",4,445122.868090993,450595.366291089,167607.145332657,133079.822364906,30774.0136911892,101100.093026079,0.246711044378786,3,1180571.14825382,1212638.1088413,604786.231971609,660812.428137767,-297479.316909594,-220398.873803314,0.463979303376097,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",5,343783.583399512,266949.534227907,346985.703881755,544858.82148698,-265981.630559,-171477.965073089,0.153218938028392,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",5,39453.0981160257,28298.0123369909,27039.9439226144,40451.2207809069,44733.0545189147,64290.7062842839,3.68367533564771,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",4,14260.9822615037,4610.09679201856,27393.7642630151,206.198608964269,-857.542055856826,-1333.41562202172,0.652397934030079,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uruguay","Uruguay2010",4,86043.0003659957,82788.7143914702,36403.5349791157,27757.7885815017,9196.40609809149,11746.1659918414,0.950148549921226,1,100302.996958214,100302.996958214,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",23,34446.5923749126,29367.3481425887,22458.6907270725,29010.0491988252,-1647.15424576199,-5901.52001321672,0.239842727754699,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
