"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Peru","Peru2010",44,0.407194034929562,0.41130805565777,0.250182360343239,0.426298,-0.0406387667077042,-0.0220835262096412,0.979054315388857,44,0.407194034929562,0.41130805565777,0.250182360343239,0.426298,-0.0406387667077042,-0.0220835262096412,0.979054315388857,44,0.407194034929562,0.41130805565777,0.250182360343239,0.426298,-0.0406387667077042,-0.0220835262096412,0.979054315388857,-88,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",14,0.417595843655585,0.4,0.276826061998269,0.439011714728219,0.0670051655506889,0.0655959370637763,NA,14,0.417595843655585,0.4,0.276826061998269,0.439011714728219,0.0670051655506889,0.0655959370637763,NA,14,0.417595843655585,0.4,0.276826061998269,0.439011714728219,0.0670051655506889,0.0655959370637763,NA,-28,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",5,0.224253316058713,0.145045820247877,0.318224473846251,0.181893203461772,0.204315757372796,0.136411836576951,0.348317343137264,NA,NA,NA,NA,NA,NA,NA,NA,5,0.224253316058713,0.145045820247877,0.318224473846251,0.181893203461772,0.204315757372796,0.136411836576951,0.348317343137264,-5,"2013","Europe and Central Asia","Romania","Upper middle income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,13,0.436519145506338,0.431635799136812,0.209203724065942,0.288888888888889,-0.0728381085335222,-0.0885336236869988,0.6,13,0.436519145506338,0.431635799136812,0.209203724065942,0.288888888888889,-0.0728381085335222,-0.0885336236869988,0.6,-13,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.438950540051855,0.427949898810549,0.388136984383386,0.797655925553277,0.182380319623133,0.116256383168225,0.26904460141489,8,0.438950540051855,0.427949898810549,0.388136984383386,0.797655925553277,0.182380319623133,0.116256383168225,0.26904460141489,-8,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",6,0.268613847144045,0.25554694718825,0.176734701351078,0,0.184572060483682,0.0715938874314031,0.0107101585005607,6,0.268613847144045,0.25554694718825,0.176734701351078,0,0.184572060483682,0.0715938874314031,0.0107101585005607,6,0.268613847144045,0.25554694718825,0.176734701351078,0,0.184572060483682,0.0715938874314031,0.0107101585005607,-7,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",13,0.632840950901931,0.649792311013571,0.0839891538712252,0.075675675675676,-0.0840370254378321,-0.127865149192109,2.28984769813511,13,0.632840950901931,0.649792311013571,0.0839891538712252,0.075675675675676,-0.0840370254378321,-0.127865149192109,2.28984769813511,13,0.632840950901931,0.649792311013571,0.0839891538712252,0.075675675675676,-0.0840370254378321,-0.127865149192109,2.28984769813511,-21,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",55,0.336760970534957,0.350971818124322,0.26028724109458,0.383333333333333,-0.0557811818358313,-0.0632907406332962,0.488099911495917,55,0.336760970534957,0.350971818124322,0.26028724109458,0.383333333333333,-0.0557811818358313,-0.0632907406332962,0.488099911495917,55,0.336760970534957,0.350971818124322,0.26028724109458,0.383333333333333,-0.0557811818358313,-0.0632907406332962,0.488099911495917,-106,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",12,0.11797477405966,0.0161535133204177,0.381356155560901,0,0.249157739758476,0.148455755260662,0.175447369350697,12,0.11797477405966,0.0161535133204177,0.381356155560901,0,0.249157739758476,0.148455755260662,0.175447369350697,12,0.11797477405966,0.0161535133204177,0.381356155560901,0,0.249157739758476,0.148455755260662,0.175447369350697,-18,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",7,0.022067413461518,0.0169123163063008,0.0219029783750889,0.0357142857142857,0.0141772509213129,0.0403585608926685,0.593557950918179,7,0.022067413461518,0.0169123163063008,0.0219029783750889,0.0357142857142857,0.0141772509213129,0.0403585608926685,0.593557950918179,7,0.022067413461518,0.0169123163063008,0.0219029783750889,0.0357142857142857,0.0141772509213129,0.0403585608926685,0.593557950918179,-12,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",30,0.283650197110253,0.24,0.214031002022192,0.189959629345277,0.173453004204131,0.184181332759317,0.224697869588075,30,0.283650197110253,0.24,0.214031002022192,0.189959629345277,0.173453004204131,0.184181332759317,0.224697869588075,30,0.283650197110253,0.24,0.214031002022192,0.189959629345277,0.173453004204131,0.184181332759317,0.224697869588075,-58,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",21,0.477101582156315,0.519357392953198,0.254106556732333,0.518795966939036,0.0350985420293464,0.0604242138745428,0.237433351717301,21,0.477101582156315,0.519357392953198,0.254106556732333,0.518795966939036,0.0350985420293464,0.0604242138745428,0.237433351717301,NA,NA,NA,NA,NA,NA,NA,NA,-19,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",82,0.531928506828082,0.5,0.32929110935704,0.423333333333333,-0.145388340016112,-0.0801222683300963,0.766664767297106,82,0.531928506828082,0.5,0.32929110935704,0.423333333333333,-0.145388340016112,-0.0801222683300963,0.766664767297106,82,0.531928506828082,0.5,0.32929110935704,0.423333333333333,-0.145388340016112,-0.0801222683300963,0.766664767297106,-162,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Yemen","Yemen2013",5,0.184301085831268,0.184063099938531,0.112056324073707,0.168276972624799,-0.00260657927557496,-0.0014009661835749,1.44168385963656,5,0.184301085831268,0.184063099938531,0.112056324073707,0.168276972624799,-0.00260657927557496,-0.0014009661835749,1.44168385963656,5,0.184301085831268,0.184063099938531,0.112056324073707,0.168276972624799,-0.00260657927557496,-0.0014009661835749,1.44168385963656,-10,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",4,0.121065171855871,0.11803232069242,0.0540067614198265,0.053030303030303,0.0130661953832721,0.00309875462284156,0.666360479955181,4,0.121065171855871,0.11803232069242,0.0540067614198265,0.053030303030303,0.0130661953832721,0.00309875462284156,0.666360479955181,4,0.121065171855871,0.11803232069242,0.0540067614198265,0.053030303030303,0.0130661953832721,0.00309875462284156,0.666360479955181,-7,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
