"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Bulgaria","Bulgaria2013",10,59439.171396043,45980.0667604957,65231.3985137424,50532.9901916224,-11885.2764323469,-8515.65561508706,1,-10,10,59439.171396043,45980.0667604957,65231.3985137424,50532.9901916224,-11885.2764323469,-8515.65561508706,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",13,14256.6928179493,11000.3583815834,17184.6385564485,23970.1059152347,9376.92124044971,18105.8202162725,1.48991360909944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",10,25277.0949703641,12675.7501628681,26862.6359147545,27516.0855128119,3388.62108167467,1148.73476170375,2.20485811273909,-9,10,25277.0949703641,12675.7501628681,26862.6359147545,27516.0855128119,3388.62108167467,1148.73476170375,2.20485811273909,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",134,50023.4966960147,33725.8110058186,45864.0728083278,30897.1796194931,11188.3442413412,11798.301370802,1.23006515846287,-119,134,50023.4966960147,33725.8110058186,45864.0728083278,30897.1796194931,11188.3442413412,11798.301370802,1.23006515846287,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",161,51104.0765959518,29697.7759647465,56427.541156605,42701.63827167,-15076.6254314025,-12782.5120039028,2.20308764528851,-145,161,51104.0765959518,29697.7759647465,56427.541156605,42701.63827167,-15076.6254314025,-12782.5120039028,2.20308764528851,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",104,19801.9037901113,14917.0589400763,18342.4579909723,15959.3885028748,11760.3317675924,8674.48120687942,0.957513123574334,-83,104,19801.9037901113,14917.0589400763,18342.4579909723,15959.3885028748,11760.3317675924,8674.48120687942,0.957513123574334,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",8,20400.9688443179,16756.3012920493,30078.7319639226,0,20693.7937896711,39354.3795626244,0.999547328996583,18,8,20400.9688443179,16756.3012920493,30078.7319639226,0,20693.7937896711,39354.3795626244,0.999547328996583,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",3,3462.02480939455,1429.02579994815,8418.95715980008,0,11473.4204842269,9675.03879906684,1,1,3,3462.02480939455,1429.02579994815,8418.95715980008,0,11473.4204842269,9675.03879906684,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",15,75370.6742193871,63817.6468732109,45853.5800491859,50809.3667161989,-2789.74650882701,-1057.75499199087,0.785052464275997,-15,15,75370.6742193871,63817.6468732109,45853.5800491859,50809.3667161989,-2789.74650882701,-1057.75499199087,0.785052464275997,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",13,241413.071405438,64698.6033510006,566414.932650679,56660.5995567086,-116225.260387046,-108346.152518974,0.898021453705362,-8,13,241413.071405438,64698.6033510006,566414.932650679,56660.5995567086,-116225.260387046,-108346.152518974,0.898021453705362,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,42759.0577001787,41938.7165601964,20743.1288127961,0,-20217.3949064518,-6978.58888868336,0.429415981253036,1,4,42759.0577001787,41938.7165601964,20743.1288127961,0,-20217.3949064518,-6978.58888868336,0.429415981253036,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",26,11151.2333354898,1467.65491579936,22745.3653597938,4342.52574829739,15049.6888354631,15045.0173704069,0.362259589624849,-22,26,11151.2333354898,1467.65491579936,22745.3653597938,4342.52574829739,15049.6888354631,15045.0173704069,0.362259589624849,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,41238.9149289762,40000.496822815,25712.536439591,33333.3333333333,27217.7831664718,56649.8381485748,0.291285178354176,-8,10,41238.9149289762,40000.496822815,25712.536439591,33333.3333333333,27217.7831664718,56649.8381485748,0.291285178354176,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",74,18329.8715597715,12930.8799865433,16502.9586295746,15176.7332933184,4719.38326209581,4756.4867776735,3.46236064599273,-57,74,18329.8715597715,12930.8799865433,16502.9586295746,15176.7332933184,4719.38326209581,4756.4867776735,3.46236064599273,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",3,11923.1204584294,12669.2664053927,3457.59981638428,5702.47619047619,161.634593735739,666.730797299763,0.7649164471892,1,3,11923.1204584294,12669.2664053927,3457.59981638428,5702.47619047619,161.634593735739,666.730797299763,0.7649164471892,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,9,88625.1565135561,50587.4710020463,90214.5829266676,81868.6676932798,-18594.8527223902,-27585.0943640871,1.24113665813439,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",8,52660.8023439063,67974.7322694424,36788.4025454422,38536.0946221467,10580.1271662835,17177.5575575808,10.2806063328841,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",16,27654.2589488645,22909.2255713236,21742.6248184781,27343.1056594361,5978.48715309161,13342.719060593,1,-15,16,27654.2589488645,22909.2255713236,21742.6248184781,27343.1056594361,5978.48715309161,13342.719060593,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",5,9785.39991349494,9606.03809468912,4439.7512219992,5136.89500647578,595.308422643163,1803.52220497808,0.76845723947082,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",55,5614.15167097239,4412.13065744645,5543.95891257127,5294.55678893574,4989.10417279581,5116.39968704248,1.11623091911107,-40,55,5614.15167097239,4412.13065744645,5543.95891257127,5294.55678893574,4989.10417279581,5116.39968704248,1.11623091911107,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",14,25963.6842575092,28095.2977744563,15067.3063614882,3770.02044321075,1648.05117892701,495.458385021368,11.0995081806812,-8,14,25963.6842575092,28095.2977744563,15067.3063614882,3770.02044321075,1648.05117892701,495.458385021368,11.0995081806812,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",13,17174.4805041164,5342.70147930319,108501.926660799,5334.71640795762,137657.088947473,179868.547352446,0.997808696703614,-11,13,17174.4805041164,5342.70147930319,108501.926660799,5334.71640795762,137657.088947473,179868.547352446,0.997808696703614,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",9,61623.1488152455,46800.0506765513,52322.6188312576,21571.5093035465,-7615.64075755008,-7195.27064170944,0.300570189971398,-4,9,61623.1488152455,46800.0506765513,52322.6188312576,21571.5093035465,-7615.64075755008,-7195.27064170944,0.300570189971398,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",529,26202.2969215977,16676.4156797903,27438.5847271424,23982.0597981025,550.40457403718,3511.44833698631,1.29510961107205,-476,529,26202.2969215977,16676.4156797903,27438.5847271424,23982.0597981025,550.40457403718,3511.44833698631,1.29510961107205,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",13,7201.9682620274,4442.10637374976,21783.5532238652,5282.4189263973,13738.7442083371,14752.4322211124,0.17664262125907,-5,13,7201.9682620274,4442.10637374976,21783.5532238652,5282.4189263973,13738.7442083371,14752.4322211124,0.17664262125907,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,28413.9752398752,19662.5612680463,27238.0825657581,33909.0612354348,-4304.9912146656,-4025.46925815661,0.904056754389914,-33,34,28413.9752398752,19662.5612680463,27238.0825657581,33909.0612354348,-4304.9912146656,-4025.46925815661,0.904056754389914,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",8,147406.213653732,147942.702961984,58474.7774748649,98633.2581906582,2400.5222903044,7915.20719814601,1.82667372166914,-6,8,147406.213653732,147942.702961984,58474.7774748649,98633.2581906582,2400.5222903044,7915.20719814601,1.82667372166914,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",16,56262.7979580672,13147.9213024109,114563.115926863,12945.2369202505,32453.5473005875,52934.6237817965,NA,-13,16,56262.7979580672,13147.9213024109,114563.115926863,12945.2369202505,32453.5473005875,52934.6237817965,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",12,25468.9157350541,25862.7957843371,13584.9416625665,24657.6806723623,-7826.23698222216,-4147.45393051008,2.66606732640096,-10,12,25468.9157350541,25862.7957843371,13584.9416625665,24657.6806723623,-7826.23698222216,-4147.45393051008,2.66606732640096,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",8,51385.8239440369,16253.6291079984,58658.9187902832,100108.92376868,52293.1601923368,48721.909331366,0.972157122659186,0,8,51385.8239440369,16253.6291079984,58658.9187902832,100108.92376868,52293.1601923368,48721.909331366,0.972157122659186,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",7,26718.1058829347,18772.9486500872,38618.2451711265,0,10414.5765198201,9143.13681639176,0.542293938865682,-5,7,26718.1058829347,18772.9486500872,38618.2451711265,0,10414.5765198201,9143.13681639176,0.542293938865682,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Latvia","Latvia2013",5,28907.5865445593,28316.2840435269,22602.3912676695,46667.3808181139,5212.99018466433,4221.6193010984,1.75279165035495,-2,5,28907.5865445593,28316.2840435269,22602.3912676695,46667.3808181139,5212.99018466433,4221.6193010984,1.75279165035495,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",4,39988.4930012615,42062.7230603356,9864.12547927324,4876.43415505344,-1865.36569182218,-253.038704177609,0.447043922639285,5,4,39988.4930012615,42062.7230603356,9864.12547927324,4876.43415505344,-1865.36569182218,-253.038704177609,0.447043922639285,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Mali","Mali2010",5,14006.074558693,5595.85363216875,16270.3108253378,29486.4065214978,4711.09184812701,4981.8075775823,6.75287277532526,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",2,475849.607376613,475849.607376613,260723.426008914,0,-262343.99373921,-178936.970117296,1,3,2,475849.607376613,475849.607376613,260723.426008914,0,-262343.99373921,-178936.970117296,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",149,30243.2713251845,22000.3440400175,25632.0526953988,26516.7422393821,16413.1330244814,17384.4394809346,0.895913424695936,-132,149,30243.2713251845,22000.3440400175,25632.0526953988,26516.7422393821,16413.1330244814,17384.4394809346,0.895913424695936,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",10,29327.586774018,23881.0525855055,17676.8939061074,24621.5548582479,-6831.86047731675,-4466.66190088539,0.171705650272968,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",5,112218.755160394,18133.5820331999,149823.755296926,255721.744500415,-57545.4807550232,-37836.0697517581,0.399883168837369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",6,17806.8581448727,15355.8367224697,13058.5026135093,21793.9819777257,8929.76564713072,10290.4896171265,1.13628933277682,-2,6,17806.8581448727,15355.8367224697,13058.5026135093,21793.9819777257,8929.76564713072,10290.4896171265,1.13628933277682,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",15,7436.43256787472,6274.12008780164,3893.00755578403,6924.08554231102,2425.2345873788,3848.3414403137,0.556315922345552,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",15,6448.28189749144,4522.76190159025,4559.54727467487,4770.95284958955,3854.15321178895,2569.72364696487,0.8,-12,15,6448.28189749144,4522.76190159025,4559.54727467487,4770.95284958955,3854.15321178895,2569.72364696487,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",5,13510.5801555192,12277.0773842393,10781.5906044926,11142.2110674334,5372.55602367796,7564.74423064335,5.05865770096495,-4,5,13510.5801555192,12277.0773842393,10781.5906044926,11142.2110674334,5372.55602367796,7564.74423064335,5.05865770096495,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",104,2336.44123114203,453.880232011176,5065.64071710879,1311.95469663261,-979.694373016614,-882.62131543236,0.198482426384891,-56,104,2336.44123114203,453.880232011176,5065.64071710879,1311.95469663261,-979.694373016614,-882.62131543236,0.198482426384891,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",28,17100.9462194481,9441.2476487245,21706.2427060265,15474.2872038402,-7893.72389257117,-7844.56421069273,0.370204321029464,-21,28,17100.9462194481,9441.2476487245,21706.2427060265,15474.2872038402,-7893.72389257117,-7844.56421069273,0.370204321029464,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",9,113327.125340403,14374.1881988084,186612.735189057,170171.428571429,73511.9894862898,29014.2011032309,2.90442127100632,-7,9,113327.125340403,14374.1881988084,186612.735189057,170171.428571429,73511.9894862898,29014.2011032309,2.90442127100632,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",4,24945.7931334337,27770.1724414325,9708.70331219451,8583.55998832236,2967.37145598865,5470.08025810071,1.31112495866406,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",111,27605.0313126138,23523.5488810724,17952.8021855024,22026.6145702181,1384.36361061422,2243.9295488004,1.55377805224302,-97,111,27605.0313126138,23523.5488810724,17952.8021855024,22026.6145702181,1384.36361061422,2243.9295488004,1.55377805224302,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",16,1865222.98639054,14975.5569821359,6969855.46979423,22681.0188645384,311802.337740889,-245935.560937944,1.08573741329483,-12,16,1865222.98639054,14975.5569821359,6969855.46979423,22681.0188645384,311802.337740889,-245935.560937944,1.08573741329483,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",13,148412.125246988,88933.9790003999,149474.126107302,231400.855665985,-34636.7204697642,-53086.5247377728,2.25,-1,13,148412.125246988,88933.9790003999,149474.126107302,231400.855665985,-34636.7204697642,-53086.5247377728,2.25,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",12,23523.6214677276,22015.2799052865,11966.3585256068,7049.73214960948,-178.284997207546,136.583143070937,0.662578000568809,-8,12,23523.6214677276,22015.2799052865,11966.3585256068,7049.73214960948,-178.284997207546,136.583143070937,0.662578000568809,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",115,35139.8041098371,29514.7681239276,28470.5660081387,31263.0288302315,9949.07116807971,3472.19368607399,2.02492360195173,-83,115,35139.8041098371,29514.7681239276,28470.5660081387,31263.0288302315,9949.07116807971,3472.19368607399,2.02492360195173,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",6,2480.81231141299,1395.39557096965,2567.88155620776,4334.47664173556,-279.825697742048,-233.128622154458,0.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",10,34154.3338336963,27012.2730256737,23978.3503883216,37663.9002729493,2450.66546554706,466.21962672138,1,-6,10,34154.3338336963,27012.2730256737,23978.3503883216,37663.9002729493,2450.66546554706,466.21962672138,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",7,151803.539287881,188197.607532999,125516.709023103,253114.466384438,-59193.976632559,-48571.2525833761,1,-2,7,151803.539287881,188197.607532999,125516.709023103,253114.466384438,-59193.976632559,-48571.2525833761,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",16,100886.144071321,97003.6468948519,68818.7092063134,61043.995886594,-15109.8850263322,5405.20196242487,0.772923563730697,-12,16,100886.144071321,97003.6468948519,68818.7092063134,61043.995886594,-15109.8850263322,5405.20196242487,0.772923563730697,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",8,6263.61749585,4988.81737875298,4697.20508938412,4341.49570759346,-920.749744515074,-920.749744515074,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"Sweden","Sweden2014",107,192342.251481539,164052.360229221,97812.4378457796,110828.990975217,56362.9416973573,49281.8859272584,1.34841255314293,-99,107,192342.251481539,164052.360229221,97812.4378457796,110828.990975217,56362.9416973573,49281.8859272584,1.34841255314293,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",23,4467.61855197571,2481.37615456211,6150.26473762447,5148.29162472466,12705.6777977185,17110.2859213857,1.05578958217585,-14,23,4467.61855197571,2481.37615456211,6150.26473762447,5148.29162472466,12705.6777977185,17110.2859213857,1.05578958217585,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",9,23168.2103606087,23422.9715816406,6026.4221420539,13834.1925904064,1022.40555659279,441.010908074186,2.51153059372798,-6,9,23168.2103606087,23422.9715816406,6026.4221420539,13834.1925904064,1022.40555659279,441.010908074186,2.51153059372798,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",20,29520.9446729512,22517.0168788011,20299.8393934692,26524.9228124161,-4571.64233159976,-7314.91920765002,1.28274728471123,-18,20,29520.9446729512,22517.0168788011,20299.8393934692,26524.9228124161,-4571.64233159976,-7314.91920765002,1.28274728471123,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",85,74177.0098359732,52571.9065515563,64666.5012173924,67716.1914341156,-3464.35028762016,-5976.17655997109,1.29985450059128,-29,85,74177.0098359732,52571.9065515563,64666.5012173924,67716.1914341156,-3464.35028762016,-5976.17655997109,1.29985450059128,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",33,1945.20225089032,303.703377544271,6679.57623092177,961.727362223529,2145.31302836958,1604.63145489949,2.11381963356383,-13,33,1945.20225089032,303.703377544271,6679.57623092177,961.727362223529,2145.31302836958,1604.63145489949,2.11381963356383,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",17,8483.23662281647,6583.90627197002,7788.14492871098,5982.05702286054,-689.788066848962,-2049.9600487336,0.864292816389542,-5,17,8483.23662281647,6583.90627197002,7788.14492871098,5982.05702286054,-689.788066848962,-2049.9600487336,0.864292816389542,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",6,31600.6788601717,33397.2253209171,15290.3648694957,31017.3926336647,7909.97022158228,6407.88404295149,1.16041405871301,0,6,31600.6788601717,33397.2253209171,15290.3648694957,31017.3926336647,7909.97022158228,6407.88404295149,1.16041405871301,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Venezuela","Venezuela2010",8,40866.6747187537,24092.2948330146,82545.5554224769,48478.0404942601,87330.544113331,176435.641969878,1.04003394237788,-1,8,40866.6747187537,24092.2948330146,82545.5554224769,48478.0404942601,87330.544113331,176435.641969878,1.04003394237788,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",77,21601.8074524136,11124.3769562824,21732.3417153511,27477.6422283954,8547.07607887134,3077.01181565647,1.54393589500997,-137,77,21601.8074524136,11124.3769562824,21732.3417153511,27477.6422283954,8547.07607887134,3077.01181565647,1.54393589500997,77,21601.8074524136,11124.3769562824,21732.3417153511,27477.6422283954,8547.07607887134,3077.01181565647,1.54393589500997,"2009","East Asia and Pacific","Vietnam","Lower middle income"
