"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Ethiopia","Ethiopia2011",3,13597.6568686872,13746.1492213874,8751.38711300746,17500.8844253775,2214.63134609889,2214.63134609889,1,4,9138.27109119476,5459.81361788857,11384.1854836174,7363.59684894252,-4959.70116562978,-5911.54199892854,0.674422222222222,6,5,1963.11573701903,1636.44633587945,1337.31080133422,1544.70616250439,-59.0883110836081,-59.0883110836081,0.875,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",2,28510.3774587502,28510.3774587502,30472.8078331649,43095.0581212509,3990.28315937508,3990.28315937508,1.22727272727273,2,17585.8158946494,17585.8158946494,7191.67564239794,10170.5652296674,-3270.1896535967,-3040.26279653597,0.56787030910294,0,1,15446.9914042432,15446.9914042432,NA,0,0,0,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",14,9971.92929392047,7811.1740285791,7215.14548972555,7392.38175239573,-1624.9438133598,-1991.82256885631,0.559473269742159,12,39629.5227868459,37153.6040014928,24991.0481234982,34307.1860332178,1328.16785180633,2422.55106682389,1.06421553181364,20,15,7494.97562136009,9189.4248303262,3451.64470115306,3675.76993213048,-190.490423014891,-173.319950878093,1.42857142857143,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,4439.32971761824,4439.32971761824,1600.31536918669,2263.18769917793,461.019716499207,461.019716499207,1.6875,NA,NA,NA,NA,NA,NA,NA,NA,7,1,84678.0382215495,84678.0382215495,NA,0,0,0,1,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",244,28004.5177369492,13679.2186898987,29267.4589659602,33651.0172405121,439.447839701124,-170.929540139271,1,177,24355.7849982868,21317.3864872022,17409.774712623,21441.8329056435,-2638.92390804109,-5364.55633726834,0.685086175417515,40,103,14087.0981857419,10658.6932436011,10249.2099723893,7994.01993270087,626.802725214389,662.095101044008,0.948096262307213,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",36,3636.07432651394,2064.02554442003,3816.80043162239,4156.65751585361,225.249289616797,101.274656386451,1.23726587278322,30,18987.7249362872,14650.771159303,16298.0652151489,16137.6115321376,8758.48959013985,10926.2968522991,1.44841727356973,35,101,2322.77755641463,1795.10510049077,2147.77103925301,2802.54639434284,190.272081131772,192.369028346948,1.2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,41706.9658228409,41706.9658228409,48661.7238482609,68818.0698346648,9769.50947295281,9634.52977685308,1.30320150659134,4,43611.8532900136,49415.6435669978,34356.2343812973,58008.0530271224,-27692.3025530669,-30071.3174813361,0.143425925925926,1,2,34552.8353169658,34552.8353169658,10197.7167648746,14421.7493541252,-921.365844387927,-940.548870921208,0.859191655801825,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",11,33093.3210529179,25736.3264406927,24483.325714979,49913.8594633166,997.916027233456,1804.42985202597,1.65594172032643,13,32057.6699671956,14862.9847261775,35683.6832129384,47804.8231479652,-13911.6084999759,-6832.27733032592,0.728420230689429,6,8,10656.6170852543,9987.82327099007,5852.31985723298,7761.25364049317,-750.4172385789,-508.744903149093,0.81821102699556,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",4,33073.9696541151,16283.7580488905,37002.7547982123,63030.770686848,-9090.32511619783,-6411.63489622615,0.672697112605203,2,8929.49497036088,8929.49497036088,5005.57062136945,7078.94586015699,-830.618572460926,-926.738969074181,0.839276102957273,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Lithuania","Lithuania2013",NA,NA,NA,NA,NA,NA,NA,NA,1,36061.0256844288,36061.0256844288,NA,0,0,0,1,3,3,17362.7161672947,17460.4511897902,14255.5647474806,20063.0433807913,-2826.2873257506,263.271999862045,0.763936899316738,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",11,10185.3116541433,2165.09279330318,13201.7871707737,25274.1554303149,3844.69077105045,1680.16977789856,1.24650896091484,26,2518.16975787233,964.007050738318,3418.55018499101,4988.92200018618,591.479128982854,421.1087157511,1.30158750028638,16,12,1210.04880761907,1045.63314491384,623.237421466645,491.65395934405,51.6937178990576,29.3809591880858,0.504133789795214,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mali","Mali2010",1,42356.16406403,42356.16406403,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,9,118031.443449709,4296.61416810761,206150.984894282,189296.756562827,-22901.5191101446,-12024.4536915116,0.59407248393929,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",11,20056.4530594585,16403.8157643044,13405.1909352256,10498.4420891548,146.991803519473,-385.429588092438,0.780355026213192,6,27752.8236645322,13305.544589018,28199.4997719299,55200.1419370243,3268.18904472617,4629.04444151399,1.01815785985826,3,20,8072.1743316576,8255.69983908164,6701.45813980278,4803.97461668914,1131.069756172,623.467436865975,1,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,21142.9174001717,21142.9174001717,NA,0,0,0,1,10,31363.7715288683,36712.5966648183,14199.357318745,16606.5049695648,3800.10829000371,2302.16791967591,1.67670694590773,4,8,16584.9369397414,7129.05953432252,21570.1948115784,22200.0632701803,-1634.33788472241,1918.40803156545,0.770299388078982,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",5,20246.6304434397,21964.3222239112,9333.49432191796,16935.6821877258,-1074.09823619342,-2555.53865729427,0.867776749653685,2,12227.5905555549,12227.5905555549,3979.89238368784,5628.41778579673,1112.59421347145,1112.59421347145,1.65384615384615,0,2,12362.7044708847,12362.7044708847,6497.37076866576,9188.66986081362,-1623.28377867543,-1767.05189631031,0.76634795589232,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",5,23904.8662842593,22869.8945868205,16472.151019489,38678.1961054132,4848.29905437374,3485.28800070757,1.23255321231782,2,33892.418803799,33892.418803799,30388.4608335565,42975.7734504592,0,0,1,3,2,8147.63162838451,8147.6316283845,11188.3879466086,15822.7699751855,-2408.24440016619,-2914.72078490259,0.809268029855631,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",1,3710.29525357664,3710.29525357664,NA,0,0,0,1,1,4947.06033810218,4947.06033810218,NA,0,0,0,1,1,5,11533.2749849571,12398.9441982586,9374.86547262938,19852.4888892672,-530.613432895889,-305.175800077732,1.00955943439268,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",8,8442.01696687372,9082.09998357904,5318.56978639713,6696.07417486253,-192.415860445422,268.577340879958,0.909090909090909,1,66531.5062245956,66531.5062245956,NA,0,0,0,1,2,6,21054.4198899632,21637.7024915731,7140.84617824092,6820.07554847109,-366.674922312405,187.376459874027,0.880140754314977,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",7,629.782866306308,197.544365990666,869.705327231892,121.816402830919,-92.3117781911142,-81.103297786343,0.854955466469244,5,1218.92384570675,711.712752446035,1267.85358459151,2283.10499057887,1135.91909279306,793.840213511954,1.11783219637244,17,18,778.455896737679,489.164555195358,794.820368396063,822.421851916683,57.8680885330453,35.3337603597658,0.94892940262349,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",16,7606.55248902689,5691.30101660647,7969.94125616603,12692.5117188026,1157.11042256963,492.343842039837,1.19384809112736,31,27974.6719119158,26348.6230382702,24273.5604845577,47336.9135040184,7017.02139483499,9877.44237201246,0.530175572106617,107,13,2508.03032473709,1184.53045203773,4612.86488840931,3291.67951485196,719.942251766355,355.907932469669,1,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",3,8836.42200559664,12616.4630399958,7380.35443864533,13000.2826262335,380.561955893157,335.212555051945,1.0245783233695,1,25733.6754793316,25733.6754793316,NA,0,0,0,1,1,1,9230.5575088907,9230.5575088907,NA,0,0,0,1,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",14,26242.6576150965,20065.2662470571,16822.7605452199,13329.4812859441,1160.23206618633,1094.43411686522,1.13836418232644,18,38462.2731492269,27694.3893528033,26364.032089594,26564.7612907154,299.084528877295,-1287.95835594282,1.32633142485644,9,11,25136.6586205502,17236.4781401988,24033.8440577089,27892.9993552511,-662.483456274087,-190.622766242403,0.948130870500753,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",10,20935.9622688808,11544.0707334494,24960.660513901,14553.167888403,4739.04475030278,1607.0499124304,0.921438242891022,3,17515.2750453116,18103.5722774263,6825.9487552458,12533.1696800136,-128.268493873846,-115.232170024137,0.965528421251003,2,2,21007.6846415972,21007.6846415972,30.9214053534734,43.7294708185182,-2.67133664088473,-2.85192200990336,0.907445016018732,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",3,39810.7422883478,46800.7797772668,21863.4520613201,42017.0665081616,-11516.6411691099,-11468.1117500129,0.370339014708652,1,23956.7944689491,23956.7944689491,NA,0,0,0,1,0,4,350768.148458493,219826.258734784,450194.911846555,382141.984499827,-113791.363944971,-118342.594246152,0.899857505108845,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",NA,NA,NA,NA,NA,NA,NA,NA,4,3963216.78744875,124220.257166524,6363496.80141203,11033656.3556037,-1366985.9095023,-1136696.65049467,0.989407638849673,0,1,11112.2763194863,11112.2763194863,NA,0,0,0,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",1,85607.0137271352,85607.0137271352,NA,0,0,0,1,2,36076.7812495871,36076.7812495871,24950.3166095446,35285.0761347207,-11037.379456072,-12419.4182447866,0.646569193860585,10,1,16265.3326081557,16265.3326081557,NA,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",1,2995.67665135967,2995.67665135967,NA,0,0,0,1,1,2096.97365595177,2096.97365595177,NA,0,0,0,1,2,10,4347.08142579401,3116.82495575698,3682.15374689077,3844.45170257825,-13.0963303451462,-14.8740188249645,1.2,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",4,9479.52635326604,9704.98203908363,7402.72982134607,15471.0411445166,1076.00009609699,1040.22097529182,1.36095697668576,3,4278.2146834268,1295.11631237555,6369.19722069931,10054.3773320085,-2871.90009527575,-2723.23909676154,0.621310734437878,4,2,1786.93041862367,1786.93041862367,49.4859795456518,69.9837434207784,-11.8768827584137,-11.6639572367964,0.73324638495171,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",3,1849.33907535823,1430.13948035074,2042.14195875876,4095.2319742128,846.13421175315,784.200999974258,1.9329114403497,3,7103.86872666292,7297.81512640552,1498.4995049933,2973.72727016367,171.433690733271,172.320062086004,1.41666666666667,15,16,1087.56418117589,955.178064718472,730.403078773631,650.68685812492,-138.954038325848,-49.1391723748797,0.783889379414632,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",8,39182.2216634663,40444.191566034,16814.962282682,11038.7105558027,-3633.33161756877,-7849.08939883633,0.661397788271182,4,20350.2264348378,27568.2192260519,13368.0485551026,22432.5266901468,6210.17692734995,7649.41488751694,1.33154807881482,0,6,44865.337962392,36270.8694973579,43397.3292417844,27175.3979641357,-2350.59037271933,-5132.28051560778,1.23466049575321,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",43,32497.5374531265,26901.3073608595,24236.0413773684,25667.9444541968,-1142.4431762654,-1676.63146252276,1.31185236513302,35,63774.9542252944,56707.2154734571,43747.8022201298,64363.7297744573,-3491.24583740064,-6203.27989744056,0.627079119864621,67,24,52563.8011085397,20899.323795659,71366.5133091816,68512.5958720739,-6552.16680670014,-6343.07009272193,0.933333333333333,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",6,51829.6595841262,48230.2774699313,49203.2926151275,90128.2287130358,21345.22145353,17403.5050497595,1.09192666304585,1,113888.766579102,113888.766579102,NA,0,0,0,1,13,23,26401.0417351043,34071.2010694072,21414.1172967398,35305.5176395215,1397.5745671902,610.617318913994,1.14772520011142,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",1,34709.0781106633,34709.0781106633,NA,0,0,0,1,4,4634.02904435919,3172.10158084409,5834.83604762656,5891.8660092851,-770.17942967812,-1170.62145267284,1.26842981420994,5,7,16721.3441786932,11134.3312477636,13862.7466397423,24296.3546774643,3875.24983710836,1095.96572098394,0.573123753750277,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",13,27250.2526443523,30372.2584572315,13372.7365005483,15487.2461854783,1026.54637245731,2458.28477404575,1.30002230409595,6,124294.607263265,137476.715575026,103816.457128137,207036.454303044,-33722.4327274876,-37887.6037419245,0.209520058046354,12,13,16477.1719592857,15652.8244662947,6333.78522521754,9580.38637332092,-1411.91258322231,-777.284368133825,0.969357540878753,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",11,54496.1909116495,51000.2721518555,62395.3595587764,85873.5699755057,1589.48230855737,17992.0911986236,0.938361766245456,10,45082.7214383636,33685.7460746685,52456.6839611023,31931.1286546602,-15753.1420024385,-17312.0994422749,3.55638410963608,2,1,6048.27908654245,6048.27908654245,NA,0,0,0,1,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",43,17201.7805788038,12107.8754169778,13954.422673442,17860.467448457,1080.62053540253,1020.90331624832,1.66666666666667,31,16703.3340732261,10910.2402965688,17913.6957639269,15147.050278403,-4637.21194436605,-1745.36076803959,0.175845000852793,8,17,34377.467298776,24510.3987302361,33766.0997011947,39155.6401754635,-3146.2575779759,-2198.15617403443,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",1,43692.8236546447,43692.8236546447,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,15378.1499970252,18052.6351482067,7415.96746580005,16027.9120436098,1318.97363402353,1254.50098035795,1.64571895378624,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",2,4231.10774610296,4231.10774610296,1620.87261526721,2292.26003539004,-239.254528707528,-237.130348488625,0.803135193990562,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4625.30526947024,2957.16238539901,3705.33712339763,6824.22088938233,-1175.28248650473,-1175.28248650473,1,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",2,24487595.5751066,24487595.5751066,41085856.7261859,58104175.80389,-5718299.0806205,-8300596.54341286,0.88176949018052,2,50417229.3912798,50417229.3912798,49660538.3350004,70230606.8281066,-855508.702555716,-856470.81497691,0.976749522221553,1,3,5068611.45665262,4465996.95661607,3369813.17621382,2374983.46856346,-530428.259377393,-444698.550698097,0.804607311848738,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
