"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Ecuador","Ecuador2010",7,103052.512784693,83412.993563381,123959.72096662,116622.807017544,23934.3356758431,37565.4644627621,1.05982662738805,3,96378.0038731971,40000,96838.6849849016,152727.272727273,30725.2890470393,30619.2358366271,1.47250695838288,6,78442.7962368064,80851.4589993081,29238.7883724596,28057.6923076923,-17.2536249607899,-500.057782592994,0.876039359173644,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",20,11913.7878165946,11809.7265241505,5186.12951424326,0,-477.616361352002,-1961.12129258507,1,54,14210.3462405445,10600.4850707425,11498.4735157534,13345.0585855041,1584.5103561881,2106.9567799533,1.48171717180763,50,31619.2755920265,26004.2339241749,26503.8312761914,36284.6037357497,-461.311329462688,316.933374943755,0.806179615022563,49,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",8,59898.4115229365,38193.2865663905,45496.0224332554,80576.3300970874,-3301.24196206087,-4553.36399289304,0.350063427231345,6,200374.866645583,155282.97517277,192018.841333024,306500,5169.75487356808,-665.491129653433,1.26679234583143,4,9819.08031967515,8393.20316835253,9283.15494346201,6250,-1404.67285188814,-1696.18355481728,0.907246690396781,2,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",7,22961.3306858037,10491.9700546727,22448.5390464575,36758.1245065646,3038.87762316667,2856.30683152692,1.41937191249118,1,64492.7395712372,64492.7395712372,NA,0,0,0,1,1,12171.0696231034,12171.0696231034,NA,0,0,0,1,15,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,2442.21328401761,2442.21328401761,NA,0,0,0,1,1,96117.5076022642,96117.5076022642,NA,0,0,0,1,3,14337.1542461398,11075.2932365034,14234.0136026078,28245.872658388,-28.6116010905939,46.1675311609162,0.882352941176471,1,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",4,450887.513445351,369235.885130241,485425.301760852,751477.972372461,107256.987450256,77237.4656225762,0.713416783765947,7,161106.722471272,12620.1513500714,270870.29959241,271787.248498701,101264.031609456,101762.24919352,0.735342919837141,10,11277.3074336524,6084.47519542094,11188.3080305121,13866.6963519746,2255.44065857823,2186.29500608641,1.36740907242445,5,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,51589.7534334102,51589.7534334102,NA,0,0,0,NA,3,33740.540567924,36936.8409756724,14789.9477770442,29593.811375501,-5486.60260744959,-5599.65695615248,0.402799675939072,1,4901.02657617397,4901.02657617397,NA,0,0,0,1,14,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,21169.5095553874,21169.5095553874,NA,0,0,0,1,2,6400.0218764538,6400.0218764538,4139.89275890373,0,290.942752334782,642.588199728127,1.05874942385313,5,44693.6562334205,38716.1977746309,22916.5931662229,19245.0086867158,1260.98030357525,1260.98030357525,1,7,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",146,37896.313111294,25832.506426032,36157.9504576301,36888.7683439904,-8091.09608905789,-10198.3378709796,0.892187175250159,229,30244.9647547842,15988.0398654017,33989.1700044297,40350.767279347,4465.01418036901,3877.18563237763,0.907436222349276,145,24242.0281283624,17949.779055151,18490.8277697285,24267.5605099847,374.164646887932,403.850647970483,1.42230328404668,48,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",32,20803.5926174489,2990.45637704529,40261.886232455,24843.3195685938,-16976.6361769886,-14314.7670697947,0.32148616780935,26,19982.0443046729,13936.5435599142,16825.124017224,25764.2552173535,-1912.96595054184,1316.76165341045,0.744888808545765,50,2212.46512696856,1660.3023415038,2088.87075125412,1918.00053945817,128.010273879986,116.015796625672,1,30,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",3,32957.7137220328,33773.965373939,7319.81140517447,14571.1960988647,-369.3241237571,-369.3241237571,0.881889763779528,9,13886.582305758,13612.2177466955,10731.6261356935,10319.822753148,688.159423944277,247.499102562114,1.09382134268749,22,37372.6601175556,29180.7798772073,33591.2534939636,43343.2555632217,-3502.34548331016,-2541.65433804806,0.634769375407747,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",2,146645.125043073,146645.125043072,97706.2244147924,138177.467695669,-25412.7334502535,-26677.827921441,0.749598314150297,1,197266.516381316,197266.516381316,NA,0,0,0,1,4,154196.301073089,167600.529239968,133861.904893148,276090.928552017,10159.9673962782,5804.6846650657,1.00234440614912,8,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",18,60418.0220475102,60588.1329546399,41789.6999850072,61547.3646678575,-12156.6176279179,-5492.99979379526,NA,9,42886.3020638229,36315.3570115624,24988.3626360524,28489.3417491112,-5692.46612542412,-4413.36892482982,0.542804096238068,18,90355.6516623886,64444.9004374696,83335.6184069694,53566.4976010365,-501.48207231827,-2276.63065200986,0.913485684801992,4,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",11,27099.6629796442,21061.6396319858,20200.43419268,20433.1092327537,-6387.79094356886,-8689.99653466639,1.69913215653182,13,76588.0684188209,49957.5944104731,66607.9733067241,91817.4300546233,3753.39126922192,3359.38679727959,1.66666666666667,6,21059.5976925964,17710.4402212861,11247.4889572362,9447.37795946626,1063.25473501999,1234.92073491476,1.14357383091057,7,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",1,8180.63314167313,8180.63314167313,NA,0,0,0,1,1,28603.6123834725,28603.6123834725,NA,0,0,0,1,3,12369.6664674714,10654.6937700001,8396.0752005974,15581.9767548543,-976.78245849207,-1001.62586157426,0.611111111111111,0,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Latvia","Latvia2013",NA,NA,NA,NA,NA,NA,NA,NA,3,47028.6712132724,42431.6968430606,47706.8987975234,96456.6484909568,13592.5199296835,13706.3566750652,0.994179951833225,2,82759.8871651282,82759.8871651281,2.69506872214607e-11,0,0,0,NA,0,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,3,99360.4983891019,108504.098226016,47463.9333280985,89351.5237761898,-26376.6133816226,-26598.4036909513,0.319514075187281,7,366900.28008552,37389.5703537306,542894.694246389,923116.871991751,-38478.4841421889,-23704.867284019,0.94152379093438,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",1,18564.6554818395,18564.6554818395,NA,0,0,0,1,5,31424.0543779621,22592.0426347365,39613.3931145859,27364.6459701478,-1207.45197590166,-1071.62078094104,1.24712138224483,8,25783.2862143716,23637.2925992651,24221.8732100252,44689.2512237837,-932.466983499412,434.906435989394,0.609680617096348,5,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",2,30505.5910751099,30505.5910751099,40386.1075484837,57114.5810265241,11388.0091408227,11758.8843289903,1.74733686941875,2,703.200900136718,703.200900136718,14.5523169979707,20.5800840624827,0.148367173802415,0.180527053179673,1.02526649706243,4,5766.68123887488,6048.47025630922,1303.52042050702,1713.95161628061,-165.231067625517,-224.384832431403,0.762212994379175,3,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",2,7652.08278632227,7652.08278632227,2905.89080987068,4109.55019409446,-186.038559671592,-186.797736095203,0.919409931859016,6,60751.8866346707,7259.32419829619,89916.6453680515,167502.870227806,-13143.4007328559,-13706.5441723128,1.17124359183163,3,10393.6860157138,4412.10042333646,12521.6747378287,22374.6436668238,-4120.78750218776,-3843.19684125075,0.8,6,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",2,35397.3346607233,35397.3346607233,35184.3897382991,49758.2411517233,6340.97492255568,7108.3201645319,1.48998821865112,5,54591.9655543144,58322.7478108162,44056.9151111241,35432.2420508975,-531.744510323851,-725.802449624687,1.12007139419646,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",56,127050.382421893,96577.5583391767,108329.746111272,148925.42443746,67460.9646393025,46998.0480019305,1.1850340133258,43,56455.1273622967,42417.725001973,48829.9050193592,67282.9298515882,4537.39377983734,4509.95265047669,1.09256427580854,38,30456.0973789311,22165.7773554056,26900.8538931582,24666.736966867,-1161.50266601289,-1333.79758071028,1.04834537256528,17,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",1,110194.290898613,110194.290898613,NA,0,0,0,1,3,21676.5662379581,13152.9835401729,18011.4134827928,33058.287269584,776.466226479478,353.640214693881,2.36245516546055,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",2,35618.8344343357,35618.8344343357,7.27595761418343e-12,7.27595761418343e-12,-1.45519152283668e-12,-1.45519152283668e-12,0.714285714285714,5,9023.8279092308,8856.58187183361,5184.15604409648,8442.98297702773,762.947039347816,1057.51913976231,1.07481459780874,4,3905.90778665765,3868.20949048669,2365.37887043735,2925.83282853472,-490.521780270154,-711.824362452055,0.785714285714286,6,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",4,52583.9476558667,48936.2563705231,28061.8136903602,37538.4792346441,3719.37873937374,3719.37873937374,1.05347593582888,4,45242.826519214,35340.3914784411,45381.2351119778,95140.0539011717,-5315.80648736814,-4986.87592207666,1.83988282593212,2,16740.1854371563,16740.1854371563,15782.7981879114,22320.2472495418,1594.30337496727,1594.30337496727,1.16666666666667,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",3,27606.0516877335,27824.171946951,11474.921712704,13383.9310145391,-868.685420602063,-459.144749856836,0.970987932921786,5,33538.7436319919,11549.3091131094,42724.1155135212,77071.4122707985,-864.181692315378,2737.38686334628,1.12318006861351,3,14267.4081875619,11460.013763481,14256.8281493872,21714.7452174666,4448.92443667089,4761.35208170293,2.09351572814002,1,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",3,70908.6398516189,1677.28232409442,134548.653299443,237623.196455513,10525.2225847442,5790.03889998815,1.49141198082467,8,510.825631206873,493.798620710155,229.330814194594,368.671864652306,-17.6816533688513,-28.1365751489101,0.726766400706051,6,239.287411093615,199.756653546435,200.287946703754,0,38.2479207665226,27.2876208404398,1.03097411470688,22,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",14,28407.4748871633,3578.82472183694,45411.2309371248,60748.793817602,14307.1458127851,17673.5508234177,1.02797699929144,14,11709.0663745198,4796.33632759392,15230.8657214728,5197.84797617714,-219.643925927929,-1410.78049128515,0.715006629193975,13,16132.1225720459,17470.65861763,12580.619308319,14705.0974890294,1091.24731590688,1310.1317064258,1.03313826826018,70,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",9,55727.2705690827,46000.7199537873,43834.7441815712,41337.2869172119,3328.31679412319,5602.77712395903,1.44864595620595,9,73058.455868907,42443.8128034522,55802.8744545477,92517.0300967217,-14245.157094294,-12971.0147229116,0.604119156653136,3,6684.75908448227,6329.35680181419,6615.1466565573,6983.05378170346,107.365127122666,-177.478541005027,1.00663635574543,3,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",24,56692.9028933308,48875.2363037603,28580.7700667696,40271.4402066886,-6994.78614065268,-3988.61606349504,0.13390458841787,39,59125.3642724502,43415.3856869435,47275.2874735335,46050.913104373,498.808925504616,373.442897496346,0.983931433931996,34,39006.221796991,30107.1928098993,31081.3873694076,30834.0979267232,912.710007649744,1180.11981133771,1,14,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",26,96994.7827907279,70865.661635243,80478.8494305566,172239.554548438,5355.96661614496,-12189.9039186219,0.246832182010539,67,48433.9404218007,41186.9841866818,42059.6030287509,44314.6127851855,4628.57260417338,4800.98425528698,1.03861813883952,17,46014.9930658962,31645.0128928673,47945.1824596499,47519.7718099096,-2797.99419793408,-2140.92198779475,2.4,20,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",1,4751.76088640312,4751.76088640312,NA,0,0,0,1,1,23334.5400671582,23334.5400671582,NA,0,0,0,1,6,130245.194453631,86136.6467067597,134923.733821846,110255.701817322,18863.4711124374,11998.8562049577,0.82936904091488,3,"2013","Europe and Central Asia","Poland","High income"
"Russia","Russia2012",15,34591.1543087313,31795.6629172244,21018.1016993941,25246.4450152035,-2218.81048186331,-2823.98197255111,0.683178105785658,18,55897.1258028045,54689.7826439631,14287.4362814632,1433.72232716269,-563.750471620026,-1238.36802113718,1.21666932513709,33,51431.427293412,43224.3518529826,42470.4025789044,66145.6859398331,8952.17839978545,10039.4276191259,1.55255946190342,46,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",4,82320.3000612236,79109.6272443205,42568.4781951578,56357.1177495442,11673.1876418229,11581.1601786063,NA,3,57686.3356263709,48623.9366861361,22747.0704876046,43857.98049195,-464.200965446935,-593.586728158227,0.885117792456941,2,274897.043040282,274897.043040282,398616.061609243,563728.24050754,-81712.4334438079,-82901.2118393441,0.782515109442557,3,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",1,53620.1683568947,53620.1683568947,NA,0,0,0,1,2,22440.9818033004,22440.9818033004,6488.15994071009,9175.64378299802,-2000.61146011345,-2030.67526345038,0.702893530853672,4,45607.3120389458,45674.7749069051,1387.2161002598,2199.8017787444,29.1832043923622,-66.983964162767,NA,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",1,107156.672670492,107156.672670492,NA,0,0,0,1,1,79430.8203012035,79430.8203012035,NA,0,0,0,1,1,5616.89372129939,5616.89372129939,Inf,0,0,0,1,3,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",NA,NA,NA,NA,NA,NA,NA,NA,4,86024.1235359365,69179.8934335221,70523.3822938982,144598.765432099,15472.9457914424,17626.4487276392,2.5306122319228,4,33402.4635495224,32763.5327635328,10622.6778150228,12537.7073906486,-196.844137006409,-196.844137006409,0.852941176470588,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Sudan","Sudan2014",1,147715.763586492,147715.763586492,NA,0,0,0,1,4,5028966.33348146,3765056.6119747,6036580.86181156,12304107.6244065,91893.0470878273,168544.67290328,0.86182056072548,NA,NA,NA,NA,NA,NA,NA,NA,9,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Sweden","Sweden2014",1,1445040.92680548,1445040.92680548,NA,0,0,0,1,2,255286.648742644,255286.648742644,16414.5499122108,23213.6791060986,1109.06970079333,1365.51053565286,1.06883207007589,NA,NA,NA,NA,NA,NA,NA,NA,3,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",2,13442.7614645588,13442.7614645588,808.975982081937,1144.06480549437,19.7252552671443,19.7252552671443,1.03571428571429,3,19864.5903259556,20242.9032532584,6427.01393603235,11773.2250332851,-434.55039971451,-369.031578575379,0.964620402538656,NA,NA,NA,NA,NA,NA,NA,NA,6,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",7,82728.7278632124,71260.9718085958,51961.9586558656,75710.6838734478,-3037.83724836898,-3553.65011072652,1.7074013703,2,40708.8537520993,40708.8537520993,17199.5628886454,24323.8551040114,-5385.19749561365,-5212.25466514529,0.595828903485307,3,142259.257195005,128402.006257756,72334.6781863169,107285.575190907,14830.3553989562,14550.8776068639,1.25337089259772,3,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,164830.130246033,172074.827932438,94835.0575529033,144358.28040021,24612.9870378614,17284.3781722982,2.15364927155668,6,272769.269757549,29732.8250385026,427748.599980055,238780.695364538,102274.397952393,74789.3029067694,1.04447880030447,3,57574.5797815098,55077.1658109398,36722.211904024,36269.8344563083,-3943.78869413564,-3103.99573809392,0.840293085171725,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",21,141643.205720113,100199.76240745,173142.029273985,126241.86142617,80340.1587255518,69259.760909927,1.31317103950137,38,137752.889312004,100450.260389222,118658.604781524,155094.714293597,-10811.5936763128,4049.01906574946,0.495226580101303,7,98300.0758901309,98906.4715454747,11761.0612092323,0,-1283.94636214006,155.111131141136,0.524754170329142,51,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",2,172123.543516553,172123.543516553,151504.621190918,214259.890050394,62464.1089070267,81061.2446135035,4.94658014031724,1,54754.2147014912,54754.2147014912,NA,0,0,0,1,1,133986.784210708,133986.784210708,NA,0,0,0,1,5,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",1,10004.3813377794,10004.3813377794,NA,0,0,0,1,1,4813.71527047262,4813.71527047262,NA,0,0,0,1,7,11855.6611308691,7816.43172019616,11337.8049802236,15117.7317993111,1210.25714631466,1928.28211725907,0.964768409976532,4,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",7,128814.448750519,135497.184102976,47837.2757467078,77469.7851104275,-5788.59630028703,-5779.70730029036,0.584562645713711,13,102604.654359595,119927.380701762,30697.0843419602,38110.8940396557,-13073.3949832338,-5064.89202139193,0.330517945220084,10,193301.596922684,203383.181947014,96409.9037102873,88621.1218104706,-1615.04088922364,3913.45001618965,0.642857142857143,6,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,20711.1829515836,20711.1829515836,NA,0,0,0,1,3,39157.3728132757,31362.0437096854,42885.2273639881,62013.860778492,16116.4648058465,18987.9651053004,NA,1,54002.491844129,54002.491844129,NA,0,0,0,NA,2,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",13,120791.499203408,49721.0361747482,130215.786293588,266793.693464153,-26249.6528691778,-14425.4879522436,0.715475373425913,7,49655.8832216344,50177.5926955421,14091.3261040619,13440.151089976,4273.98180012814,1739.09288124657,0.817823812898058,1,11721.9621746335,11721.9621746335,NA,0,0,0,NA,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",2,183577.61249044,183577.61249044,150642.513809956,213040.686100017,-42981.8928096525,-42981.8928096525,0.7125,1,26419.6352367194,26419.6352367194,Inf,0,0,0,1,4,62685.4771241606,58221.0480216594,33769.2785627795,25502.286791,672.722193527578,672.722193527576,1.21428571428571,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
